sex,alder,pop_2038,pop_2039,pop_2040,pop_2041,pop_2042,pop_2043,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048,pop_2049,pop_2050,pop_2051,pop_2052,pop_2053,pop_2054,pop_2055,pop_2056,pop_2057,pop_2058,pop_2059,pop_2060,pop_2061,pop_2062,pop_2063,pop_2064,pop_2065,pop_2066,pop_2067,pop_2068,pop_2069,pop_2070,pop_2071,pop_2072,pop_2073,pop_2074,pop_2075,pop_2076,pop_2077,pop_2078
K,60,32730.0,33429.0,33803.0,34355.0,34249.0,34806.0,34580.0,35216.0,35473.0,36092.0,36796.0,37958.0,38295.0,38802.0,38023.0,37156.0,36503.0,35943.0,35507.0,35317.0,33967.0,33035.0,32739.0,32542.0,31249.0,30833.0,31153.0,31291.0,31205.0,31839.0,31624.0,32310.0,32758.0,32364.0,31264.0,31135.0,30402.0,29996.0,29753.0,29523.0,28344.0
K,61,33203.0,32675.0,33374.0,33746.0,34299.0,34190.0,34766.0,34542.0,35173.0,35451.0,36059.0,36780.0,37937.0,38265.0,38782.0,38002.0,37130.0,36494.0,35933.0,35486.0,35303.0,33952.0,33020.0,32723.0,32526.0,31230.0,30824.0,31143.0,31279.0,31196.0,31822.0,31608.0,32296.0,32742.0,32350.0,31251.0,31122.0,30392.0,29975.0,29740.0,29499.0
K,62,34164.0,33131.0,32606.0,33311.0,33688.0,34256.0,34134.0,34723.0,34502.0,35135.0,35414.0,36029.0,36753.0,37915.0,38234.0,38766.0,37983.0,37116.0,36477.0,35916.0,35460.0,35285.0,33942.0,33003.0,32717.0,32507.0,31212.0,30808.0,31128.0,31268.0,31186.0,31810.0,31593.0,32276.0,32731.0,32338.0,31241.0,31106.0,30376.0,29961.0,29731.0
K,63,35496.0,34094.0,33062.0,32555.0,33238.0,33645.0,34205.0,34091.0,34676.0,34457.0,35099.0,35380.0,36009.0,36729.0,37887.0,38213.0,38745.0,37957.0,37096.0,36453.0,35903.0,35443.0,35268.0,33929.0,32978.0,32710.0,32493.0,31202.0,30792.0,31122.0,31254.0,31168.0,31795.0,31577.0,32260.0,32721.0,32331.0,31225.0,31096.0,30364.0,29954.0
K,64,35030.0,35428.0,34033.0,32989.0,32493.0,33178.0,33585.0,34165.0,34045.0,34646.0,34435.0,35068.0,35351.0,35990.0,36718.0,37867.0,38197.0,38720.0,37939.0,37076.0,36432.0,35889.0,35423.0,35254.0,33917.0,32966.0,32693.0,32480.0,31184.0,30781.0,31107.0,31243.0,31156.0,31782.0,31557.0,32250.0,32702.0,32324.0,31215.0,31087.0,30355.0
K,65,36073.0,34894.0,35296.0,33927.0,32882.0,32395.0,33101.0,33512.0,34097.0,33986.0,34600.0,34384.0,35024.0,35307.0,35957.0,36689.0,37819.0,38164.0,38700.0,37906.0,37050.0,36403.0,35871.0,35390.0,35228.0,33883.0,32937.0,32667.0,32462.0,31157.0,30750.0,31090.0,31222.0,31133.0,31754.0,31524.0,32226.0,32685.0,32303.0,31191.0,31061.0
K,66,36064.0,35941.0,34768.0,35176.0,33812.0,32799.0,32304.0,33019.0,33439.0,34040.0,33927.0,34555.0,34351.0,34988.0,35277.0,35922.0,36647.0,37788.0,38133.0,38667.0,37880.0,37018.0,36367.0,35849.0,35358.0,35204.0,33855.0,32908.0,32650.0,32431.0,31138.0,30730.0,31073.0,31200.0,31111.0,31732.0,31501.0,32205.0,32658.0,32284.0,31170.0
K,67,35326.0,35923.0,35818.0,34644.0,35067.0,33730.0,32719.0,32229.0,32934.0,33389.0,33980.0,33884.0,34495.0,34313.0,34955.0,35230.0,35887.0,36616.0,37749.0,38100.0,38625.0,37850.0,36985.0,36345.0,35832.0,35328.0,35179.0,33839.0,32885.0,32624.0,32403.0,31112.0,30704.0,31043.0,31182.0,31087.0,31708.0,31474.0,32190.0,32637.0,32262.0
K,68,35796.0,35206.0,35789.0,35704.0,34528.0,34994.0,33640.0,32644.0,32161.0,32868.0,33336.0,33930.0,33848.0,34461.0,34273.0,34927.0,35197.0,35857.0,36588.0,37717.0,38060.0,38592.0,37815.0,36956.0,36315.0,35803.0,35289.0,35158.0,33812.0,32874.0,32593.0,32381.0,31091.0,30681.0,31013.0,31149.0,31064.0,31692.0,31448.0,32169.0,32614.0
K,69,35187.0,35638.0,35073.0,35681.0,35603.0,34434.0,34883.0,33572.0,32575.0,32110.0,32830.0,33292.0,33887.0,33821.0,34427.0,34243.0,34897.0,35152.0,35826.0,36560.0,37687.0,38034.0,38559.0,37782.0,36927.0,36280.0,35779.0,35270.0,35134.0,33789.0,32845.0,32569.0,32356.0,31071.0,30667.0,30989.0,31125.0,31046.0,31674.0,31423.0,32145.0
K,70,33951.0,34980.0,35413.0,34884.0,35502.0,35448.0,34292.0,34745.0,33451.0,32477.0,32034.0,32755.0,33220.0,33825.0,33762.0,34368.0,34190.0,34860.0,35098.0,35775.0,36494.0,37634.0,37992.0,38506.0,37739.0,36877.0,36230.0,35725.0,35235.0,35082.0,33738.0,32799.0,32522.0,32313.0,31041.0,30634.0,30956.0,31089.0,31013.0,31627.0,31387.0
K,71,33060.0,33728.0,34772.0,35228.0,34719.0,35332.0,35302.0,34173.0,34626.0,33350.0,32373.0,31957.0,32696.0,33180.0,33776.0,33707.0,34324.0,34133.0,34804.0,35052.0,35730.0,36455.0,37576.0,37952.0,38464.0,37690.0,36838.0,36181.0,35685.0,35183.0,35045.0,33688.0,32755.0,32479.0,32277.0,30998.0,30587.0,30920.0,31052.0,30976.0,31586.0
K,72,32340.0,32857.0,33544.0,34602.0,35037.0,34556.0,35178.0,35182.0,34045.0,34528.0,33253.0,32288.0,31894.0,32646.0,33128.0,33715.0,33647.0,34265.0,34095.0,34753.0,34994.0,35691.0,36415.0,37519.0,37906.0,38408.0,37639.0,36788.0,36136.0,35647.0,35135.0,35005.0,33644.0,32723.0,32433.0,32233.0,30954.0,30549.0,30874.0,31011.0,30938.0
K,73,31539.0,32157.0,32660.0,33366.0,34437.0,34862.0,34420.0,35045.0,35065.0,33956.0,34433.0,33171.0,32220.0,31832.0,32600.0,33070.0,33664.0,33596.0,34215.0,34045.0,34704.0,34945.0,35645.0,36369.0,37462.0,37841.0,38357.0,37588.0,36728.0,36099.0,35608.0,35075.0,34957.0,33592.0,32685.0,32392.0,32190.0,30917.0,30518.0,30832.0,30978.0
K,74,30159.0,31366.0,31963.0,32495.0,33214.0,34291.0,34716.0,34303.0,34914.0,34977.0,33870.0,34347.0,33089.0,32171.0,31770.0,32543.0,33005.0,33609.0,33536.0,34161.0,33996.0,34656.0,34896.0,35593.0,36325.0,37412.0,37784.0,38310.0,37544.0,36681.0,36039.0,35551.0,35022.0,34908.0,33556.0,32649.0,32353.0,32148.0,30890.0,30486.0,30797.0
K,75,28734.0,29818.0,31045.0,31661.0,32182.0,32976.0,34042.0,34482.0,34077.0,34728.0,34794.0,33719.0,34192.0,32979.0,32068.0,31684.0,32457.0,32926.0,33518.0,33453.0,34085.0,33923.0,34560.0,34819.0,35502.0,36225.0,37333.0,37710.0,38235.0,37460.0,36595.0,35977.0,35482.0,34942.0,34835.0,33495.0,32572.0,32287.0,32085.0,30827.0,30417.0
K,76,27897.0,28418.0,29475.0,30786.0,31367.0,31890.0,32769.0,33821.0,34282.0,33888.0,34561.0,34625.0,33601.0,34086.0,32874.0,31965.0,31580.0,32388.0,32836.0,33434.0,33365.0,33991.0,33842.0,34463.0,34737.0,35403.0,36142.0,37251.0,37620.0,38148.0,37386.0,36526.0,35879.0,35404.0,34870.0,34756.0,33427.0,32509.0,32208.0,32022.0,30760.0
K,77,27148.0,27594.0,28110.0,29168.0,30539.0,31110.0,31638.0,32541.0,33601.0,34077.0,33725.0,34428.0,34497.0,33481.0,33978.0,32777.0,31863.0,31493.0,32300.0,32772.0,33337.0,33282.0,33907.0,33771.0,34384.0,34665.0,35303.0,36058.0,37144.0,37549.0,38077.0,37312.0,36450.0,35782.0,35324.0,34785.0,34679.0,33361.0,32425.0,32142.0,31948.0
K,78,26710.0,26846.0,27329.0,27825.0,28912.0,30284.0,30894.0,31414.0,32324.0,33405.0,33910.0,33581.0,34285.0,34393.0,33386.0,33887.0,32679.0,31765.0,31406.0,32194.0,32668.0,33239.0,33204.0,33837.0,33688.0,34284.0,34595.0,35222.0,35974.0,37066.0,37467.0,37992.0,37234.0,36357.0,35695.0,35250.0,34707.0,34609.0,33287.0,32364.0,32083.0
K,79,26088.0,26420.0,26585.0,27047.0,27584.0,28676.0,30045.0,30701.0,31240.0,32169.0,33232.0,33772.0,33455.0,34179.0,34287.0,33288.0,33775.0,32580.0,31679.0,31326.0,32125.0,32577.0,33166.0,33127.0,33756.0,33602.0,34212.0,34523.0,35144.0,35904.0,36984.0,37395.0,37902.0,37149.0,36272.0,35609.0,35173.0,34625.0,34529.0,33205.0,32296.0
K,80,24774.0,25565.0,25947.0,26105.0,26628.0,27180.0,28315.0,29695.0,30375.0,30924.0,31905.0,33002.0,33534.0,33283.0,33996.0,34119.0,33123.0,33602.0,32447.0,31525.0,31174.0,31977.0,32433.0,33003.0,32961.0,33620.0,33434.0,34108.0,34396.0,34996.0,35761.0,36844.0,37256.0,37769.0,37001.0,36129.0,35499.0,35040.0,34492.0,34403.0,33069.0
K,81,24368.0,24246.0,25103.0,25483.0,25686.0,26229.0,26793.0,27962.0,29353.0,30074.0,30651.0,31683.0,32768.0,33348.0,33110.0,33815.0,33942.0,32983.0,33454.0,32294.0,31378.0,31055.0,31858.0,32297.0,32861.0,32824.0,33478.0,33286.0,33971.0,34264.0,34859.0,35627.0,36707.0,37116.0,37625.0,36849.0,35998.0,35355.0,34915.0,34391.0,34271.0
K,82,22970.0,23849.0,23783.0,24680.0,25101.0,25277.0,25877.0,26469.0,27640.0,29084.0,29820.0,30412.0,31484.0,32576.0,33153.0,32942.0,33628.0,33774.0,32826.0,33285.0,32156.0,31265.0,30916.0,31719.0,32168.0,32739.0,32679.0,33339.0,33148.0,33829.0,34145.0,34712.0,35486.0,36560.0,36971.0,37487.0,36690.0,35867.0,35222.0,34755.0,34263.0
K,83,21892.0,22529.0,23429.0,23421.0,24302.0,24722.0,24932.0,25558.0,26169.0,27355.0,28834.0,29569.0,30198.0,31315.0,32400.0,32971.0,32774.0,33477.0,33618.0,32691.0,33129.0,32005.0,31139.0,30793.0,31612.0,32033.0,32600.0,32543.0,33195.0,32971.0,33676.0,34003.0,34585.0,35345.0,36423.0,36831.0,37336.0,36544.0,35728.0,35090.0,34632.0
K,84,20909.0,21451.0,22132.0,23028.0,23053.0,23943.0,24382.0,24633.0,25270.0,25919.0,27118.0,28622.0,29368.0,30038.0,31147.0,32223.0,32809.0,32614.0,33308.0,33480.0,32547.0,32984.0,31845.0,31002.0,30647.0,31487.0,31902.0,32474.0,32426.0,33053.0,32848.0,33548.0,33879.0,34448.0,35181.0,36278.0,36707.0,37189.0,36387.0,35614.0,34959.0
K,85,19476.0,20143.0,20664.0,21407.0,22315.0,22393.0,23319.0,23759.0,24138.0,24743.0,25454.0,26703.0,28233.0,29049.0,29702.0,30861.0,31917.0,32494.0,32290.0,33011.0,33174.0,32269.0,32713.0,31578.0,30732.0,30404.0,31246.0,31599.0,32197.0,32170.0,32785.0,32603.0,33282.0,33629.0,34168.0,34935.0,36013.0,36381.0,36902.0,36101.0,35332.0
K,86,17465.0,18716.0,19436.0,19967.0,20745.0,21626.0,21844.0,22772.0,23221.0,23662.0,24330.0,25066.0,26343.0,27915.0,28744.0,29403.0,30568.0,31615.0,32201.0,31986.0,32705.0,32914.0,32007.0,32433.0,31313.0,30489.0,30157.0,30972.0,31351.0,31936.0,31916.0,32513.0,32361.0,33010.0,33354.0,33893.0,34671.0,35733.0,36085.0,36651.0,35831.0
K,87,16846.0,16753.0,18022.0,18779.0,19361.0,20147.0,21075.0,21346.0,22286.0,22804.0,23250.0,23984.0,24752.0,26048.0,27631.0,28445.0,29110.0,30266.0,31305.0,31922.0,31708.0,32411.0,32639.0,31731.0,32151.0,31047.0,30254.0,29870.0,30729.0,31093.0,31660.0,31676.0,32250.0,32113.0,32752.0,33090.0,33626.0,34364.0,35472.0,35809.0,36386.0
K,88,15660.0,16202.0,16138.0,17455.0,18247.0,18782.0,19611.0,20556.0,20882.0,21848.0,22418.0,22910.0,23675.0,24498.0,25785.0,27354.0,28164.0,28823.0,29959.0,31026.0,31663.0,31450.0,32149.0,32357.0,31469.0,31889.0,30812.0,30022.0,29642.0,30507.0,30832.0,31427.0,31452.0,31984.0,31841.0,32493.0,32864.0,33354.0,34088.0,35179.0,35569.0
K,89,14716.0,15072.0,15620.0,15622.0,16891.0,17698.0,18311.0,19115.0,20124.0,20431.0,21455.0,22055.0,22609.0,23410.0,24214.0,25545.0,27108.0,27885.0,28576.0,29720.0,30753.0,31376.0,31164.0,31893.0,32115.0,31218.0,31651.0,30560.0,29794.0,29410.0,30240.0,30592.0,31159.0,31189.0,31751.0,31614.0,32241.0,32629.0,33116.0,33824.0,34946.0
K,90,13602.0,13363.0,13864.0,14476.0,14576.0,15800.0,16641.0,17270.0,18154.0,19227.0,19578.0,20726.0,21388.0,22009.0,22839.0,23638.0,24992.0,26543.0,27316.0,27993.0,29101.0,30147.0,30747.0,30520.0,31288.0,31501.0,30644.0,31046.0,29976.0,29276.0,28896.0,29704.0,30034.0,30613.0,30630.0,31140.0,31064.0,31629.0,32057.0,32508.0,33228.0
K,91,9226.0,9336.0,9223.0,9665.0,10112.0,10289.0,11183.0,11805.0,12304.0,13022.0,13851.0,14117.0,15036.0,15529.0,15999.0,16701.0,17287.0,18334.0,19373.0,20014.0,20563.0,21382.0,22207.0,22663.0,22577.0,23161.0,23280.0,22685.0,22942.0,22134.0,21641.0,21295.0,21961.0,22196.0,22635.0,22632.0,23058.0,23021.0,23382.0,23727.0,23991.0
K,92,5396.0,6345.0,6400.0,6338.0,6785.0,7143.0,7306.0,7893.0,8409.0,8814.0,9310.0,9925.0,10247.0,10950.0,11410.0,11692.0,12167.0,12616.0,13485.0,14207.0,14667.0,15110.0,15655.0,16271.0,16665.0,16526.0,17007.0,17143.0,16732.0,16863.0,16340.0,15929.0,15690.0,16148.0,16360.0,16699.0,16589.0,16988.0,16936.0,17238.0,17479.0
K,93,3356.0,3719.0,4337.0,4413.0,4452.0,4760.0,5025.0,5173.0,5623.0,6017.0,6320.0,6697.0,7274.0,7560.0,8006.0,8227.0,8520.0,8891.0,9239.0,9882.0,10472.0,10805.0,11152.0,11567.0,12027.0,12206.0,12150.0,12637.0,12633.0,12334.0,12402.0,12075.0,11756.0,11555.0,11862.0,12135.0,12282.0,12243.0,12576.0,12562.0,12739.0
K,94,1855.0,2277.0,2597.0,3058.0,3102.0,3091.0,3332.0,3567.0,3696.0,4008.0,4386.0,4555.0,4877.0,5290.0,5567.0,5935.0,6018.0,6182.0,6498.0,6808.0,7290.0,7660.0,7940.0,8233.0,8531.0,8882.0,8939.0,8867.0,9228.0,9271.0,9076.0,9158.0,8906.0,8697.0,8502.0,8696.0,8900.0,8983.0,8966.0,9174.0,9205.0
K,95,1006.0,1145.0,1429.0,1625.0,1978.0,2054.0,2069.0,2209.0,2371.0,2550.0,2774.0,3088.0,3186.0,3498.0,3741.0,3961.0,4230.0,4236.0,4427.0,4615.0,4895.0,5163.0,5452.0,5678.0,5857.0,6044.0,6294.0,6415.0,6359.0,6614.0,6636.0,6492.0,6547.0,6410.0,6240.0,6089.0,6246.0,6371.0,6457.0,6467.0,6660.0
K,96,511.0,622.0,728.0,914.0,1036.0,1287.0,1356.0,1390.0,1494.0,1596.0,1784.0,1935.0,2185.0,2259.0,2538.0,2665.0,2830.0,3010.0,2995.0,3111.0,3322.0,3462.0,3714.0,3923.0,4043.0,4216.0,4271.0,4528.0,4591.0,4545.0,4718.0,4731.0,4657.0,4716.0,4615.0,4537.0,4376.0,4483.0,4588.0,4612.0,4637.0
K,97,261.0,316.0,375.0,471.0,593.0,689.0,829.0,897.0,942.0,997.0,1075.0,1242.0,1351.0,1582.0,1605.0,1817.0,1869.0,2022.0,2122.0,2130.0,2237.0,2359.0,2521.0,2712.0,2791.0,2913.0,3087.0,3105.0,3299.0,3326.0,3282.0,3378.0,3383.0,3370.0,3378.0,3333.0,3279.0,3175.0,3264.0,3339.0,3303.0
K,98,165.0,173.0,199.0,239.0,299.0,396.0,457.0,556.0,616.0,667.0,669.0,742.0,845.0,945.0,1159.0,1192.0,1301.0,1370.0,1440.0,1549.0,1523.0,1603.0,1707.0,1804.0,1975.0,1997.0,2085.0,2216.0,2272.0,2373.0,2381.0,2359.0,2442.0,2439.0,2439.0,2440.0,2400.0,2376.0,2338.0,2372.0,2439.0
K,99,81.0,100.0,113.0,133.0,156.0,203.0,259.0,291.0,373.0,416.0,454.0,463.0,518.0,621.0,673.0,818.0,849.0,913.0,976.0,1038.0,1125.0,1079.0,1147.0,1238.0,1266.0,1431.0,1417.0,1477.0,1566.0,1621.0,1711.0,1694.0,1686.0,1803.0,1756.0,1757.0,1722.0,1729.0,1692.0,1686.0,1669.0
K,100,21.0,51.0,56.0,65.0,77.0,93.0,119.0,157.0,175.0,251.0,265.0,330.0,312.0,337.0,414.0,471.0,589.0,592.0,617.0,682.0,751.0,790.0,774.0,838.0,886.0,859.0,1001.0,1010.0,1030.0,1123.0,1160.0,1221.0,1209.0,1189.0,1270.0,1242.0,1207.0,1230.0,1209.0,1173.0,1155.0
K,101,9.0,7.0,16.0,14.0,17.0,23.0,27.0,33.0,45.0,52.0,94.0,95.0,113.0,117.0,100.0,124.0,156.0,210.0,214.0,212.0,234.0,274.0,280.0,299.0,311.0,327.0,308.0,358.0,353.0,350.0,366.0,387.0,419.0,428.0,410.0,448.0,423.0,407.0,438.0,426.0,402.0
K,102,3.0,1.0,3.0,5.0,6.0,7.0,5.0,12.0,9.0,15.0,13.0,32.0,32.0,35.0,41.0,45.0,51.0,55.0,77.0,80.0,73.0,82.0,100.0,101.0,108.0,119.0,121.0,107.0,127.0,134.0,118.0,126.0,138.0,154.0,164.0,145.0,156.0,155.0,140.0,155.0,172.0
K,103,,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,11.0,14.0,13.0,16.0,13.0,22.0,21.0,27.0,28.0,27.0,27.0,37.0,35.0,39.0,36.0,41.0,38.0,40.0,59.0,43.0,51.0,50.0,57.0,63.0,55.0,68.0,60.0,50.0,52.0
K,104,,,,1.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,8.0,8.0,8.0,6.0,5.0,7.0,9.0,9.0,10.0,15.0,11.0,16.0,15.0,16.0,20.0,26.0,16.0,18.0,17.0,21.0,23.0,22.0,30.0,21.0,18.0
K,105,,,,,1.0,,1.0,1.0,,1.0,2.0,,,,,,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,7.0,8.0,7.0,12.0,7.0,6.0,7.0,8.0,6.0,7.0,9.0,9.0
K,106,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,1.0,,1.0,2.0,2.0,1.0,2.0,1.0,,,1.0,,1.0,
K,107,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
K,108,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
K,109,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
M,0,23771.0,23692.0,25435.0,27040.0,28712.0,30537.0,31747.0,31484.0,30798.0,30512.0,30090.0,29756.0,29016.0,28701.0,28349.0,28047.0,27658.0,27350.0,27270.0,26823.0,26482.0,26289.0,26097.0,25975.0,25822.0,25536.0,25737.0,25683.0,25652.0,25750.0,26176.0,26408.0,26768.0,27506.0,28215.0,28186.0,28826.0,29318.0,29713.0,29881.0,29721.0
M,1,23965.0,23767.0,23685.0,25432.0,27032.0,28711.0,30533.0,31741.0,31482.0,30794.0,30511.0,30086.0,29753.0,29015.0,28699.0,28344.0,28046.0,27657.0,27350.0,27269.0,26820.0,26480.0,26288.0,26097.0,25973.0,25820.0,25533.0,25737.0,25683.0,25652.0,25750.0,26176.0,26406.0,26767.0,27506.0,28215.0,28185.0,28823.0,29317.0,29712.0,29881.0
M,2,24060.0,23960.0,23765.0,23681.0,25430.0,27028.0,28707.0,30528.0,31737.0,31479.0,30792.0,30509.0,30081.0,29752.0,29013.0,28697.0,28344.0,28045.0,27657.0,27349.0,27268.0,26819.0,26480.0,26287.0,26094.0,25972.0,25819.0,25533.0,25735.0,25680.0,25651.0,25749.0,26175.0,26406.0,26767.0,27504.0,28213.0,28182.0,28822.0,29315.0,29711.0
M,3,24151.0,24058.0,23955.0,23760.0,23680.0,25426.0,27025.0,28703.0,30523.0,31735.0,31478.0,30790.0,30508.0,30079.0,29752.0,29011.0,28697.0,28342.0,28045.0,27656.0,27349.0,27267.0,26819.0,26479.0,26287.0,26094.0,25971.0,25818.0,25532.0,25733.0,25676.0,25649.0,25747.0,26174.0,26406.0,26766.0,27504.0,28213.0,28181.0,28819.0,29312.0
M,4,24172.0,24150.0,24057.0,23952.0,23757.0,23676.0,25424.0,27021.0,28699.0,30521.0,31733.0,31475.0,30788.0,30507.0,30078.0,29751.0,29009.0,28696.0,28341.0,28044.0,27655.0,27349.0,27266.0,26818.0,26478.0,26284.0,26093.0,25971.0,25817.0,25532.0,25733.0,25675.0,25648.0,25746.0,26172.0,26403.0,26764.0,27501.0,28212.0,28180.0,28819.0
M,5,24089.0,24172.0,24150.0,24057.0,23950.0,23756.0,23676.0,25424.0,27020.0,28699.0,30521.0,31733.0,31475.0,30788.0,30507.0,30078.0,29751.0,29009.0,28696.0,28341.0,28044.0,27655.0,27349.0,27266.0,26818.0,26478.0,26284.0,26093.0,25970.0,25817.0,25532.0,25732.0,25675.0,25647.0,25746.0,26172.0,26403.0,26764.0,27500.0,28212.0,28180.0
M,6,24759.0,24089.0,24171.0,24149.0,24057.0,23948.0,23756.0,23676.0,25423.0,27019.0,28699.0,30521.0,31733.0,31474.0,30788.0,30507.0,30078.0,29751.0,29009.0,28696.0,28341.0,28044.0,27655.0,27349.0,27266.0,26818.0,26477.0,26284.0,26093.0,25970.0,25817.0,25532.0,25732.0,25675.0,25647.0,25746.0,26172.0,26402.0,26764.0,27500.0,28212.0
M,7,24937.0,24758.0,24089.0,24171.0,24148.0,24056.0,23948.0,23755.0,23675.0,25422.0,27019.0,28698.0,30521.0,31733.0,31474.0,30788.0,30507.0,30078.0,29751.0,29009.0,28695.0,28341.0,28044.0,27655.0,27349.0,27266.0,26818.0,26477.0,26284.0,26093.0,25970.0,25817.0,25532.0,25732.0,25675.0,25647.0,25746.0,26172.0,26402.0,26764.0,27500.0
M,8,25179.0,24936.0,24758.0,24089.0,24170.0,24147.0,24056.0,23947.0,23754.0,23675.0,25421.0,27019.0,28698.0,30521.0,31733.0,31474.0,30788.0,30507.0,30078.0,29750.0,29009.0,28695.0,28341.0,28044.0,27655.0,27349.0,27266.0,26817.0,26477.0,26284.0,26093.0,25970.0,25817.0,25532.0,25732.0,25675.0,25647.0,25745.0,26172.0,26402.0,26764.0
M,9,25442.0,25178.0,24935.0,24756.0,24089.0,24169.0,24147.0,24056.0,23947.0,23754.0,23675.0,25420.0,27018.0,28698.0,30521.0,31733.0,31474.0,30788.0,30507.0,30078.0,29750.0,29009.0,28695.0,28341.0,28044.0,27655.0,27349.0,27266.0,26816.0,26477.0,26284.0,26091.0,25970.0,25817.0,25532.0,25732.0,25675.0,25647.0,25745.0,26172.0,26402.0
M,10,25759.0,25441.0,25177.0,24934.0,24756.0,24088.0,24169.0,24147.0,24055.0,23946.0,23754.0,23674.0,25419.0,27017.0,28698.0,30521.0,31733.0,31474.0,30788.0,30507.0,30078.0,29750.0,29008.0,28694.0,28341.0,28044.0,27655.0,27349.0,27266.0,26816.0,26477.0,26284.0,26091.0,25970.0,25817.0,25531.0,25730.0,25675.0,25647.0,25745.0,26172.0
M,11,26100.0,25759.0,25441.0,25177.0,24934.0,24755.0,24088.0,24166.0,24146.0,24055.0,23945.0,23754.0,23674.0,25419.0,27016.0,28698.0,30521.0,31733.0,31472.0,30788.0,30507.0,30077.0,29750.0,29008.0,28694.0,28339.0,28044.0,27654.0,27349.0,27266.0,26816.0,26477.0,26284.0,26091.0,25970.0,25817.0,25530.0,25730.0,25675.0,25647.0,25745.0
M,12,26583.0,26098.0,25759.0,25440.0,25176.0,24934.0,24755.0,24087.0,24166.0,24146.0,24054.0,23945.0,23754.0,23674.0,25419.0,27016.0,28698.0,30521.0,31733.0,31472.0,30788.0,30507.0,30077.0,29750.0,29007.0,28694.0,28339.0,28044.0,27653.0,27348.0,27266.0,26816.0,26477.0,26284.0,26091.0,25969.0,25817.0,25530.0,25730.0,25675.0,25647.0
M,13,26612.0,26583.0,26097.0,25757.0,25437.0,25176.0,24933.0,24755.0,24087.0,24165.0,24146.0,24053.0,23945.0,23754.0,23673.0,25419.0,27016.0,28698.0,30521.0,31733.0,31471.0,30787.0,30506.0,30077.0,29750.0,29006.0,28694.0,28339.0,28044.0,27652.0,27348.0,27266.0,26816.0,26476.0,26283.0,26091.0,25968.0,25817.0,25530.0,25730.0,25675.0
M,14,26985.0,26611.0,26583.0,26097.0,25755.0,25437.0,25175.0,24933.0,24755.0,24087.0,24165.0,24146.0,24053.0,23945.0,23754.0,23673.0,25419.0,27016.0,28698.0,30521.0,31733.0,31471.0,30787.0,30506.0,30077.0,29749.0,29005.0,28694.0,28339.0,28044.0,27652.0,27348.0,27266.0,26816.0,26476.0,26283.0,26091.0,25968.0,25817.0,25530.0,25730.0
M,15,26637.0,26983.0,26607.0,26581.0,26093.0,25754.0,25435.0,25172.0,24932.0,24752.0,24086.0,24165.0,24145.0,24053.0,23945.0,23753.0,23672.0,25418.0,27015.0,28698.0,30520.0,31733.0,31470.0,30787.0,30506.0,30076.0,29749.0,29005.0,28694.0,28338.0,28043.0,27652.0,27348.0,27265.0,26815.0,26475.0,26283.0,26089.0,25968.0,25816.0,25530.0
M,16,29327.0,26635.0,26981.0,26606.0,26580.0,26092.0,25751.0,25433.0,25169.0,24931.0,24752.0,24086.0,24165.0,24144.0,24052.0,23944.0,23752.0,23671.0,25418.0,27015.0,28698.0,30520.0,31733.0,31468.0,30787.0,30506.0,30076.0,29749.0,29004.0,28693.0,28338.0,28043.0,27649.0,27346.0,27265.0,26813.0,26474.0,26283.0,26089.0,25967.0,25816.0
M,17,27907.0,29326.0,26632.0,26981.0,26606.0,26579.0,26090.0,25749.0,25430.0,25169.0,24931.0,24751.0,24085.0,24165.0,24143.0,24050.0,23943.0,23751.0,23671.0,25418.0,27015.0,28698.0,30517.0,31733.0,31468.0,30787.0,30505.0,30076.0,29748.0,29003.0,28692.0,28338.0,28043.0,27647.0,27345.0,27264.0,26812.0,26474.0,26282.0,26088.0,25967.0
M,18,28961.0,27904.0,29322.0,26630.0,26975.0,26600.0,26579.0,26089.0,25748.0,25429.0,25168.0,24930.0,24751.0,24084.0,24164.0,24142.0,24050.0,23943.0,23750.0,23671.0,25417.0,27014.0,28698.0,30516.0,31732.0,31468.0,30787.0,30505.0,30076.0,29747.0,29003.0,28691.0,28337.0,28043.0,27645.0,27345.0,27264.0,26812.0,26473.0,26281.0,26088.0
M,19,29424.0,28960.0,27902.0,29319.0,26629.0,26971.0,26599.0,26575.0,26089.0,25746.0,25429.0,25166.0,24928.0,24750.0,24084.0,24162.0,24141.0,24050.0,23943.0,23749.0,23671.0,25416.0,27014.0,28698.0,30516.0,31732.0,31468.0,30787.0,30503.0,30076.0,29746.0,29003.0,28690.0,28337.0,28043.0,27645.0,27345.0,27264.0,26811.0,26472.0,26280.0
