sex,alder,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033,pop_2034,pop_2035,pop_2036,pop_2037,pop_2038,pop_2039,pop_2040,pop_2041,pop_2042,pop_2043,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048,pop_2049,pop_2050,pop_2051,pop_2052,pop_2053,pop_2054,pop_2055,pop_2056,pop_2057,pop_2058,pop_2059,pop_2060,pop_2061,pop_2062,pop_2063,pop_2064,pop_2065,pop_2066,pop_2067,pop_2068,pop_2069,pop_2070,pop_2071,pop_2072,pop_2073,pop_2074,pop_2075,pop_2076,pop_2077,pop_2078,pop_2079,pop_2080,pop_2081,pop_2082,pop_2083,pop_2084,pop_2085,pop_2086,pop_2087,pop_2088,pop_2089,pop_2090,pop_2091,pop_2092,pop_2093,pop_2094,pop_2095,pop_2096,pop_2097,pop_2098,pop_2099,pop_2100,pop_2101,pop_2102,pop_2103,pop_2104,pop_2105,pop_2106,pop_2107,pop_2108,pop_2109,pop_2110,pop_2111,pop_2112,pop_2113,pop_2114,pop_2115,pop_2116,pop_2117,pop_2118,pop_2119,pop_2120,pop_2121,pop_2122,pop_2123
K,0,25310.0,25073.0,25744.0,26484.0,27306.0,27583.0,28226.0,28856.0,29342.0,29816.0,30240.0,30931.0,31539.0,32305.0,32569.0,32355.0,32149.0,31852.0,31370.0,30881.0,30780.0,30564.0,30156.0,29686.0,29437.0,29080.0,28438.0,27919.0,27638.0,27291.0,27133.0,27084.0,26927.0,27123.0,27004.0,27297.0,27586.0,27946.0,28508.0,28644.0,29011.0,29508.0,29775.0,29954.0,30125.0,30361.0,30493.0,30536.0,30171.0,30136.0,30038.0,29928.0,29614.0,29074.0,29024.0,28766.0,28249.0,28271.0,27832.0,27438.0,27507.0,27200.0,27160.0,27035.0,27123.0,27310.0,27507.0,27547.0,27731.0,27830.0,28160.0,28411.0,28555.0,28768.0,29006.0,28978.0,29236.0,29132.0,28994.0,28784.0,29114.0,29011.0,28783.0,28519.0,28579.0,28231.0,28120.0,27926.0,28029.0,27365.0,27406.0,27142.0,27054.0,26937.0,26967.0,27343.0,27044.0,27475.0,27151.0,27438.0,27410.0
K,1,28037.0,25284.0,25038.0,25714.0,26464.0,27275.0,27553.0,28202.0,28834.0,29311.0,29789.0,30212.0,30904.0,31511.0,32276.0,32527.0,32311.0,32114.0,31824.0,31341.0,30849.0,30738.0,30528.0,30127.0,29663.0,29395.0,29061.0,28413.0,27899.0,27595.0,27271.0,27116.0,27059.0,26902.0,27095.0,26980.0,27269.0,27559.0,27915.0,28474.0,28615.0,28986.0,29486.0,29746.0,29926.0,30092.0,30332.0,30469.0,30505.0,30138.0,30106.0,30007.0,29891.0,29582.0,29047.0,28990.0,28733.0,28217.0,28243.0,27801.0,27409.0,27478.0,27178.0,27134.0,27010.0,27099.0,27284.0,27475.0,27517.0,27700.0,27809.0,28126.0,28385.0,28520.0,28745.0,28974.0,28938.0,29201.0,29098.0,28960.0,28762.0,29089.0,28976.0,28756.0,28486.0,28556.0,28195.0,28088.0,27900.0,28003.0,27336.0,27376.0,27121.0,27020.0,26912.0,26929.0,27313.0,27023.0,27449.0,27120.0,27409.0
K,2,26820.0,28007.0,25259.0,25020.0,25690.0,26444.0,27237.0,27524.0,28175.0,28807.0,29277.0,29753.0,30176.0,30874.0,31474.0,32245.0,32498.0,32279.0,32082.0,31792.0,31311.0,30815.0,30717.0,30496.0,30081.0,29639.0,29364.0,29026.0,28387.0,27881.0,27557.0,27244.0,27093.0,27037.0,26873.0,27072.0,26956.0,27240.0,27537.0,27884.0,28451.0,28592.0,28950.0,29461.0,29711.0,29892.0,30054.0,30302.0,30445.0,30485.0,30100.0,30073.0,29970.0,29861.0,29560.0,29020.0,28965.0,28707.0,28186.0,28207.0,27775.0,27381.0,27448.0,27152.0,27108.0,26975.0,27070.0,27258.0,27446.0,27490.0,27674.0,27788.0,28105.0,28356.0,28499.0,28723.0,28942.0,28906.0,29179.0,29068.0,28941.0,28734.0,29063.0,28947.0,28730.0,28453.0,28523.0,28166.0,28054.0,27867.0,27981.0,27315.0,27348.0,27095.0,26986.0,26873.0,26906.0,27293.0,26998.0,27428.0,27097.0
K,3,27466.0,26789.0,27974.0,25229.0,24998.0,25661.0,26416.0,27201.0,27493.0,28144.0,28774.0,29250.0,29728.0,30147.0,30851.0,31449.0,32213.0,32471.0,32248.0,32053.0,31759.0,31276.0,30792.0,30685.0,30473.0,30046.0,29613.0,29343.0,28998.0,28362.0,27853.0,27533.0,27222.0,27064.0,27021.0,26852.0,27036.0,26935.0,27209.0,27509.0,27859.0,28423.0,28564.0,28921.0,29431.0,29687.0,29859.0,30029.0,30280.0,30417.0,30460.0,30070.0,30038.0,29934.0,29835.0,29539.0,28994.0,28930.0,28685.0,28159.0,28179.0,27750.0,27358.0,27418.0,27114.0,27075.0,26946.0,27050.0,27227.0,27425.0,27461.0,27654.0,27764.0,28083.0,28326.0,28479.0,28689.0,28918.0,28871.0,29156.0,29031.0,28915.0,28708.0,29027.0,28922.0,28698.0,28413.0,28490.0,28134.0,28025.0,27830.0,27953.0,27282.0,27308.0,27077.0,26960.0,26846.0,26879.0,27269.0,26972.0,27408.0
K,4,27692.0,27439.0,26759.0,27951.0,25204.0,24978.0,25639.0,26385.0,27179.0,27468.0,28118.0,28745.0,29222.0,29707.0,30122.0,30829.0,31421.0,32177.0,32434.0,32213.0,32024.0,31728.0,31245.0,30761.0,30652.0,30444.0,30008.0,29576.0,29309.0,28972.0,28331.0,27823.0,27508.0,27192.0,27043.0,26992.0,26826.0,27015.0,26905.0,27186.0,27488.0,27829.0,28390.0,28531.0,28893.0,29406.0,29645.0,29825.0,30003.0,30251.0,30386.0,30434.0,30043.0,30015.0,29895.0,29808.0,29497.0,28959.0,28909.0,28658.0,28138.0,28140.0,27733.0,27331.0,27391.0,27084.0,27048.0,26924.0,27016.0,27202.0,27389.0,27433.0,27626.0,27740.0,28045.0,28305.0,28454.0,28659.0,28890.0,28845.0,29125.0,29011.0,28893.0,28681.0,28980.0,28889.0,28674.0,28382.0,28453.0,28109.0,27993.0,27796.0,27926.0,27257.0,27274.0,27044.0,26934.0,26820.0,26850.0,27246.0,26946.0
K,5,28546.0,27670.0,27410.0,26736.0,27922.0,25180.0,24946.0,25609.0,26356.0,27148.0,27437.0,28075.0,28715.0,29191.0,29672.0,30085.0,30789.0,31391.0,32137.0,32391.0,32169.0,32000.0,31692.0,31211.0,30734.0,30628.0,30418.0,29978.0,29545.0,29288.0,28945.0,28301.0,27797.0,27490.0,27164.0,27024.0,26967.0,26806.0,26985.0,26887.0,27156.0,27458.0,27810.0,28360.0,28503.0,28866.0,29377.0,29615.0,29798.0,29975.0,30225.0,30348.0,30404.0,30014.0,29980.0,29871.0,29770.0,29465.0,28934.0,28879.0,28635.0,28115.0,28111.0,27706.0,27300.0,27369.0,27065.0,27022.0,26895.0,26975.0,27171.0,27364.0,27404.0,27595.0,27705.0,28018.0,28276.0,28427.0,28622.0,28861.0,28831.0,29101.0,28981.0,28857.0,28645.0,28939.0,28861.0,28651.0,28361.0,28424.0,28085.0,27958.0,27769.0,27900.0,27229.0,27255.0,27021.0,26904.0,26801.0,26828.0,27216.0
K,6,29714.0,28515.0,27640.0,27386.0,26702.0,27897.0,25160.0,24921.0,25586.0,26329.0,27115.0,27414.0,28045.0,28680.0,29174.0,29639.0,30060.0,30759.0,31372.0,32112.0,32366.0,32134.0,31970.0,31665.0,31187.0,30705.0,30600.0,30374.0,29936.0,29502.0,29264.0,28913.0,28281.0,27771.0,27470.0,27145.0,26997.0,26933.0,26789.0,26956.0,26859.0,27123.0,27428.0,27781.0,28329.0,28486.0,28837.0,29353.0,29586.0,29772.0,29952.0,30199.0,30318.0,30371.0,29993.0,29951.0,29833.0,29739.0,29432.0,28898.0,28857.0,28598.0,28087.0,28075.0,27674.0,27268.0,27342.0,27041.0,26997.0,26867.0,26947.0,27146.0,27332.0,27384.0,27566.0,27681.0,27990.0,28245.0,28398.0,28596.0,28836.0,28802.0,29074.0,28958.0,28829.0,28612.0,28907.0,28821.0,28618.0,28341.0,28397.0,28059.0,27930.0,27743.0,27878.0,27211.0,27224.0,26983.0,26873.0,26769.0,26798.0
K,7,29958.0,29683.0,28481.0,27615.0,27355.0,26679.0,27859.0,25134.0,24886.0,25562.0,26300.0,27088.0,27388.0,28008.0,28645.0,29132.0,29609.0,30031.0,30724.0,31343.0,32079.0,32343.0,32104.0,31930.0,31634.0,31154.0,30685.0,30586.0,30344.0,29906.0,29477.0,29236.0,28884.0,28257.0,27744.0,27442.0,27110.0,26954.0,26900.0,26761.0,26928.0,26838.0,27096.0,27395.0,27760.0,28296.0,28450.0,28808.0,29323.0,29559.0,29734.0,29932.0,30169.0,30292.0,30341.0,29953.0,29920.0,29799.0,29713.0,29404.0,28867.0,28830.0,28572.0,28059.0,28050.0,27634.0,27241.0,27317.0,27014.0,26974.0,26850.0,26928.0,27125.0,27304.0,27365.0,27538.0,27656.0,27960.0,28216.0,28372.0,28572.0,28818.0,28758.0,29054.0,28930.0,28804.0,28578.0,28876.0,28790.0,28591.0,28316.0,28363.0,28023.0,27905.0,27723.0,27847.0,27183.0,27203.0,26954.0,26847.0,26742.0
K,8,30221.0,29912.0,29651.0,28450.0,27596.0,27321.0,26655.0,27834.0,25117.0,24862.0,25531.0,26274.0,27064.0,27365.0,27981.0,28615.0,29108.0,29580.0,30004.0,30696.0,31313.0,32048.0,32308.0,32064.0,31898.0,31593.0,31134.0,30645.0,30559.0,30317.0,29879.0,29451.0,29207.0,28853.0,28230.0,27712.0,27414.0,27087.0,26930.0,26868.0,26732.0,26904.0,26808.0,27068.0,27367.0,27738.0,28264.0,28415.0,28780.0,29289.0,29536.0,29708.0,29898.0,30144.0,30269.0,30301.0,29923.0,29891.0,29759.0,29687.0,29367.0,28842.0,28802.0,28539.0,28034.0,28018.0,27607.0,27217.0,27296.0,26995.0,26948.0,26826.0,26902.0,27095.0,27275.0,27346.0,27515.0,27632.0,27931.0,28199.0,28344.0,28546.0,28789.0,28728.0,29030.0,28895.0,28777.0,28541.0,28850.0,28753.0,28571.0,28294.0,28332.0,27997.0,27881.0,27695.0,27819.0,27151.0,27170.0,26924.0,26821.0
K,9,30613.0,30196.0,29881.0,29605.0,28420.0,27571.0,27283.0,26630.0,27804.0,25083.0,24831.0,25501.0,26247.0,27037.0,27337.0,27953.0,28588.0,29075.0,29547.0,29977.0,30665.0,31277.0,32021.0,32280.0,32026.0,31855.0,31566.0,31099.0,30612.0,30537.0,30289.0,29855.0,29421.0,29189.0,28822.0,28199.0,27686.0,27389.0,27060.0,26898.0,26836.0,26704.0,26891.0,26771.0,27050.0,27342.0,27709.0,28228.0,28388.0,28740.0,29268.0,29507.0,29677.0,29868.0,30115.0,30242.0,30259.0,29898.0,29864.0,29732.0,29647.0,29324.0,28808.0,28778.0,28516.0,28011.0,27991.0,27584.0,27195.0,27277.0,26972.0,26913.0,26795.0,26873.0,27070.0,27248.0,27319.0,27486.0,27611.0,27904.0,28173.0,28320.0,28517.0,28757.0,28710.0,28997.0,28860.0,28750.0,28515.0,28817.0,28726.0,28539.0,28267.0,28306.0,27975.0,27858.0,27663.0,27794.0,27121.0,27149.0,26910.0
