sex,alder,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033,pop_2034,pop_2035,pop_2036,pop_2037,pop_2038,pop_2039,pop_2040,pop_2041,pop_2042,pop_2043,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048,pop_2049,pop_2050,pop_2051,pop_2052,pop_2053,pop_2054,pop_2055,pop_2056,pop_2057,pop_2058,pop_2059,pop_2060,pop_2061,pop_2062,pop_2063,pop_2064,pop_2065,pop_2066,pop_2067,pop_2068,pop_2069,pop_2070,pop_2071,pop_2072,pop_2073
K,10,31377.0,30574.0,30170.0,29877.0,29601.0,28409.0,27504.0,27276.0,26594.0,27807.0,25084.0,24977.0,24910.0,25032.0,25077.0,25236.0,25248.0,25087.0,25272.0,25256.0,25189.0,25400.0,25514.0,25538.0,25576.0,25589.0,25645.0,25205.0,24967.0,24810.0,24358.0,24292.0,23875.0,23622.0,23362.0,22906.0,22431.0,22211.0,21813.0,21541.0,21277.0,21126.0,20760.0,20573.0,20491.0,20121.0,20136.0,20125.0,19920.0,20046.0,19969.0
K,11,31526.0,31353.0,30537.0,30129.0,29844.0,29576.0,28379.0,27482.0,27253.0,26571.0,27778.0,25068.0,24945.0,24886.0,25003.0,25044.0,25210.0,25222.0,25062.0,25253.0,25233.0,25161.0,25375.0,25484.0,25503.0,25543.0,25566.0,25618.0,25180.0,24943.0,24779.0,24332.0,24262.0,23852.0,23606.0,23345.0,22880.0,22411.0,22194.0,21793.0,21516.0,21254.0,21108.0,20730.0,20553.0,20479.0,20101.0,20116.0,20103.0,19897.0,20026.0
K,12,32628.0,31493.0,31314.0,30510.0,30097.0,29818.0,29550.0,28356.0,27455.0,27226.0,26547.0,27747.0,25044.0,24908.0,24867.0,24975.0,25023.0,25191.0,25191.0,25041.0,25224.0,25203.0,25137.0,25349.0,25456.0,25469.0,25517.0,25535.0,25589.0,25159.0,24916.0,24742.0,24309.0,24242.0,23834.0,23579.0,23324.0,22857.0,22390.0,22165.0,21775.0,21497.0,21226.0,21082.0,20713.0,20525.0,20455.0,20083.0,20094.0,20083.0,19874.0
K,13,33044.0,32592.0,31469.0,31285.0,30471.0,30073.0,29787.0,29528.0,28334.0,27432.0,27192.0,26512.0,27721.0,25004.0,24884.0,24841.0,24944.0,24998.0,25154.0,25166.0,25016.0,25195.0,25180.0,25122.0,25321.0,25431.0,25443.0,25493.0,25503.0,25563.0,25140.0,24887.0,24719.0,24274.0,24217.0,23812.0,23552.0,23298.0,22828.0,22360.0,22145.0,21755.0,21478.0,21204.0,21053.0,20692.0,20505.0,20436.0,20068.0,20080.0,20067.0
K,14,32594.0,33009.0,32553.0,31437.0,31254.0,30435.0,30056.0,29751.0,29492.0,28305.0,27409.0,27176.0,26485.0,27689.0,24970.0,24869.0,24821.0,24918.0,24983.0,25133.0,25139.0,24995.0,25175.0,25150.0,25102.0,25286.0,25403.0,25414.0,25469.0,25473.0,25544.0,25115.0,24868.0,24699.0,24252.0,24189.0,23789.0,23533.0,23278.0,22812.0,22336.0,22127.0,21733.0,21459.0,21178.0,21031.0,20669.0,20484.0,20412.0,20051.0,20064.0
K,15,31915.0,32576.0,32978.0,32516.0,31410.0,31223.0,30401.0,30028.0,29722.0,29466.0,28281.0,27379.0,27147.0,26460.0,27661.0,24943.0,24834.0,24795.0,24883.0,24958.0,25117.0,25110.0,24971.0,25142.0,25120.0,25078.0,25261.0,25374.0,25385.0,25446.0,25439.0,25514.0,25095.0,24848.0,24676.0,24219.0,24162.0,23769.0,23512.0,23249.0,22785.0,22305.0,22102.0,21711.0,21437.0,21152.0,21018.0,20651.0,20461.0,20390.0,20028.0
K,16,32102.0,31874.0,32545.0,32955.0,32489.0,31378.0,31178.0,30365.0,30013.0,29697.0,29441.0,28243.0,27354.0,27126.0,26429.0,27639.0,24905.0,24803.0,24770.0,24857.0,24924.0,25086.0,25085.0,24952.0,25118.0,25098.0,25059.0,25239.0,25357.0,25363.0,25415.0,25420.0,25492.0,25072.0,24829.0,24660.0,24193.0,24140.0,23739.0,23488.0,23230.0,22763.0,22282.0,22079.0,21689.0,21418.0,21137.0,20998.0,20631.0,20439.0,20371.0
K,17,31505.0,32077.0,31836.0,32512.0,32931.0,32450.0,31341.0,31150.0,30330.0,29981.0,29663.0,29409.0,28218.0,27330.0,27100.0,26405.0,27607.0,24877.0,24780.0,24744.0,24834.0,24904.0,25060.0,25059.0,24924.0,25099.0,25068.0,25033.0,25221.0,25326.0,25340.0,25385.0,25390.0,25463.0,25049.0,24802.0,24638.0,24173.0,24120.0,23714.0,23459.0,23205.0,22747.0,22262.0,22064.0,21667.0,21404.0,21107.0,20973.0,20605.0,20423.0
K,18,31573.0,31482.0,32047.0,31803.0,32483.0,32898.0,32426.0,31308.0,31115.0,30298.0,29953.0,29632.0,29383.0,28192.0,27304.0,27073.0,26381.0,27583.0,24853.0,24749.0,24716.0,24812.0,24885.0,25038.0,25038.0,24900.0,25066.0,25052.0,25002.0,25193.0,25302.0,25319.0,25356.0,25370.0,25438.0,25030.0,24775.0,24608.0,24142.0,24089.0,23686.0,23430.0,23179.0,22720.0,22227.0,22032.0,21642.0,21379.0,21088.0,20946.0,20586.0
K,19,31441.0,31544.0,31450.0,32028.0,31778.0,32451.0,32866.0,32399.0,31276.0,31079.0,30280.0,29913.0,29599.0,29343.0,28163.0,27273.0,27052.0,26351.0,27551.0,24828.0,24719.0,24695.0,24770.0,24861.0,25011.0,25015.0,24882.0,25043.0,25032.0,24976.0,25162.0,25274.0,25295.0,25330.0,25349.0,25407.0,25008.0,24745.0,24585.0,24115.0,24067.0,23664.0,23399.0,23157.0,22704.0,22204.0,22014.0,21620.0,21360.0,21059.0,20928.0
K,20,31111.0,31414.0,31513.0,31416.0,32005.0,31751.0,32408.0,32826.0,32373.0,31248.0,31043.0,30250.0,29881.0,29570.0,29314.0,28136.0,27238.0,27018.0,26324.0,27516.0,24805.0,24689.0,24672.0,24740.0,24842.0,24991.0,24990.0,24862.0,25022.0,25015.0,24949.0,25146.0,25245.0,25265.0,25297.0,25326.0,25387.0,24982.0,24714.0,24555.0,24096.0,24042.0,23644.0,23378.0,23133.0,22682.0,22181.0,21997.0,21607.0,21340.0,21038.0
K,21,31588.0,31073.0,31386.0,31484.0,31386.0,31985.0,31733.0,32376.0,32804.0,32346.0,31213.0,31011.0,30220.0,29853.0,29541.0,29280.0,28095.0,27212.0,26994.0,26304.0,27481.0,24786.0,24669.0,24652.0,24714.0,24819.0,24962.0,24968.0,24829.0,24992.0,24976.0,24923.0,25124.0,25219.0,25235.0,25268.0,25304.0,25352.0,24958.0,24683.0,24536.0,24074.0,24017.0,23619.0,23355.0,23108.0,22658.0,22165.0,21977.0,21578.0,21318.0
K,22,32878.0,31560.0,31046.0,31349.0,31458.0,31346.0,31952.0,31690.0,32338.0,32778.0,32305.0,31187.0,30981.0,30192.0,29830.0,29512.0,29257.0,28075.0,27188.0,26970.0,26274.0,27459.0,24759.0,24646.0,24628.0,24689.0,24797.0,24927.0,24943.0,24805.0,24974.0,24956.0,24893.0,25099.0,25187.0,25213.0,25248.0,25277.0,25326.0,24942.0,24659.0,24513.0,24046.0,23995.0,23598.0,23336.0,23090.0,22635.0,22146.0,21963.0,21559.0
K,23,33088.0,32843.0,31524.0,31021.0,31309.0,31418.0,31314.0,31915.0,31658.0,32304.0,32744.0,32282.0,31150.0,30951.0,30168.0,29798.0,29479.0,29229.0,28055.0,27156.0,26946.0,26246.0,27434.0,24739.0,24625.0,24599.0,24660.0,24771.0,24898.0,24914.0,24786.0,24953.0,24922.0,24868.0,25073.0,25169.0,25190.0,25223.0,25258.0,25298.0,24915.0,24636.0,24493.0,24027.0,23965.0,23575.0,23307.0,23069.0,22610.0,22130.0,21945.0
K,24,33364.0,33050.0,32813.0,31504.0,30999.0,31282.0,31384.0,31293.0,31874.0,31626.0,32274.0,32723.0,32257.0,31119.0,30916.0,30138.0,29776.0,29441.0,29193.0,28029.0,27126.0,26920.0,26220.0,27409.0,24716.0,24607.0,24577.0,24628.0,24737.0,24874.0,24890.0,24760.0,24929.0,24896.0,24848.0,25044.0,25147.0,25163.0,25191.0,25234.0,25269.0,24889.0,24608.0,24471.0,24000.0,23936.0,23552.0,23280.0,23046.0,22591.0,22107.0
K,25,34378.0,33341.0,33012.0,32790.0,31472.0,30964.0,31243.0,31347.0,31266.0,31846.0,31580.0,32238.0,32690.0,32220.0,31092.0,30889.0,30107.0,29742.0,29417.0,29160.0,27997.0,27100.0,26891.0,26194.0,27387.0,24688.0,24575.0,24553.0,24603.0,24716.0,24842.0,24873.0,24732.0,24898.0,24870.0,24823.0,25027.0,25113.0,25145.0,25169.0,25216.0,25248.0,24867.0,24583.0,24448.0,23979.0,23913.0,23532.0,23255.0,23018.0,22568.0
K,26,35747.0,34346.0,33304.0,32979.0,32750.0,31435.0,30933.0,31218.0,31316.0,31224.0,31815.0,31547.0,32211.0,32657.0,32193.0,31062.0,30857.0,30090.0,29712.0,29383.0,29128.0,27975.0,27068.0,26865.0,26171.0,27360.0,24652.0,24560.0,24534.0,24581.0,24698.0,24815.0,24844.0,24716.0,24883.0,24853.0,24803.0,25003.0,25086.0,25103.0,25147.0,25184.0,25216.0,24840.0,24572.0,24415.0,23955.0,23891.0,23504.0,23235.0,22998.0
K,27,35920.0,35713.0,34308.0,33274.0,32939.0,32712.0,31397.0,30907.0,31188.0,31290.0,31200.0,31779.0,31508.0,32174.0,32624.0,32159.0,31026.0,30819.0,30054.0,29684.0,29353.0,29108.0,27953.0,27036.0,26843.0,26138.0,27335.0,24625.0,24537.0,24506.0,24562.0,24675.0,24793.0,24824.0,24695.0,24859.0,24826.0,24779.0,24985.0,25060.0,25079.0,25114.0,25159.0,25189.0,24819.0,24540.0,24393.0,23930.0,23870.0,23480.0,23215.0
K,28,36385.0,35889.0,35673.0,34275.0,33245.0,32904.0,32676.0,31370.0,30876.0,31153.0,31266.0,31164.0,31760.0,31475.0,32144.0,32585.0,32125.0,30982.0,30782.0,30024.0,29649.0,29327.0,29079.0,27933.0,27013.0,26817.0,26114.0,27304.0,24595.0,24515.0,24473.0,24540.0,24643.0,24765.0,24805.0,24672.0,24846.0,24805.0,24749.0,24964.0,25040.0,25054.0,25091.0,25133.0,25157.0,24780.0,24516.0,24368.0,23909.0,23844.0,23459.0
K,29,36994.0,36353.0,35846.0,35640.0,34235.0,33206.0,32876.0,32635.0,31340.0,30834.0,31123.0,31240.0,31139.0,31722.0,31439.0,32110.0,32555.0,32094.0,30948.0,30734.0,29991.0,29616.0,29290.0,29054.0,27901.0,26983.0,26788.0,26084.0,27275.0,24574.0,24492.0,24443.0,24516.0,24606.0,24736.0,24778.0,24646.0,24816.0,24781.0,24726.0,24935.0,25023.0,25030.0,25072.0,25095.0,25123.0,24749.0,24498.0,24339.0,23890.0,23821.0
K,30,37694.0,36954.0,36323.0,35811.0,35604.0,34196.0,33169.0,32843.0,32607.0,31309.0,30799.0,31084.0,31214.0,31104.0,31695.0,31395.0,32085.0,32516.0,32062.0,30913.0,30703.0,29961.0,29599.0,29258.0,29029.0,27874.0,26947.0,26760.0,26063.0,27240.0,24546.0,24469.0,24421.0,24484.0,24584.0,24716.0,24758.0,24620.0,24792.0,24760.0,24706.0,24910.0,25000.0,25001.0,25047.0,25074.0,25095.0,24726.0,24465.0,24314.0,23862.0
K,31,38587.0,37656.0,36906.0,36283.0,35781.0,35581.0,34160.0,33128.0,32809.0,32570.0,31278.0,30771.0,31050.0,31172.0,31066.0,31665.0,31360.0,32059.0,32490.0,32030.0,30894.0,30667.0,29924.0,29574.0,29229.0,29000.0,27851.0,26920.0,26734.0,26035.0,27214.0,24511.0,24448.0,24390.0,24451.0,24563.0,24683.0,24735.0,24603.0,24760.0,24742.0,24687.0,24887.0,24973.0,24978.0,25021.0,25050.0,25073.0,24703.0,24448.0,24283.0
K,32,39395.0,38548.0,37621.0,36870.0,36248.0,35753.0,35546.0,34127.0,33101.0,32786.0,32535.0,31245.0,30721.0,31026.0,31145.0,31034.0,31630.0,31324.0,32023.0,32449.0,31991.0,30871.0,30639.0,29898.0,29545.0,29190.0,28966.0,27822.0,26889.0,26702.0,26012.0,27186.0,24493.0,24416.0,24365.0,24421.0,24545.0,24653.0,24714.0,24580.0,24736.0,24711.0,24663.0,24866.0,24951.0,24952.0,24997.0,25031.0,25043.0,24674.0,24425.0
K,33,38889.0,39369.0,38500.0,37584.0,36828.0,36209.0,35717.0,35507.0,34089.0,33070.0,32756.0,32504.0,31217.0,30690.0,31000.0,31122.0,31009.0,31594.0,31300.0,31987.0,32420.0,31965.0,30841.0,30612.0,29868.0,29512.0,29172.0,28939.0,27790.0,26866.0,26676.0,25988.0,27164.0,24472.0,24390.0,24343.0,24398.0,24531.0,24632.0,24691.0,24557.0,24705.0,24677.0,24648.0,24836.0,24920.0,24931.0,24986.0,25005.0,25023.0,24658.0
K,34,38601.0,38846.0,39336.0,38463.0,37544.0,36790.0,36174.0,35691.0,35469.0,34056.0,33016.0,32726.0,32465.0,31199.0,30663.0,30960.0,31091.0,30979.0,31561.0,31276.0,31958.0,32390.0,31934.0,30820.0,30572.0,29832.0,29481.0,29140.0,28916.0,27752.0,26845.0,26645.0,25958.0,27143.0,24447.0,24356.0,24325.0,24376.0,24504.0,24616.0,24665.0,24530.0,24686.0,24661.0,24632.0,24820.0,24893.0,24901.0,24958.0,24983.0,25001.0
K,35,37403.0,38550.0,38810.0,39300.0,38429.0,37508.0,36758.0,36136.0,35660.0,35437.0,34013.0,32985.0,32696.0,32440.0,31165.0,30636.0,30923.0,31060.0,30946.0,31532.0,31250.0,31928.0,32357.0,31905.0,30782.0,30548.0,29808.0,29446.0,29107.0,28881.0,27718.0,26820.0,26615.0,25933.0,27115.0,24425.0,24336.0,24312.0,24352.0,24476.0,24589.0,24642.0,24500.0,24655.0,24638.0,24599.0,24796.0,24865.0,24875.0,24933.0,24961.0
K,36,36743.0,37364.0,38514.0,38772.0,39256.0,38391.0,37478.0,36727.0,36102.0,35626.0,35412.0,33981.0,32954.0,32663.0,32411.0,31146.0,30599.0,30899.0,31028.0,30905.0,31505.0,31214.0,31904.0,32330.0,31884.0,30746.0,30522.0,29775.0,29414.0,29073.0,28848.0,27691.0,26795.0,26596.0,25907.0,27087.0,24389.0,24308.0,24290.0,24327.0,24454.0,24566.0,24617.0,24471.0,24632.0,24616.0,24570.0,24770.0,24840.0,24856.0,24909.0
K,37,36160.0,36702.0,37325.0,38476.0,38739.0,39219.0,38335.0,37430.0,36690.0,36066.0,35584.0,35380.0,33947.0,32932.0,32629.0,32378.0,31120.0,30569.0,30864.0,31006.0,30884.0,31466.0,31187.0,31881.0,32294.0,31855.0,30719.0,30500.0,29752.0,29383.0,29051.0,28824.0,27668.0,26765.0,26569.0,25890.0,27060.0,24368.0,24278.0,24270.0,24311.0,24432.0,24540.0,24595.0,24446.0,24609.0,24592.0,24546.0,24749.0,24818.0,24824.0
K,38,35848.0,36120.0,36657.0,37297.0,38439.0,38702.0,39187.0,38302.0,37395.0,36649.0,36019.0,35549.0,35339.0,33908.0,32898.0,32590.0,32334.0,31093.0,30525.0,30839.0,30973.0,30852.0,31438.0,31156.0,31850.0,32260.0,31826.0,30691.0,30450.0,29716.0,29342.0,29015.0,28797.0,27636.0,26738.0,26545.0,25862.0,27032.0,24351.0,24256.0,24252.0,24295.0,24405.0,24513.0,24572.0,24421.0,24589.0,24557.0,24513.0,24732.0,24795.0
K,39,35243.0,35812.0,36094.0,36617.0,37266.0,38394.0,38670.0,39142.0,38271.0,37356.0,36613.0,35976.0,35512.0,35304.0,33886.0,32873.0,32552.0,32303.0,31056.0,30497.0,30803.0,30937.0,30832.0,31406.0,31128.0,31824.0,32230.0,31797.0,30662.0,30427.0,29692.0,29307.0,28979.0,28779.0,27614.0,26710.0,26520.0,25841.0,27006.0,24336.0,24238.0,24237.0,24270.0,24384.0,24487.0,24551.0,24397.0,24564.0,24531.0,24482.0,24710.0
K,40,35525.0,35207.0,35781.0,36057.0,36584.0,37224.0,38366.0,38635.0,39104.0,38236.0,37304.0,36573.0,35930.0,35482.0,35274.0,33849.0,32836.0,32519.0,32275.0,31022.0,30461.0,30766.0,30905.0,30802.0,31371.0,31101.0,31787.0,32203.0,31774.0,30642.0,30393.0,29662.0,29280.0,28950.0,28750.0,27587.0,26691.0,26498.0,25818.0,26976.0,24310.0,24222.0,24220.0,24244.0,24361.0,24458.0,24521.0,24376.0,24535.0,24510.0,24461.0
K,41,34990.0,35490.0,35171.0,35747.0,36030.0,36550.0,37195.0,38322.0,38602.0,39057.0,38200.0,37267.0,36529.0,35889.0,35452.0,35241.0,33819.0,32806.0,32479.0,32246.0,30981.0,30435.0,30734.0,30874.0,30766.0,31341.0,31075.0,31756.0,32164.0,31742.0,30608.0,30359.0,29629.0,29242.0,28914.0,28715.0,27567.0,26664.0,26475.0,25796.0,26952.0,24288.0,24202.0,24189.0,24221.0,24340.0,24441.0,24496.0,24363.0,24510.0,24479.0
K,42,35089.0,34950.0,35453.0,35132.0,35715.0,35999.0,36513.0,37155.0,38285.0,38563.0,39010.0,38165.0,37234.0,36492.0,35856.0,35414.0,35208.0,33791.0,32777.0,32449.0,32216.0,30946.0,30412.0,30712.0,30834.0,30740.0,31304.0,31045.0,31727.0,32130.0,31713.0,30579.0,30332.0,29592.0,29215.0,28892.0,28691.0,27542.0,26645.0,26445.0,25776.0,26931.0,24265.0,24179.0,24169.0,24196.0,24321.0,24419.0,24468.0,24338.0,24482.0
K,43,34563.0,35048.0,34917.0,35420.0,35101.0,35683.0,35952.0,36470.0,37113.0,38244.0,38516.0,38969.0,38136.0,37202.0,36442.0,35812.0,35381.0,35165.0,33761.0,32736.0,32420.0,32182.0,30915.0,30373.0,30686.0,30803.0,30710.0,31273.0,31021.0,31679.0,32102.0,31685.0,30563.0,30309.0,29557.0,29194.0,28855.0,28667.0,27523.0,26614.0,26428.0,25746.0,26898.0,24239.0,24151.0,24143.0,24175.0,24307.0,24396.0,24448.0,24320.0
K,44,34236.0,34530.0,35013.0,34864.0,35386.0,35068.0,35640.0,35926.0,36429.0,37073.0,38214.0,38478.0,38930.0,38097.0,37164.0,36402.0,35766.0,35345.0,35135.0,33735.0,32717.0,32388.0,32144.0,30878.0,30345.0,30655.0,30767.0,30686.0,31239.0,30986.0,31649.0,32069.0,31651.0,30535.0,30284.0,29532.0,29164.0,28825.0,28644.0,27496.0,26587.0,26404.0,25721.0,26874.0,24213.0,24124.0,24116.0,24156.0,24286.0,24373.0,24433.0
K,45,33520.0,34202.0,34487.0,34974.0,34835.0,35350.0,35032.0,35609.0,35896.0,36397.0,37024.0,38178.0,38441.0,38890.0,38055.0,37128.0,36361.0,35728.0,35315.0,35104.0,33689.0,32693.0,32358.0,32102.0,30845.0,30313.0,30622.0,30729.0,30658.0,31204.0,30956.0,31620.0,32036.0,31611.0,30497.0,30244.0,29498.0,29139.0,28797.0,28620.0,27470.0,26559.0,26373.0,25704.0,26846.0,24183.0,24107.0,24095.0,24134.0,24255.0,24359.0
K,46,34033.0,33480.0,34165.0,34450.0,34936.0,34793.0,35313.0,34996.0,35571.0,35857.0,36363.0,36993.0,38139.0,38399.0,38855.0,38020.0,37090.0,36322.0,35696.0,35276.0,35072.0,33661.0,32656.0,32318.0,32078.0,30814.0,30285.0,30593.0,30695.0,30624.0,31173.0,30932.0,31579.0,31997.0,31579.0,30471.0,30217.0,29472.0,29105.0,28769.0,28598.0,27434.0,26531.0,26356.0,25680.0,26815.0,24157.0,24088.0,24065.0,24107.0,24228.0
K,47,35177.0,34003.0,33449.0,34126.0,34426.0,34896.0,34754.0,35272.0,34963.0,35532.0,35830.0,36325.0,36946.0,38102.0,38354.0,38810.0,37979.0,37059.0,36283.0,35656.0,35234.0,35038.0,33617.0,32610.0,32278.0,32040.0,30786.0,30261.0,30562.0,30671.0,30590.0,31135.0,30901.0,31546.0,31965.0,31546.0,30444.0,30193.0,29430.0,29075.0,28745.0,28560.0,27411.0,26500.0,26334.0,25661.0,26794.0,24132.0,24062.0,24035.0,24075.0
K,48,36600.0,35139.0,33960.0,33416.0,34094.0,34392.0,34867.0,34725.0,35235.0,34923.0,35499.0,35796.0,36296.0,36899.0,38067.0,38321.0,38768.0,37942.0,37022.0,36246.0,35625.0,35198.0,35003.0,33585.0,32580.0,32248.0,32008.0,30765.0,30235.0,30539.0,30646.0,30565.0,31112.0,30866.0,31513.0,31938.0,31517.0,30422.0,30166.0,29401.0,29047.0,28719.0,28533.0,27380.0,26477.0,26307.0,25635.0,26767.0,24104.0,24037.0,24017.0
K,49,36215.0,36555.0,35105.0,33938.0,33379.0,34061.0,34359.0,34827.0,34683.0,35203.0,34885.0,35459.0,35756.0,36256.0,36868.0,38025.0,38294.0,38719.0,37896.0,36980.0,36205.0,35591.0,35169.0,34965.0,33551.0,32547.0,32218.0,31986.0,30725.0,30210.0,30503.0,30619.0,30530.0,31080.0,30834.0,31487.0,31904.0,31482.0,30395.0,30141.0,29373.0,29010.0,28688.0,28507.0,27354.0,26449.0,26277.0,25614.0,26731.0,24088.0,24019.0
K,50,37446.0,36185.0,36526.0,35072.0,33896.0,33347.0,34031.0,34331.0,34783.0,34644.0,35180.0,34846.0,35429.0,35716.0,36217.0,36838.0,37986.0,38257.0,38688.0,37857.0,36941.0,36167.0,35555.0,35139.0,34926.0,33527.0,32521.0,32177.0,31954.0,30704.0,30183.0,30476.0,30585.0,30499.0,31049.0,30807.0,31455.0,31872.0,31447.0,30370.0,30107.0,29347.0,28984.0,28661.0,28489.0,27327.0,26415.0,26248.0,25590.0,26703.0,24063.0
