sex,alder,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033,pop_2034,pop_2035,pop_2036,pop_2037,pop_2038,pop_2039,pop_2040,pop_2041,pop_2042,pop_2043,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048,pop_2049,pop_2050,pop_2051,pop_2052,pop_2053,pop_2054,pop_2055,pop_2056,pop_2057,pop_2058,pop_2059,pop_2060,pop_2061,pop_2062,pop_2063
K,64,30683.0,30734.0,30791.0,31147.0,31552.0,32609.0,33593.0,34154.0,34748.0,35399.0,36327.0,36760.0,36165.0,36666.0,36545.0,35381.0,35776.0,34420.0,33297.0,32820.0,33530.0,33901.0,34382.0,34333.0,34939.0,34656.0,35316.0,35653.0,36230.0,36872.0,38129.0,38479.0,38944.0,38144.0,37283.0,36654.0,36044.0,35597.0,35441.0,34081.0,33087.0
K,65,29874.0,30461.0,30523.0,30541.0,30882.0,31306.0,32384.0,33331.0,33903.0,34532.0,35201.0,36120.0,36563.0,35967.0,36492.0,36404.0,35237.0,35652.0,34295.0,33181.0,32727.0,33436.0,33817.0,34299.0,34264.0,34885.0,34603.0,35263.0,35608.0,36191.0,36826.0,38077.0,38438.0,38889.0,38099.0,37239.0,36617.0,36000.0,35568.0,35402.0,34047.0
K,66,30085.0,29643.0,30208.0,30290.0,30249.0,30649.0,31079.0,32141.0,33119.0,33670.0,34328.0,34977.0,35952.0,36366.0,35798.0,36322.0,36255.0,35096.0,35546.0,34173.0,33068.0,32639.0,33358.0,33745.0,34240.0,34209.0,34820.0,34548.0,35214.0,35560.0,36146.0,36797.0,38030.0,38404.0,38848.0,38068.0,37194.0,36567.0,35958.0,35534.0,35372.0
K,67,29117.0,29866.0,29421.0,30008.0,30024.0,30010.0,30427.0,30836.0,31906.0,32902.0,33467.0,34149.0,34780.0,35760.0,36206.0,35644.0,36190.0,36123.0,34972.0,35435.0,34084.0,32982.0,32548.0,33288.0,33673.0,34178.0,34170.0,34778.0,34506.0,35163.0,35514.0,36106.0,36754.0,37993.0,38352.0,38802.0,38022.0,37150.0,36521.0,35914.0,35506.0
K,68,28485.0,28917.0,29654.0,29189.0,29781.0,29814.0,29820.0,30213.0,30612.0,31704.0,32690.0,33269.0,33963.0,34583.0,35587.0,36053.0,35493.0,36065.0,35994.0,34861.0,35314.0,33987.0,32908.0,32472.0,33202.0,33612.0,34126.0,34108.0,34729.0,34454.0,35132.0,35478.0,36067.0,36717.0,37947.0,38315.0,38770.0,37995.0,37112.0,36479.0,35873.0
K,69,27981.0,28267.0,28706.0,29406.0,28994.0,29558.0,29588.0,29620.0,30040.0,30406.0,31523.0,32512.0,33084.0,33809.0,34427.0,35457.0,35877.0,35358.0,35938.0,35866.0,34776.0,35220.0,33905.0,32846.0,32413.0,33162.0,33558.0,34082.0,34058.0,34689.0,34412.0,35092.0,35441.0,36022.0,36664.0,37903.0,38278.0,38721.0,37960.0,37082.0,36443.0
K,70,27198.0,27539.0,27856.0,28234.0,28947.0,28578.0,29109.0,29175.0,29231.0,29681.0,30015.0,31162.0,32148.0,32699.0,33506.0,34116.0,35179.0,35632.0,35140.0,35697.0,35656.0,34584.0,35043.0,33755.0,32706.0,32302.0,33069.0,33475.0,34005.0,33984.0,34616.0,34324.0,35025.0,35353.0,35955.0,36596.0,37834.0,38186.0,38646.0,37888.0,37007.0
K,71,25526.0,26783.0,27114.0,27427.0,27856.0,28522.0,28152.0,28726.0,28821.0,28869.0,29312.0,29673.0,30810.0,31854.0,32387.0,33217.0,33854.0,34929.0,35400.0,34900.0,35503.0,35466.0,34424.0,34880.0,33609.0,32581.0,32204.0,33001.0,33390.0,33931.0,33911.0,34530.0,34253.0,34939.0,35269.0,35888.0,36504.0,37761.0,38102.0,38573.0,37809.0
K,72,25882.0,25105.0,26363.0,26694.0,26993.0,27433.0,28119.0,27772.0,28350.0,28464.0,28522.0,28980.0,29349.0,30510.0,31570.0,32154.0,32968.0,33605.0,34673.0,35181.0,34713.0,35325.0,35299.0,34257.0,34734.0,33513.0,32487.0,32118.0,32908.0,33324.0,33858.0,33832.0,34431.0,34176.0,34872.0,35197.0,35813.0,36430.0,37680.0,38012.0,38478.0
K,73,25567.0,25499.0,24702.0,25960.0,26313.0,26588.0,27079.0,27757.0,27406.0,28015.0,28119.0,28192.0,28664.0,29054.0,30257.0,31302.0,31919.0,32729.0,33384.0,34459.0,34987.0,34533.0,35158.0,35145.0,34113.0,34628.0,33410.0,32406.0,32043.0,32830.0,33241.0,33759.0,33750.0,34353.0,34097.0,34810.0,35118.0,35737.0,36353.0,37615.0,37934.0
K,74,25427.0,25194.0,25094.0,24309.0,25570.0,25947.0,26202.0,26744.0,27368.0,27048.0,27648.0,27807.0,27874.0,28356.0,28793.0,29993.0,31076.0,31693.0,32521.0,33188.0,34250.0,34808.0,34374.0,35024.0,35024.0,33988.0,34534.0,33329.0,32325.0,31983.0,32755.0,33161.0,33691.0,33677.0,34284.0,34020.0,34738.0,35044.0,35660.0,36264.0,37533.0
K,75,25805.0,24722.0,24452.0,24346.0,23629.0,24819.0,25269.0,25543.0,26081.0,26740.0,26429.0,27073.0,27276.0,27368.0,27856.0,28357.0,29563.0,30683.0,31294.0,32152.0,32812.0,33939.0,34495.0,34112.0,34767.0,34803.0,33813.0,34376.0,33192.0,32169.0,31834.0,32621.0,33022.0,33557.0,33528.0,34129.0,33903.0,34594.0,34911.0,35534.0,36132.0
K,76,26208.0,25077.0,23965.0,23756.0,23642.0,22941.0,24127.0,24621.0,24939.0,25455.0,26185.0,25896.0,26521.0,26788.0,26912.0,27431.0,27973.0,29182.0,30287.0,30960.0,31802.0,32494.0,33626.0,34206.0,33870.0,34536.0,34643.0,33665.0,34237.0,33047.0,32026.0,31706.0,32480.0,32872.0,33435.0,33385.0,33995.0,33790.0,34463.0,34778.0,35404.0
K,77,23006.0,25467.0,24360.0,23256.0,23115.0,22999.0,22368.0,23500.0,24045.0,24351.0,24885.0,25598.0,25360.0,26029.0,26329.0,26513.0,27050.0,27602.0,28817.0,29899.0,30610.0,31479.0,32209.0,33348.0,33960.0,33652.0,34350.0,34485.0,33494.0,34076.0,32889.0,31875.0,31555.0,32352.0,32754.0,33317.0,33274.0,33871.0,33658.0,34353.0,34684.0
K,78,21550.0,22387.0,24680.0,23636.0,22587.0,22444.0,22352.0,21794.0,22961.0,23504.0,23785.0,24311.0,25128.0,24901.0,25585.0,25918.0,26136.0,26688.0,27267.0,28470.0,29587.0,30282.0,31187.0,31930.0,33114.0,33739.0,33459.0,34202.0,34324.0,33370.0,33915.0,32730.0,31736.0,31421.0,32216.0,32620.0,33192.0,33133.0,33736.0,33528.0,34232.0
K,79,18625.0,20973.0,21738.0,23988.0,22993.0,21969.0,21891.0,21783.0,21260.0,22450.0,22985.0,23292.0,23850.0,24680.0,24513.0,25203.0,25572.0,25796.0,26340.0,26980.0,28162.0,29318.0,30006.0,30923.0,31730.0,32905.0,33554.0,33298.0,34016.0,34145.0,33210.0,33785.0,32596.0,31596.0,31292.0,32087.0,32504.0,33069.0,33006.0,33615.0,33409.0
K,80,16927.0,17795.0,19981.0,20717.0,22826.0,21930.0,20955.0,20999.0,20917.0,20414.0,21524.0,22123.0,22546.0,23107.0,23948.0,23926.0,24559.0,24986.0,25265.0,25887.0,26465.0,27682.0,28866.0,29539.0,30558.0,31403.0,32568.0,33310.0,33072.0,33738.0,33890.0,32961.0,33554.0,32393.0,31388.0,31074.0,31854.0,32283.0,32866.0,32778.0,33418.0
K,81,14386.0,16155.0,16985.0,19050.0,19774.0,21802.0,20937.0,20079.0,20147.0,20047.0,19647.0,20729.0,21375.0,21810.0,22395.0,23356.0,23373.0,23998.0,24411.0,24766.0,25384.0,26024.0,27268.0,28466.0,29210.0,30222.0,31107.0,32272.0,33054.0,32854.0,33495.0,33630.0,32726.0,33296.0,32168.0,31184.0,30852.0,31627.0,32094.0,32666.0,32595.0
K,82,14292.0,13685.0,15364.0,16178.0,18126.0,18920.0,20833.0,20004.0,19265.0,19425.0,19304.0,18964.0,20057.0,20744.0,21176.0,21791.0,22795.0,22878.0,23491.0,23955.0,24323.0,24990.0,25642.0,26903.0,28138.0,28904.0,29959.0,30864.0,32051.0,32804.0,32611.0,33274.0,33397.0,32493.0,33087.0,31980.0,30985.0,30646.0,31441.0,31889.0,32475.0
K,83,13203.0,13630.0,13014.0,14610.0,15378.0,17282.0,18061.0,19953.0,19154.0,18504.0,18698.0,18679.0,18315.0,19470.0,20168.0,20657.0,21299.0,22269.0,22408.0,23046.0,23512.0,23921.0,24603.0,25261.0,26574.0,27832.0,28653.0,29696.0,30631.0,31806.0,32565.0,32368.0,33055.0,33169.0,32274.0,32874.0,31775.0,30783.0,30457.0,31206.0,31691.0
K,84,12100.0,12582.0,12944.0,12377.0,13923.0,14746.0,16516.0,17322.0,19105.0,18354.0,17805.0,18029.0,18083.0,17715.0,18924.0,19678.0,20135.0,20832.0,21824.0,21978.0,22635.0,23129.0,23564.0,24281.0,24943.0,26267.0,27581.0,28409.0,29479.0,30408.0,31589.0,32334.0,32149.0,32808.0,32937.0,32057.0,32639.0,31574.0,30594.0,30260.0,31022.0
K,85,10731.0,11294.0,11780.0,12063.0,11457.0,12987.0,13789.0,15479.0,16337.0,18014.0,17358.0,16928.0,17165.0,17277.0,16972.0,18187.0,19030.0,19506.0,20173.0,21229.0,21404.0,22030.0,22636.0,23087.0,23843.0,24594.0,25923.0,27236.0,28122.0,29163.0,30046.0,31239.0,32024.0,31835.0,32481.0,32624.0,31772.0,32336.0,31256.0,30325.0,29995.0
K,86,9731.0,9997.0,10532.0,10999.0,11250.0,10663.0,12174.0,12892.0,14574.0,15351.0,17079.0,16432.0,16062.0,16439.0,16525.0,16336.0,17597.0,18420.0,18932.0,19579.0,20646.0,20878.0,21498.0,22195.0,22664.0,23502.0,24264.0,25643.0,26902.0,27802.0,28864.0,29711.0,30926.0,31702.0,31544.0,32152.0,32294.0,31499.0,32025.0,30940.0,30026.0
K,87,8566.0,9076.0,9291.0,9815.0,10282.0,10514.0,9996.0,11402.0,12141.0,13757.0,14503.0,16200.0,15682.0,15335.0,15756.0,15889.0,15785.0,17052.0,17882.0,18393.0,19061.0,20159.0,20423.0,21061.0,21804.0,22290.0,23190.0,23979.0,25334.0,26601.0,27512.0,28580.0,29417.0,30648.0,31369.0,31248.0,31825.0,31985.0,31197.0,31725.0,30651.0
K,88,7676.0,7963.0,8454.0,8630.0,9148.0,9605.0,9784.0,9382.0,10745.0,11457.0,13008.0,13797.0,15387.0,14977.0,14662.0,15137.0,15340.0,15282.0,16521.0,17394.0,17886.0,18612.0,19718.0,20003.0,20679.0,21465.0,21987.0,22904.0,23718.0,25044.0,26328.0,27204.0,28267.0,29106.0,30345.0,31068.0,30942.0,31508.0,31709.0,30871.0,31433.0
K,89,6899.0,7184.0,7404.0,7889.0,8054.0,8578.0,8972.0,9190.0,8818.0,10113.0,10884.0,12331.0,13113.0,14707.0,14350.0,14091.0,14609.0,14851.0,14857.0,16067.0,16929.0,17432.0,18189.0,19302.0,19642.0,20372.0,21158.0,21737.0,22616.0,23434.0,24769.0,26053.0,26953.0,27993.0,28825.0,30050.0,30754.0,30639.0,31210.0,31439.0,30569.0
K,90,6430.0,6298.0,6584.0,6741.0,7187.0,7368.0,7887.0,8266.0,8501.0,8204.0,9431.0,10169.0,11598.0,12336.0,13902.0,13633.0,13469.0,13974.0,14273.0,14290.0,15574.0,16370.0,16941.0,17759.0,18839.0,19204.0,20016.0,20848.0,21418.0,22283.0,23117.0,24433.0,25683.0,26631.0,27617.0,28474.0,29704.0,30382.0,30293.0,30824.0,31056.0
K,91,5648.0,4431.0,4281.0,4489.0,4610.0,4950.0,5083.0,5404.0,5724.0,5910.0,5712.0,6687.0,7216.0,8211.0,8844.0,9979.0,9832.0,9695.0,10095.0,10332.0,10368.0,11332.0,11955.0,12403.0,13003.0,13807.0,14109.0,14724.0,15293.0,15705.0,16412.0,17117.0,18035.0,18872.0,19648.0,20414.0,21104.0,22000.0,22603.0,22537.0,22910.0
K,92,4751.0,3932.0,3020.0,2938.0,3121.0,3210.0,3394.0,3497.0,3774.0,3986.0,4084.0,4012.0,4716.0,5102.0,5784.0,6238.0,7121.0,7070.0,7032.0,7322.0,7426.0,7511.0,8217.0,8703.0,9085.0,9423.0,10145.0,10420.0,10943.0,11318.0,11596.0,12035.0,12578.0,13345.0,14001.0,14520.0,15041.0,15502.0,16233.0,16717.0,16635.0
K,93,3747.0,3246.0,2714.0,2085.0,1999.0,2137.0,2197.0,2366.0,2438.0,2571.0,2755.0,2819.0,2860.0,3325.0,3629.0,4054.0,4342.0,5089.0,5057.0,5142.0,5279.0,5331.0,5443.0,6032.0,6430.0,6759.0,6982.0,7533.0,7735.0,8063.0,8353.0,8571.0,8894.0,9320.0,9862.0,10415.0,10888.0,11200.0,11553.0,12075.0,12402.0
K,94,3013.0,2566.0,2210.0,1846.0,1416.0,1390.0,1523.0,1497.0,1608.0,1727.0,1802.0,1933.0,1977.0,2087.0,2345.0,2635.0,2868.0,3112.0,3657.0,3618.0,3688.0,3831.0,3889.0,3992.0,4428.0,4709.0,4920.0,5127.0,5496.0,5771.0,6017.0,6109.0,6250.0,6597.0,6921.0,7302.0,7765.0,8107.0,8311.0,8573.0,8894.0
K,95,2297.0,2037.0,1727.0,1512.0,1246.0,953.0,962.0,1019.0,1034.0,1119.0,1212.0,1266.0,1343.0,1385.0,1449.0,1658.0,1887.0,2053.0,2280.0,2655.0,2659.0,2670.0,2819.0,2891.0,2953.0,3308.0,3489.0,3649.0,3800.0,4082.0,4239.0,4411.0,4482.0,4615.0,4837.0,5111.0,5287.0,5693.0,5907.0,6112.0,6268.0
K,96,1797.0,1578.0,1374.0,1151.0,1026.0,848.0,655.0,653.0,682.0,720.0,772.0,837.0,886.0,915.0,971.0,1011.0,1163.0,1325.0,1434.0,1636.0,1920.0,1934.0,1923.0,2093.0,2111.0,2173.0,2405.0,2567.0,2747.0,2781.0,2978.0,3105.0,3239.0,3257.0,3379.0,3490.0,3745.0,3931.0,4172.0,4366.0,4487.0
K,97,1313.0,1215.0,1075.0,893.0,778.0,682.0,589.0,441.0,454.0,454.0,487.0,531.0,579.0,646.0,661.0,676.0,691.0,833.0,964.0,1020.0,1168.0,1432.0,1448.0,1401.0,1551.0,1535.0,1542.0,1773.0,1879.0,2002.0,2058.0,2206.0,2286.0,2406.0,2398.0,2490.0,2618.0,2764.0,2904.0,3112.0,3250.0
K,98,991.0,889.0,822.0,706.0,594.0,509.0,468.0,409.0,307.0,297.0,312.0,335.0,374.0,397.0,433.0,495.0,476.0,482.0,592.0,695.0,736.0,870.0,1043.0,1070.0,1007.0,1093.0,1111.0,1159.0,1300.0,1384.0,1494.0,1529.0,1629.0,1685.0,1765.0,1794.0,1848.0,1976.0,2053.0,2152.0,2314.0
K,99,597.0,668.0,604.0,540.0,462.0,408.0,322.0,302.0,290.0,221.0,202.0,218.0,232.0,259.0,267.0,304.0,357.0,343.0,358.0,433.0,502.0,523.0,637.0,763.0,790.0,754.0,823.0,825.0,854.0,956.0,1027.0,1111.0,1123.0,1199.0,1238.0,1296.0,1266.0,1351.0,1450.0,1519.0,1590.0
K,100,423.0,364.0,439.0,400.0,353.0,321.0,277.0,215.0,203.0,206.0,148.0,142.0,151.0,165.0,172.0,198.0,211.0,253.0,241.0,248.0,323.0,364.0,394.0,464.0,558.0,571.0,549.0,612.0,603.0,625.0,719.0,743.0,829.0,841.0,896.0,933.0,967.0,951.0,1006.0,1093.0,1135.0
K,101,256.0,135.0,107.0,143.0,132.0,126.0,111.0,94.0,70.0,69.0,65.0,46.0,46.0,51.0,48.0,59.0,67.0,76.0,96.0,96.0,93.0,115.0,130.0,146.0,159.0,202.0,215.0,199.0,228.0,216.0,225.0,260.0,284.0,322.0,333.0,356.0,358.0,364.0,367.0,363.0,378.0
K,102,164.0,81.0,58.0,48.0,65.0,47.0,47.0,40.0,31.0,28.0,26.0,22.0,15.0,18.0,23.0,18.0,18.0,23.0,20.0,28.0,37.0,41.0,41.0,44.0,62.0,64.0,77.0,85.0,77.0,90.0,77.0,83.0,95.0,113.0,129.0,122.0,130.0,133.0,133.0,143.0,145.0
K,103,82.0,66.0,29.0,23.0,9.0,18.0,16.0,11.0,14.0,14.0,12.0,14.0,10.0,7.0,4.0,10.0,5.0,5.0,9.0,8.0,7.0,10.0,20.0,13.0,18.0,22.0,24.0,33.0,38.0,31.0,39.0,33.0,28.0,35.0,35.0,40.0,48.0,52.0,48.0,41.0,54.0
K,104,39.0,30.0,27.0,7.0,9.0,3.0,6.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,9.0,5.0,11.0,8.0,11.0,13.0,20.0,13.0,17.0,13.0,9.0,14.0,11.0,18.0,24.0,25.0,26.0,15.0
K,105,76.0,20.0,3.0,11.0,2.0,4.0,1.0,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,2.0,1.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,6.0,8.0,10.0,7.0
K,106,,25.0,5.0,1.0,3.0,,2.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,3.0,5.0
K,107,,,6.0,2.0,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,
K,108,,,,2.0,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,
K,109,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
M,0,26681.0,26885.0,26585.0,26245.0,26168.0,25920.0,25624.0,25134.0,24869.0,24711.0,24433.0,24257.0,23980.0,23949.0,23787.0,23704.0,23778.0,23570.0,23422.0,23205.0,23231.0,22733.0,22684.0,22314.0,21838.0,21749.0,21616.0,20991.0,20808.0,20658.0,20480.0,19968.0,19739.0,19784.0,19685.0,19240.0,19157.0,18801.0,18956.0,18518.0,18426.0
M,1,29378.0,26681.0,26880.0,26581.0,26238.0,26165.0,25917.0,25622.0,25130.0,24866.0,24703.0,24428.0,24255.0,23975.0,23949.0,23785.0,23702.0,23775.0,23569.0,23421.0,23205.0,23231.0,22733.0,22683.0,22314.0,21837.0,21748.0,21616.0,20991.0,20806.0,20658.0,20480.0,19968.0,19739.0,19784.0,19685.0,19240.0,19156.0,18800.0,18956.0,18518.0
M,2,27958.0,29370.0,26675.0,26876.0,26580.0,26235.0,26163.0,25914.0,25618.0,25128.0,24860.0,24701.0,24425.0,24251.0,23971.0,23948.0,23784.0,23700.0,23771.0,23567.0,23420.0,23204.0,23230.0,22733.0,22682.0,22313.0,21837.0,21748.0,21614.0,20991.0,20806.0,20657.0,20479.0,19968.0,19737.0,19783.0,19685.0,19239.0,19156.0,18800.0,18955.0
M,3,28989.0,27955.0,29366.0,26670.0,26868.0,26576.0,26234.0,26158.0,25909.0,25615.0,25124.0,24859.0,24698.0,24423.0,24250.0,23971.0,23946.0,23783.0,23700.0,23771.0,23567.0,23420.0,23204.0,23230.0,22733.0,22681.0,22312.0,21836.0,21746.0,21613.0,20991.0,20806.0,20657.0,20478.0,19968.0,19736.0,19783.0,19684.0,19238.0,19156.0,18800.0
M,4,29454.0,28984.0,27949.0,29363.0,26663.0,26866.0,26571.0,26230.0,26156.0,25904.0,25612.0,25122.0,24858.0,24694.0,24419.0,24249.0,23969.0,23945.0,23781.0,23700.0,23769.0,23565.0,23417.0,23204.0,23228.0,22732.0,22681.0,22310.0,21835.0,21743.0,21613.0,20991.0,20806.0,20655.0,20478.0,19966.0,19735.0,19783.0,19684.0,19238.0,19156.0
M,5,30339.0,29452.0,28983.0,27948.0,29363.0,26661.0,26864.0,26566.0,26229.0,26154.0,25903.0,25612.0,25121.0,24857.0,24694.0,24419.0,24249.0,23968.0,23945.0,23781.0,23700.0,23769.0,23565.0,23416.0,23204.0,23227.0,22732.0,22680.0,22310.0,21834.0,21742.0,21613.0,20991.0,20806.0,20655.0,20478.0,19965.0,19735.0,19783.0,19683.0,19238.0
M,6,31761.0,30338.0,29447.0,28980.0,27946.0,29363.0,26660.0,26861.0,26564.0,26227.0,26152.0,25902.0,25611.0,25121.0,24857.0,24694.0,24418.0,24249.0,23968.0,23944.0,23779.0,23700.0,23769.0,23565.0,23416.0,23202.0,23227.0,22731.0,22679.0,22310.0,21834.0,21741.0,21613.0,20991.0,20806.0,20654.0,20478.0,19965.0,19735.0,19783.0,19683.0
M,7,31747.0,31757.0,30337.0,29446.0,28979.0,27945.0,29362.0,26658.0,26859.0,26562.0,26223.0,26151.0,25901.0,25611.0,25119.0,24857.0,24694.0,24417.0,24249.0,23968.0,23944.0,23779.0,23700.0,23768.0,23565.0,23416.0,23202.0,23227.0,22731.0,22679.0,22310.0,21834.0,21740.0,21612.0,20991.0,20806.0,20654.0,20478.0,19965.0,19735.0,19783.0
M,8,31877.0,31745.0,31756.0,30336.0,29445.0,28978.0,27944.0,29361.0,26657.0,26858.0,26562.0,26221.0,26151.0,25901.0,25610.0,25119.0,24857.0,24694.0,24416.0,24249.0,23967.0,23944.0,23779.0,23699.0,23767.0,23565.0,23416.0,23202.0,23227.0,22731.0,22678.0,22310.0,21834.0,21740.0,21612.0,20991.0,20806.0,20654.0,20478.0,19965.0,19735.0
M,9,31832.0,31876.0,31743.0,31753.0,30336.0,29443.0,28976.0,27943.0,29359.0,26655.0,26856.0,26559.0,26220.0,26151.0,25901.0,25609.0,25116.0,24856.0,24694.0,24416.0,24249.0,23966.0,23944.0,23779.0,23698.0,23767.0,23565.0,23416.0,23202.0,23227.0,22730.0,22678.0,22310.0,21834.0,21740.0,21612.0,20990.0,20806.0,20654.0,20478.0,19964.0
M,10,33040.0,31831.0,31876.0,31741.0,31751.0,30335.0,29443.0,28976.0,27940.0,29356.0,26654.0,26856.0,26559.0,26220.0,26147.0,25901.0,25608.0,25114.0,24856.0,24694.0,24416.0,24249.0,23964.0,23942.0,23779.0,23698.0,23767.0,23565.0,23416.0,23202.0,23227.0,22730.0,22678.0,22310.0,21834.0,21739.0,21612.0,20990.0,20806.0,20654.0,20478.0
M,11,33476.0,33040.0,31827.0,31874.0,31741.0,31750.0,30333.0,29442.0,28973.0,27940.0,29354.0,26653.0,26854.0,26558.0,26220.0,26145.0,25900.0,25608.0,25113.0,24856.0,24694.0,24416.0,24249.0,23964.0,23942.0,23778.0,23698.0,23767.0,23565.0,23416.0,23202.0,23227.0,22730.0,22678.0,22310.0,21834.0,21738.0,21612.0,20990.0,20806.0,20654.0
M,12,34255.0,33475.0,33040.0,31825.0,31874.0,31740.0,31749.0,30332.0,29442.0,28970.0,27939.0,29353.0,26651.0,26854.0,26558.0,26219.0,26145.0,25900.0,25608.0,25112.0,24855.0,24693.0,24416.0,24249.0,23964.0,23942.0,23777.0,23698.0,23766.0,23564.0,23415.0,23202.0,23227.0,22730.0,22678.0,22310.0,21833.0,21738.0,21612.0,20990.0,20806.0
M,13,34985.0,34254.0,33474.0,33039.0,31825.0,31872.0,31738.0,31747.0,30331.0,29441.0,28970.0,27939.0,29350.0,26650.0,26854.0,26558.0,26219.0,26145.0,25900.0,25608.0,25112.0,24852.0,24693.0,24416.0,24249.0,23963.0,23942.0,23777.0,23697.0,23766.0,23564.0,23415.0,23202.0,23227.0,22730.0,22678.0,22310.0,21833.0,21738.0,21612.0,20990.0
M,14,34749.0,34981.0,34252.0,33471.0,33036.0,31824.0,31870.0,31737.0,31747.0,30331.0,29440.0,28970.0,27938.0,29349.0,26649.0,26854.0,26558.0,26218.0,26144.0,25899.0,25608.0,25112.0,24851.0,24693.0,24413.0,24249.0,23962.0,23942.0,23777.0,23697.0,23766.0,23564.0,23415.0,23202.0,23227.0,22730.0,22678.0,22310.0,21833.0,21737.0,21612.0
M,15,33731.0,34745.0,34978.0,34248.0,33468.0,33034.0,31821.0,31867.0,31733.0,31747.0,30329.0,29437.0,28969.0,27936.0,29346.0,26649.0,26852.0,26556.0,26215.0,26143.0,25897.0,25608.0,25110.0,24850.0,24693.0,24412.0,24248.0,23962.0,23942.0,23775.0,23697.0,23766.0,23563.0,23415.0,23202.0,23227.0,22730.0,22678.0,22310.0,21832.0,21737.0
M,16,33891.0,33726.0,34742.0,34973.0,34246.0,33464.0,33034.0,31818.0,31867.0,31733.0,31744.0,30326.0,29433.0,28968.0,27936.0,29343.0,26646.0,26851.0,26554.0,26213.0,26141.0,25896.0,25607.0,25109.0,24849.0,24693.0,24410.0,24246.0,23961.0,23942.0,23775.0,23695.0,23765.0,23562.0,23415.0,23202.0,23227.0,22730.0,22678.0,22310.0,21832.0
M,17,32980.0,33887.0,33723.0,34737.0,34970.0,34245.0,33461.0,33032.0,31816.0,31865.0,31730.0,31742.0,30325.0,29430.0,28968.0,27930.0,29342.0,26645.0,26849.0,26553.0,26212.0,26140.0,25896.0,25607.0,25108.0,24849.0,24693.0,24410.0,24246.0,23960.0,23942.0,23775.0,23695.0,23764.0,23562.0,23415.0,23202.0,23227.0,22730.0,22678.0,22310.0
M,18,33334.0,32974.0,33885.0,33722.0,34735.0,34969.0,34242.0,33455.0,33028.0,31814.0,31864.0,31729.0,31737.0,30321.0,29425.0,28965.0,27930.0,29340.0,26642.0,26844.0,26553.0,26211.0,26138.0,25895.0,25607.0,25106.0,24848.0,24693.0,24409.0,24246.0,23960.0,23942.0,23775.0,23695.0,23764.0,23562.0,23415.0,23202.0,23227.0,22729.0,22678.0
M,19,32888.0,33333.0,32967.0,33881.0,33719.0,34734.0,34968.0,34241.0,33450.0,33027.0,31812.0,31861.0,31728.0,31736.0,30321.0,29425.0,28964.0,27928.0,29338.0,26642.0,26843.0,26552.0,26211.0,26138.0,25895.0,25607.0,25106.0,24847.0,24692.0,24409.0,24246.0,23960.0,23942.0,23775.0,23695.0,23764.0,23561.0,23415.0,23202.0,23227.0,22729.0
M,20,32354.0,32882.0,33331.0,32963.0,33874.0,33717.0,34731.0,34964.0,34239.0,33445.0,33025.0,31809.0,31858.0,31727.0,31735.0,30319.0,29424.0,28963.0,27927.0,29335.0,26642.0,26842.0,26551.0,26209.0,26137.0,25895.0,25607.0,25106.0,24845.0,24692.0,24409.0,24246.0,23960.0,23942.0,23774.0,23694.0,23764.0,23560.0,23415.0,23201.0,23226.0
M,21,33404.0,32348.0,32876.0,33325.0,32960.0,33870.0,33716.0,34727.0,34961.0,34237.0,33443.0,33024.0,31804.0,31855.0,31726.0,31733.0,30317.0,29423.0,28961.0,27926.0,29334.0,26641.0,26842.0,26551.0,26208.0,26137.0,25893.0,25605.0,25104.0,24845.0,24691.0,24409.0,24246.0,23960.0,23942.0,23774.0,23693.0,23763.0,23560.0,23415.0,23201.0
M,22,35241.0,33400.0,32338.0,32872.0,33317.0,32955.0,33865.0,33708.0,34726.0,34956.0,34235.0,33439.0,33020.0,31800.0,31853.0,31725.0,31732.0,30316.0,29420.0,28958.0,27925.0,29333.0,26640.0,26841.0,26550.0,26207.0,26135.0,25893.0,25604.0,25104.0,24845.0,24691.0,24409.0,24246.0,23959.0,23942.0,23774.0,23691.0,23763.0,23560.0,23415.0
