år,pop_2.1
2023,5578769
2024,5600432
2025,5621491
2026,5641779
2027,5661502
2028,5680420
2029,5698401
2030,5715571
2031,5731624
2032,5746676
2033,5760682
2034,5773885
2035,5786064
2036,5797164
2037,5806534
2038,5813344
