sex,alder,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033,pop_2034,pop_2035,pop_2036,pop_2037,pop_2038,pop_2039,pop_2040,pop_2041,pop_2042,pop_2043,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048,pop_2049,pop_2050,pop_2051,pop_2052,pop_2053,pop_2054,pop_2055,pop_2056,pop_2057,pop_2058
K,20,31111.0,31434.0,31560.0,31480.0,32071.0,31887.0,32560.0,33000.0,32598.0,31478.0,31327.0,30587.0,30184.0,29910.0,29669.0,28511.0,27649.0,27418.0,26766.0,27976.0,25248.0,19817.0,19579.0,19203.0,19225.0,19153.0,18781.0,18763.0,18430.0,18190.0,18044.0,17959.0,17746.0,17667.0,17556.0,17547.0
K,21,31588.0,31102.0,31425.0,31544.0,31472.0,32062.0,31878.0,32552.0,32992.0,32591.0,31471.0,31325.0,30580.0,30178.0,29906.0,29664.0,28509.0,27646.0,27412.0,26763.0,27975.0,25247.0,19817.0,19578.0,19200.0,19224.0,19151.0,18781.0,18763.0,18430.0,18190.0,18043.0,17959.0,17746.0,17665.0,17554.0
K,22,32878.0,31582.0,31097.0,31419.0,31539.0,31460.0,32058.0,31871.0,32545.0,32988.0,32584.0,31465.0,31318.0,30575.0,30172.0,29903.0,29660.0,28505.0,27644.0,27410.0,26758.0,27974.0,25241.0,19816.0,19576.0,19199.0,19223.0,19149.0,18779.0,18761.0,18430.0,18190.0,18041.0,17959.0,17746.0,17665.0
K,23,33088.0,32871.0,31573.0,31089.0,31408.0,31531.0,31454.0,32049.0,31861.0,32538.0,32983.0,32575.0,31456.0,31311.0,30567.0,30169.0,29901.0,29658.0,28501.0,27641.0,27408.0,26757.0,27973.0,25241.0,19814.0,19575.0,19199.0,19222.0,19148.0,18779.0,18761.0,18430.0,18189.0,18041.0,17958.0,17746.0
K,24,33364.0,33079.0,32860.0,31563.0,31081.0,31397.0,31519.0,31440.0,32041.0,31856.0,32530.0,32972.0,32567.0,31451.0,31306.0,30564.0,30167.0,29900.0,29656.0,28495.0,27641.0,27404.0,26754.0,27972.0,25240.0,19814.0,19575.0,19198.0,19222.0,19148.0,18778.0,18761.0,18429.0,18189.0,18040.0,17958.0
K,25,34378.0,33357.0,33062.0,32846.0,31549.0,31074.0,31385.0,31510.0,31432.0,32032.0,31848.0,32523.0,32964.0,32564.0,31444.0,31301.0,30560.0,30161.0,29895.0,29655.0,28492.0,27637.0,27401.0,26749.0,27968.0,25239.0,19814.0,19573.0,19197.0,19222.0,19148.0,18778.0,18759.0,18428.0,18189.0,18037.0
K,26,35747.0,34367.0,33349.0,33048.0,32829.0,31540.0,31066.0,31375.0,31502.0,31423.0,32027.0,31845.0,32514.0,32950.0,32560.0,31436.0,31299.0,30560.0,30159.0,29889.0,29654.0,28489.0,27637.0,27399.0,26747.0,27967.0,25239.0,19813.0,19572.0,19196.0,19221.0,19148.0,18777.0,18757.0,18428.0,18189.0
K,27,35920.0,35731.0,34354.0,33333.0,33036.0,32816.0,31524.0,31054.0,31366.0,31494.0,31411.0,32020.0,31832.0,32511.0,32943.0,32555.0,31431.0,31295.0,30553.0,30158.0,29886.0,29650.0,28485.0,27636.0,27397.0,26746.0,27966.0,25239.0,19812.0,19570.0,19193.0,19220.0,19147.0,18777.0,18757.0,18426.0
K,28,36385.0,35912.0,35714.0,34341.0,33322.0,33027.0,32806.0,31514.0,31051.0,31357.0,31489.0,31402.0,32013.0,31823.0,32504.0,32936.0,32551.0,31425.0,31291.0,30550.0,30152.0,29883.0,29647.0,28484.0,27634.0,27393.0,26745.0,27966.0,25239.0,19812.0,19569.0,19191.0,19219.0,19146.0,18776.0,18756.0
K,29,36994.0,36376.0,35900.0,35696.0,34326.0,33307.0,33022.0,32803.0,31505.0,31041.0,31346.0,31485.0,31396.0,32005.0,31822.0,32498.0,32930.0,32548.0,31421.0,31283.0,30548.0,30148.0,29880.0,29647.0,28483.0,27631.0,27391.0,26743.0,27965.0,25238.0,19812.0,19569.0,19191.0,19219.0,19146.0,18774.0
K,30,37694.0,36983.0,36362.0,35885.0,35681.0,34313.0,33292.0,33014.0,32798.0,31500.0,31032.0,31334.0,31475.0,31388.0,31994.0,31817.0,32493.0,32924.0,32545.0,31415.0,31280.0,30544.0,30146.0,29880.0,29645.0,28482.0,27629.0,27390.0,26742.0,27961.0,25237.0,19812.0,19569.0,19189.0,19218.0,19144.0
K,31,38587.0,37688.0,36970.0,36347.0,35877.0,35668.0,34293.0,33279.0,33006.0,32787.0,31490.0,31024.0,31325.0,31470.0,31382.0,31988.0,31813.0,32488.0,32919.0,32539.0,31412.0,31277.0,30543.0,30145.0,29877.0,29642.0,28482.0,27629.0,27388.0,26740.0,27958.0,25235.0,19812.0,19568.0,19188.0,19218.0
K,32,39395.0,38567.0,37677.0,36960.0,36335.0,35863.0,35658.0,34280.0,33271.0,33000.0,32779.0,31478.0,31022.0,31322.0,31465.0,31376.0,31983.0,31808.0,32485.0,32915.0,32536.0,31406.0,31276.0,30541.0,30144.0,29875.0,29640.0,28482.0,27629.0,27386.0,26738.0,27957.0,25234.0,19811.0,19568.0,19188.0
K,33,38889.0,39383.0,38553.0,37663.0,36943.0,36325.0,35856.0,35647.0,34268.0,33264.0,32992.0,32773.0,31472.0,31017.0,31317.0,31459.0,31369.0,31981.0,31804.0,32483.0,32911.0,32534.0,31403.0,31272.0,30539.0,30142.0,29871.0,29636.0,28482.0,27629.0,27386.0,26735.0,27955.0,25233.0,19810.0,19567.0
K,34,38601.0,38879.0,39371.0,38538.0,37649.0,36935.0,36311.0,35841.0,35642.0,34259.0,33260.0,32986.0,32763.0,31468.0,31009.0,31313.0,31457.0,31363.0,31974.0,31797.0,32479.0,32906.0,32529.0,31402.0,31271.0,30538.0,30142.0,29871.0,29633.0,28482.0,27629.0,27384.0,26732.0,27955.0,25231.0,19810.0
K,35,37403.0,38587.0,38857.0,39359.0,38517.0,37630.0,36912.0,36297.0,35827.0,35625.0,34245.0,33248.0,32977.0,32751.0,31460.0,31005.0,31307.0,31453.0,31357.0,31966.0,31793.0,32472.0,32906.0,32525.0,31399.0,31266.0,30537.0,30142.0,29869.0,29629.0,28481.0,27629.0,27382.0,26732.0,27955.0,25229.0
K,36,36743.0,37386.0,38563.0,38837.0,39346.0,38496.0,37613.0,36902.0,36272.0,35816.0,35612.0,34232.0,33231.0,32967.0,32740.0,31451.0,31001.0,31302.0,31449.0,31354.0,31961.0,31791.0,32470.0,32902.0,32524.0,31396.0,31265.0,30533.0,30141.0,29864.0,29629.0,28479.0,27628.0,27381.0,26732.0,27953.0
K,37,36160.0,36733.0,37370.0,38554.0,38817.0,39322.0,38476.0,37593.0,36876.0,36259.0,35807.0,35602.0,34228.0,33223.0,32960.0,32733.0,31446.0,30994.0,31298.0,31441.0,31346.0,31957.0,31785.0,32469.0,32898.0,32521.0,31393.0,31265.0,30532.0,30141.0,29863.0,29629.0,28478.0,27627.0,27381.0,26732.0
K,38,35848.0,36145.0,36713.0,37351.0,38538.0,38796.0,39304.0,38459.0,37584.0,36862.0,36245.0,35797.0,35592.0,34218.0,33214.0,32951.0,32725.0,31438.0,30986.0,31292.0,31434.0,31342.0,31955.0,31782.0,32466.0,32897.0,32516.0,31393.0,31264.0,30531.0,30141.0,29859.0,29627.0,28474.0,27626.0,27380.0
K,39,35243.0,35836.0,36133.0,36695.0,37329.0,38515.0,38775.0,39284.0,38443.0,37572.0,36846.0,36234.0,35791.0,35575.0,34207.0,33207.0,32941.0,32722.0,31434.0,30979.0,31289.0,31431.0,31339.0,31951.0,31778.0,32466.0,32895.0,32514.0,31389.0,31262.0,30531.0,30139.0,29856.0,29627.0,28473.0,27625.0
K,40,35525.0,35220.0,35821.0,36097.0,36661.0,37308.0,38482.0,38744.0,39253.0,38423.0,37549.0,36828.0,36214.0,35772.0,35557.0,34197.0,33194.0,32929.0,32713.0,31430.0,30976.0,31285.0,31425.0,31337.0,31946.0,31773.0,32463.0,32892.0,32513.0,31388.0,31260.0,30529.0,30137.0,29856.0,29624.0,28469.0
K,41,34990.0,35508.0,35196.0,35790.0,36060.0,36639.0,37296.0,38461.0,38714.0,39233.0,38406.0,37533.0,36814.0,36198.0,35756.0,35547.0,34192.0,33186.0,32914.0,32708.0,31423.0,30967.0,31280.0,31418.0,31332.0,31943.0,31771.0,32460.0,32890.0,32513.0,31384.0,31259.0,30528.0,30135.0,29856.0,29623.0
K,42,35089.0,34977.0,35485.0,35168.0,35749.0,36034.0,36616.0,37257.0,38447.0,38696.0,39215.0,38390.0,37518.0,36802.0,36182.0,35737.0,35535.0,34177.0,33181.0,32903.0,32706.0,31418.0,30961.0,31273.0,31414.0,31329.0,31940.0,31766.0,32454.0,32887.0,32513.0,31383.0,31255.0,30525.0,30134.0,29855.0
K,43,34563.0,35068.0,34947.0,35452.0,35142.0,35724.0,36012.0,36587.0,37231.0,38428.0,38679.0,39194.0,38379.0,37499.0,36788.0,36169.0,35726.0,35526.0,34161.0,33174.0,32895.0,32700.0,31414.0,30958.0,31269.0,31413.0,31326.0,31938.0,31766.0,32452.0,32885.0,32509.0,31379.0,31249.0,30522.0,30131.0
K,44,34236.0,34543.0,35040.0,34913.0,35425.0,35125.0,35697.0,35988.0,36564.0,37206.0,38407.0,38661.0,39172.0,38360.0,37485.0,36772.0,36157.0,35721.0,35516.0,34153.0,33164.0,32887.0,32694.0,31408.0,30955.0,31267.0,31408.0,31318.0,31935.0,31763.0,32449.0,32884.0,32507.0,31375.0,31247.0,30521.0
K,45,33520.0,34202.0,34514.0,35008.0,34888.0,35386.0,35091.0,35667.0,35952.0,36530.0,37179.0,38387.0,38636.0,39145.0,38334.0,37464.0,36753.0,36138.0,35710.0,35503.0,34144.0,33154.0,32883.0,32686.0,31397.0,30953.0,31263.0,31404.0,31312.0,31932.0,31762.0,32442.0,32882.0,32501.0,31372.0,31246.0
K,46,34033.0,33485.0,34171.0,34486.0,34966.0,34859.0,35340.0,35043.0,35639.0,35925.0,36509.0,37149.0,38365.0,38616.0,39115.0,38315.0,37447.0,36739.0,36123.0,35698.0,35490.0,34134.0,33147.0,32876.0,32678.0,31393.0,30950.0,31260.0,31397.0,31310.0,31929.0,31756.0,32440.0,32875.0,32499.0,31368.0
K,47,35177.0,33994.0,33457.0,34134.0,34449.0,34942.0,34821.0,35301.0,35006.0,35603.0,35881.0,36484.0,37125.0,38336.0,38592.0,39096.0,38297.0,37435.0,36720.0,36110.0,35684.0,35481.0,34126.0,33143.0,32870.0,32674.0,31385.0,30945.0,31256.0,31392.0,31306.0,31926.0,31747.0,32437.0,32873.0,32492.0
K,48,36600.0,35140.0,33958.0,33425.0,34100.0,34421.0,34908.0,34784.0,35271.0,34976.0,35581.0,35853.0,36462.0,37108.0,38317.0,38572.0,39079.0,38278.0,37430.0,36711.0,36098.0,35670.0,35470.0,34119.0,33141.0,32866.0,32670.0,31384.0,30941.0,31255.0,31389.0,31302.0,31922.0,31742.0,32435.0,32871.0
K,49,36215.0,36579.0,35110.0,33923.0,33382.0,34062.0,34387.0,34880.0,34760.0,35245.0,34950.0,35558.0,35830.0,36440.0,37093.0,38302.0,38557.0,39058.0,38261.0,37423.0,36695.0,36088.0,35657.0,35460.0,34117.0,33139.0,32860.0,32664.0,31378.0,30938.0,31254.0,31385.0,31296.0,31919.0,31740.0,32432.0
K,50,37446.0,36156.0,36518.0,35056.0,33868.0,33327.0,34014.0,34328.0,34825.0,34723.0,35196.0,34917.0,35511.0,35793.0,36386.0,37066.0,38277.0,38535.0,39035.0,38234.0,37404.0,36685.0,36071.0,35641.0,35447.0,34110.0,33130.0,32855.0,32659.0,31373.0,30934.0,31245.0,31384.0,31293.0,31915.0,31738.0
K,51,37536.0,37379.0,36105.0,36450.0,34986.0,33824.0,33288.0,33976.0,34278.0,34786.0,34686.0,35150.0,34890.0,35471.0,35766.0,36358.0,37034.0,38246.0,38516.0,39017.0,38212.0,37381.0,36670.0,36059.0,35634.0,35437.0,34101.0,33124.0,32847.0,32655.0,31367.0,30931.0,31238.0,31378.0,31288.0,31911.0
K,52,37024.0,37480.0,37332.0,36040.0,36392.0,34937.0,33766.0,33229.0,33928.0,34217.0,34744.0,34655.0,35100.0,34860.0,35439.0,35732.0,36328.0,37013.0,38222.0,38491.0,38994.0,38198.0,37364.0,36647.0,36048.0,35618.0,35427.0,34095.0,33117.0,32839.0,32649.0,31363.0,30929.0,31228.0,31371.0,31286.0
K,53,37660.0,36963.0,37413.0,37263.0,35984.0,36327.0,34893.0,33719.0,33180.0,33886.0,34158.0,34693.0,34614.0,35060.0,34824.0,35408.0,35697.0,36309.0,36987.0,38197.0,38471.0,38982.0,38188.0,37351.0,36636.0,36041.0,35614.0,35425.0,34087.0,33113.0,32832.0,32644.0,31360.0,30922.0,31225.0,31362.0
K,54,37209.0,37623.0,36898.0,37355.0,37201.0,35933.0,36280.0,34840.0,33664.0,33138.0,33839.0,34124.0,34653.0,34569.0,35020.0,34804.0,35377.0,35674.0,36284.0,36970.0,38176.0,38452.0,38960.0,38176.0,37345.0,36626.0,36031.0,35606.0,35421.0,34078.0,33109.0,32827.0,32643.0,31358.0,30918.0,31221.0
K,55,36217.0,37124.0,37531.0,36805.0,37241.0,37102.0,35840.0,36199.0,34785.0,33586.0,33066.0,33773.0,34068.0,34589.0,34521.0,34986.0,34770.0,35349.0,35636.0,36251.0,36941.0,38151.0,38431.0,38946.0,38166.0,37335.0,36618.0,36021.0,35599.0,35413.0,34068.0,33091.0,32814.0,32635.0,31351.0,30909.0
K,56,35480.0,36131.0,37029.0,37440.0,36707.0,37142.0,37020.0,35746.0,36122.0,34712.0,33508.0,33003.0,33728.0,34012.0,34540.0,34492.0,34939.0,34731.0,35312.0,35606.0,36220.0,36916.0,38130.0,38409.0,38933.0,38148.0,37320.0,36605.0,36011.0,35592.0,35401.0,34057.0,33080.0,32805.0,32627.0,31345.0
K,57,34879.0,35405.0,36045.0,36949.0,37341.0,36614.0,37049.0,36928.0,35664.0,36039.0,34643.0,33446.0,32947.0,33666.0,33962.0,34498.0,34449.0,34906.0,34706.0,35283.0,35569.0,36197.0,36897.0,38112.0,38391.0,38919.0,38134.0,37303.0,36594.0,36002.0,35584.0,35394.0,34048.0,33070.0,32797.0,32617.0
K,58,34275.0,34787.0,35292.0,35945.0,36843.0,37261.0,36526.0,36950.0,36846.0,35580.0,35965.0,34564.0,33383.0,32901.0,33625.0,33913.0,34454.0,34417.0,34872.0,34674.0,35250.0,35534.0,36181.0,36872.0,38089.0,38379.0,38904.0,38123.0,37288.0,36584.0,35991.0,35573.0,35387.0,34041.0,33062.0,32782.0
K,59,33194.0,34196.0,34703.0,35206.0,35847.0,36738.0,37153.0,36433.0,36868.0,36776.0,35513.0,35903.0,34496.0,33323.0,32854.0,33584.0,33876.0,34420.0,34378.0,34847.0,34640.0,35228.0,35505.0,36158.0,36861.0,38075.0,38369.0,38897.0,38115.0,37281.0,36573.0,35977.0,35558.0,35378.0,34032.0,33052.0
K,60,32018.0,33078.0,34045.0,34558.0,35063.0,35694.0,36615.0,37023.0,36305.0,36743.0,36652.0,35400.0,35805.0,34407.0,33253.0,32784.0,33526.0,33819.0,34383.0,34326.0,34798.0,34605.0,35206.0,35480.0,36119.0,36836.0,38059.0,38350.0,38882.0,38097.0,37264.0,36556.0,35961.0,35537.0,35365.0,34020.0
K,61,31506.0,31894.0,32931.0,33905.0,34414.0,34907.0,35541.0,36462.0,36892.0,36192.0,36628.0,36549.0,35302.0,35712.0,34329.0,33194.0,32714.0,33476.0,33754.0,34342.0,34276.0,34760.0,34572.0,35170.0,35452.0,36101.0,36817.0,38042.0,38329.0,38869.0,38080.0,37244.0,36538.0,35947.0,35532.0,35351.0
K,62,31028.0,31389.0,31767.0,32793.0,33771.0,34252.0,34782.0,35408.0,36319.0,36776.0,36076.0,36524.0,36436.0,35213.0,35630.0,34266.0,33127.0,32662.0,33427.0,33715.0,34306.0,34231.0,34726.0,34536.0,35139.0,35440.0,36083.0,36795.0,38025.0,38309.0,38847.0,38066.0,37227.0,36517.0,35936.0,35514.0
K,63,30842.0,30915.0,31283.0,31635.0,32652.0,33634.0,34106.0,34617.0,35249.0,36186.0,36649.0,35988.0,36443.0,36349.0,35141.0,35559.0,34199.0,33068.0,32610.0,33380.0,33672.0,34270.0,34192.0,34701.0,34500.0,35121.0,35425.0,36066.0,36783.0,38004.0,38290.0,38836.0,38052.0,37213.0,36501.0,35922.0
K,64,30683.0,30728.0,30792.0,31169.0,31502.0,32509.0,33497.0,33973.0,34491.0,35130.0,36075.0,36547.0,35890.0,36365.0,36269.0,35073.0,35487.0,34139.0,33012.0,32567.0,33329.0,33627.0,34225.0,34169.0,34676.0,34476.0,35107.0,35411.0,36048.0,36772.0,37982.0,38273.0,38815.0,38028.0,37195.0,36476.0
K,65,29874.0,30487.0,30482.0,30564.0,30924.0,31287.0,32291.0,33273.0,33764.0,34287.0,34960.0,35894.0,36361.0,35715.0,36202.0,36136.0,34948.0,35395.0,34060.0,32917.0,32487.0,33253.0,33556.0,34169.0,34125.0,34629.0,34444.0,35079.0,35377.0,36021.0,36751.0,37940.0,38248.0,38776.0,37995.0,37165.0
K,66,30085.0,29685.0,30270.0,30278.0,30339.0,30671.0,31047.0,32067.0,33060.0,33565.0,34092.0,34756.0,35729.0,36213.0,35541.0,36060.0,36005.0,34849.0,35294.0,33974.0,32828.0,32422.0,33182.0,33494.0,34122.0,34088.0,34588.0,34409.0,35043.0,35345.0,35988.0,36719.0,37916.0,38223.0,38746.0,37963.0
K,67,29117.0,29915.0,29477.0,30041.0,30045.0,30104.0,30487.0,30847.0,31849.0,32859.0,33360.0,33895.0,34563.0,35558.0,36064.0,35412.0,35944.0,35889.0,34759.0,35194.0,33909.0,32753.0,32357.0,33133.0,33456.0,34089.0,34066.0,34548.0,34360.0,35020.0,35319.0,35961.0,36688.0,37888.0,38190.0,38719.0
K,68,28485.0,28925.0,29692.0,29274.0,29824.0,29839.0,29882.0,30252.0,30638.0,31648.0,32695.0,33198.0,33692.0,34412.0,35397.0,35923.0,35287.0,35836.0,35773.0,34662.0,35113.0,33843.0,32707.0,32308.0,33083.0,33420.0,34055.0,34028.0,34518.0,34332.0,34986.0,35289.0,35931.0,36665.0,37857.0,38160.0
K,69,27981.0,28287.0,28716.0,29469.0,29086.0,29584.0,29628.0,29644.0,30066.0,30447.0,31448.0,32529.0,33025.0,33534.0,34276.0,35250.0,35790.0,35169.0,35717.0,35675.0,34568.0,35035.0,33762.0,32666.0,32278.0,33056.0,33389.0,34022.0,33995.0,34479.0,34306.0,34954.0,35257.0,35909.0,36641.0,37829.0
K,70,27198.0,27692.0,27948.0,28358.0,29089.0,28717.0,29232.0,29302.0,29316.0,29738.0,30152.0,31140.0,32276.0,32754.0,33299.0,34067.0,35082.0,35613.0,35004.0,35582.0,35538.0,34457.0,34928.0,33661.0,32588.0,32223.0,33008.0,33338.0,33964.0,33938.0,34432.0,34255.0,34908.0,35215.0,35873.0,36598.0
K,71,25526.0,26884.0,27380.0,27642.0,27946.0,28740.0,28388.0,28922.0,28978.0,29009.0,29479.0,29893.0,30869.0,32042.0,32557.0,33090.0,33900.0,34895.0,35423.0,34847.0,35447.0,35417.0,34344.0,34839.0,33587.0,32532.0,32175.0,32965.0,33291.0,33921.0,33900.0,34385.0,34207.0,34864.0,35179.0,35824.0
K,72,25882.0,25239.0,26567.0,27048.0,27289.0,27601.0,28403.0,28075.0,28594.0,28678.0,28746.0,29219.0,29648.0,30599.0,31805.0,32351.0,32890.0,33727.0,34710.0,35281.0,34721.0,35315.0,35318.0,34260.0,34755.0,33538.0,32477.0,32134.0,32909.0,33248.0,33896.0,33858.0,34335.0,34170.0,34815.0,35134.0
