sex,alder,pop_2023,pop_2064,pop_2065,pop_2066,pop_2067,pop_2068,pop_2069,pop_2070,pop_2071,pop_2072,pop_2073,pop_2074,pop_2075,pop_2076,pop_2077,pop_2078,pop_2079,pop_2080,pop_2081,pop_2082,pop_2083,pop_2084,pop_2085,pop_2086,pop_2087,pop_2088,pop_2089,pop_2090,pop_2091,pop_2092,pop_2093,pop_2094,pop_2095,pop_2096,pop_2097,pop_2098,pop_2099,pop_2100,pop_2101,pop_2102,pop_2103,pop_2104,pop_2105,pop_2106,pop_2107,pop_2108,pop_2109,pop_2110,pop_2111,pop_2112,pop_2113
K,0,18502.0,18350.0,18164.0,18086.0,18002.0,17751.0,17792.0,17720.0,17340.0,17208.0,17278.0,16964.0,16855.0,16728.0,16419.0,16296.0,16098.0,15893.0,15861.0,15522.0,15464.0,15181.0,15086.0,15038.0,14688.0,14471.0,14345.0,14250.0,14047.0,14003.0,13987.0,13779.0,13597.0,13564.0,13506.0,13432.0,13190.0,13135.0,13018.0,12868.0,12698.0,12650.0,12513.0,12346.0,12337.0,12147.0,12127.0,11936.0,11928.0,11647.0,11608.0
K,1,18768.0,18502.0,18350.0,18164.0,18085.0,18001.0,17751.0,17791.0,17719.0,17339.0,17206.0,17278.0,16962.0,16854.0,16726.0,16418.0,16296.0,16098.0,15893.0,15861.0,15522.0,15464.0,15180.0,15086.0,15038.0,14688.0,14471.0,14345.0,14250.0,14046.0,14002.0,13987.0,13779.0,13597.0,13563.0,13505.0,13432.0,13189.0,13135.0,13018.0,12868.0,12698.0,12650.0,12512.0,12346.0,12337.0,12147.0,12127.0,11936.0,11928.0,11647.0
K,2,18734.0,18768.0,18502.0,18349.0,18162.0,18084.0,18001.0,17750.0,17791.0,17719.0,17339.0,17206.0,17278.0,16961.0,16853.0,16726.0,16417.0,16296.0,16096.0,15893.0,15860.0,15522.0,15464.0,15180.0,15086.0,15038.0,14687.0,14471.0,14345.0,14250.0,14045.0,14001.0,13987.0,13778.0,13596.0,13562.0,13503.0,13432.0,13189.0,13135.0,13018.0,12868.0,12697.0,12648.0,12512.0,12346.0,12337.0,12147.0,12126.0,11936.0,11927.0
K,3,19065.0,18732.0,18766.0,18501.0,18348.0,18162.0,18084.0,18001.0,17750.0,17791.0,17719.0,17339.0,17206.0,17277.0,16960.0,16853.0,16726.0,16416.0,16296.0,16096.0,15891.0,15860.0,15522.0,15464.0,15180.0,15086.0,15038.0,14687.0,14471.0,14344.0,14250.0,14044.0,14000.0,13986.0,13778.0,13596.0,13562.0,13501.0,13432.0,13189.0,13134.0,13018.0,12868.0,12697.0,12648.0,12511.0,12345.0,12337.0,12147.0,12126.0,11936.0
K,4,19182.0,19064.0,18730.0,18766.0,18501.0,18346.0,18162.0,18084.0,18001.0,17748.0,17791.0,17719.0,17339.0,17205.0,17277.0,16960.0,16852.0,16726.0,16416.0,16296.0,16096.0,15891.0,15860.0,15522.0,15462.0,15180.0,15085.0,15038.0,14687.0,14471.0,14344.0,14250.0,14044.0,14000.0,13985.0,13778.0,13596.0,13562.0,13499.0,13432.0,13189.0,13134.0,13016.0,12868.0,12697.0,12648.0,12511.0,12345.0,12337.0,12147.0,12126.0
K,5,19333.0,19182.0,19064.0,18730.0,18765.0,18501.0,18346.0,18162.0,18084.0,18001.0,17748.0,17791.0,17719.0,17338.0,17205.0,17277.0,16960.0,16852.0,16725.0,16416.0,16296.0,16096.0,15891.0,15860.0,15522.0,15462.0,15180.0,15084.0,15038.0,14687.0,14471.0,14344.0,14250.0,14044.0,14000.0,13985.0,13778.0,13595.0,13562.0,13499.0,13432.0,13189.0,13134.0,13016.0,12868.0,12697.0,12648.0,12511.0,12345.0,12337.0,12147.0
K,6,19385.0,19333.0,19182.0,19064.0,18730.0,18765.0,18501.0,18345.0,18162.0,18084.0,18001.0,17748.0,17791.0,17719.0,17338.0,17205.0,17277.0,16960.0,16852.0,16725.0,16416.0,16296.0,16096.0,15891.0,15860.0,15522.0,15462.0,15180.0,15084.0,15038.0,14687.0,14471.0,14344.0,14250.0,14044.0,14000.0,13985.0,13778.0,13595.0,13562.0,13499.0,13432.0,13189.0,13134.0,13016.0,12868.0,12697.0,12648.0,12511.0,12345.0,12336.0
K,7,19595.0,19385.0,19333.0,19182.0,19064.0,18730.0,18765.0,18501.0,18345.0,18162.0,18084.0,18001.0,17748.0,17791.0,17719.0,17337.0,17205.0,17276.0,16960.0,16852.0,16725.0,16416.0,16296.0,16096.0,15891.0,15860.0,15522.0,15462.0,15180.0,15084.0,15038.0,14687.0,14471.0,14344.0,14250.0,14044.0,14000.0,13984.0,13778.0,13595.0,13562.0,13499.0,13430.0,13189.0,13134.0,13016.0,12868.0,12697.0,12648.0,12511.0,12344.0
K,8,20148.0,19595.0,19383.0,19333.0,19182.0,19064.0,18730.0,18764.0,18501.0,18345.0,18162.0,18084.0,18001.0,17748.0,17791.0,17719.0,17337.0,17205.0,17276.0,16960.0,16852.0,16725.0,16416.0,16296.0,16096.0,15891.0,15860.0,15522.0,15462.0,15180.0,15084.0,15038.0,14687.0,14471.0,14344.0,14250.0,14044.0,14000.0,13984.0,13778.0,13595.0,13562.0,13499.0,13430.0,13189.0,13134.0,13016.0,12868.0,12697.0,12648.0,12511.0
K,9,20190.0,20147.0,19595.0,19383.0,19333.0,19181.0,19063.0,18730.0,18764.0,18501.0,18345.0,18162.0,18084.0,18001.0,17748.0,17791.0,17719.0,17337.0,17205.0,17276.0,16960.0,16852.0,16725.0,16416.0,16296.0,16096.0,15891.0,15860.0,15522.0,15462.0,15180.0,15084.0,15038.0,14687.0,14471.0,14344.0,14250.0,14044.0,14000.0,13984.0,13778.0,13595.0,13562.0,13499.0,13430.0,13189.0,13134.0,13016.0,12868.0,12697.0,12648.0
