år,pop_1.5
2023,5488984
2024,5499060
2025,5508499
2026,5517326
2027,5525459
2028,5532909
2029,5539706
2030,5546061
2031,5551757
2032,5556903
2033,5561346
2034,5565442
2035,5569102
2036,5572445
2037,5575734
2038,5578769
