sex,alder,pop_2038,pop_2039,pop_2040,pop_2041,pop_2042,pop_2043,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048,pop_2049,pop_2050,pop_2051,pop_2052,pop_2053
M,49,39713.0,39928.0,40350.0,39928.0,39467.0,38273.0,37724.0,37614.0,37319.0,36255.0,35084.0,35266.0,34989.0,33161.0,32130.0,32661.0
M,50,38044.0,39685.0,39906.0,40325.0,39903.0,39448.0,38249.0,37706.0,37591.0,37304.0,36245.0,35065.0,35252.0,34985.0,33157.0,32123.0
M,51,38252.0,38010.0,39647.0,39886.0,40301.0,39880.0,39425.0,38236.0,37692.0,37575.0,37289.0,36233.0,35054.0,35247.0,34976.0,33155.0
M,52,37581.0,38216.0,37973.0,39627.0,39853.0,40285.0,39858.0,39406.0,38218.0,37686.0,37563.0,37279.0,36228.0,35050.0,35239.0,34966.0
M,53,36724.0,37555.0,38181.0,37938.0,39595.0,39829.0,40261.0,39837.0,39393.0,38200.0,37671.0,37543.0,37274.0,36220.0,35041.0,35232.0
M,54,36881.0,36689.0,37529.0,38153.0,37902.0,39574.0,39804.0,40241.0,39816.0,39376.0,38192.0,37662.0,37538.0,37259.0,36210.0,35033.0
M,55,36813.0,36831.0,36640.0,37490.0,38116.0,37872.0,39544.0,39771.0,40215.0,39785.0,39358.0,38166.0,37645.0,37522.0,37249.0,36203.0
M,56,35616.0,36766.0,36788.0,36595.0,37455.0,38089.0,37848.0,39515.0,39745.0,40179.0,39765.0,39346.0,38149.0,37620.0,37509.0,37235.0
M,57,36352.0,35566.0,36726.0,36739.0,36554.0,37413.0,38052.0,37810.0,39483.0,39716.0,40150.0,39746.0,39331.0,38136.0,37607.0,37500.0
M,58,35559.0,36313.0,35524.0,36677.0,36701.0,36514.0,37393.0,38016.0,37793.0,39459.0,39693.0,40139.0,39734.0,39323.0,38117.0,37589.0
M,59,35268.0,35510.0,36253.0,35495.0,36637.0,36657.0,36483.0,37366.0,37983.0,37765.0,39440.0,39672.0,40122.0,39719.0,39308.0,38104.0
M,60,34153.0,35197.0,35447.0,36173.0,35435.0,36572.0,36604.0,36436.0,37334.0,37948.0,37736.0,39405.0,39639.0,40099.0,39705.0,39281.0
M,61,34894.0,34097.0,35132.0,35374.0,36120.0,35375.0,36515.0,36538.0,36402.0,37300.0,37907.0,37704.0,39383.0,39615.0,40078.0,39680.0
M,62,35465.0,34805.0,34040.0,35065.0,35315.0,36072.0,35343.0,36461.0,36478.0,36366.0,37259.0,37881.0,37679.0,39363.0,39590.0,40056.0
M,63,36645.0,35402.0,34726.0,33973.0,35007.0,35254.0,36009.0,35303.0,36413.0,36449.0,36345.0,37226.0,37850.0,37657.0,39337.0,39576.0
M,64,36847.0,36580.0,35326.0,34668.0,33920.0,34970.0,35213.0,35958.0,35255.0,36377.0,36412.0,36306.0,37202.0,37812.0,37640.0,39317.0
M,65,37733.0,36704.0,36433.0,35223.0,34568.0,33834.0,34870.0,35138.0,35895.0,35178.0,36319.0,36361.0,36262.0,37172.0,37767.0,37605.0
M,66,37314.0,37588.0,36573.0,36303.0,35130.0,34464.0,33748.0,34793.0,35059.0,35825.0,35107.0,36268.0,36328.0,36222.0,37134.0,37739.0
M,67,36827.0,37180.0,37465.0,36470.0,36196.0,35045.0,34356.0,33678.0,34706.0,35000.0,35775.0,35061.0,36222.0,36299.0,36178.0,37086.0
M,68,37173.0,36668.0,37051.0,37347.0,36355.0,36086.0,34953.0,34276.0,33608.0,34642.0,34951.0,35721.0,35020.0,36188.0,36259.0,36146.0
M,69,36601.0,37033.0,36533.0,36929.0,37220.0,36243.0,35998.0,34855.0,34213.0,33546.0,34591.0,34899.0,35675.0,34981.0,36136.0,36211.0
M,70,35231.0,36390.0,36815.0,36349.0,36762.0,37062.0,36078.0,35846.0,34744.0,34126.0,33446.0,34519.0,34834.0,35598.0,34920.0,36079.0
M,71,34968.0,35023.0,36203.0,36601.0,36189.0,36588.0,36923.0,35946.0,35734.0,34647.0,34043.0,33366.0,34461.0,34774.0,35535.0,34856.0
M,72,33927.0,34754.0,34836.0,36026.0,36461.0,36032.0,36441.0,36772.0,35832.0,35611.0,34558.0,33981.0,33305.0,34400.0,34709.0,35469.0
M,73,32783.0,33736.0,34570.0,34646.0,35840.0,36285.0,35868.0,36305.0,36654.0,35723.0,35527.0,34475.0,33909.0,33236.0,34345.0,34656.0
M,74,30842.0,32576.0,33523.0,34362.0,34459.0,35677.0,36123.0,35706.0,36168.0,36542.0,35636.0,35443.0,34409.0,33853.0,33181.0,34283.0
M,75,29882.0,30509.0,32249.0,33173.0,34069.0,34162.0,35406.0,35850.0,35458.0,35954.0,36386.0,35472.0,35296.0,34307.0,33746.0,33081.0
M,76,28735.0,29539.0,30202.0,31932.0,32891.0,33773.0,33914.0,35176.0,35623.0,35256.0,35763.0,36217.0,35313.0,35194.0,34222.0,33645.0
M,77,27807.0,28409.0,29265.0,29898.0,31655.0,32605.0,33538.0,33685.0,34966.0,35402.0,35071.0,35594.0,36065.0,35208.0,35097.0,34112.0
M,78,27250.0,27495.0,28120.0,28985.0,29627.0,31419.0,32369.0,33325.0,33470.0,34778.0,35220.0,34911.0,35447.0,35962.0,35092.0,35001.0
M,79,26263.0,26919.0,27211.0,27853.0,28748.0,29396.0,31158.0,32125.0,33097.0,33267.0,34626.0,35074.0,34800.0,35341.0,35862.0,34981.0
M,80,24786.0,25745.0,26454.0,26738.0,27424.0,28346.0,28962.0,30798.0,31749.0,32795.0,32985.0,34364.0,34847.0,34595.0,35136.0,35698.0
M,81,24193.0,24294.0,25274.0,25991.0,26344.0,27033.0,27951.0,28622.0,30471.0,31426.0,32504.0,32726.0,34165.0,34667.0,34434.0,34979.0
M,82,22675.0,23704.0,23895.0,24831.0,25623.0,25971.0,26676.0,27591.0,28318.0,30152.0,31128.0,32254.0,32517.0,33965.0,34488.0,34271.0
M,83,21293.0,22255.0,23252.0,23518.0,24460.0,25260.0,25633.0,26324.0,27290.0,28049.0,29874.0,30886.0,32044.0,32364.0,33804.0,34319.0
M,84,20183.0,20876.0,21850.0,22852.0,23165.0,24094.0,24894.0,25315.0,26018.0,27002.0,27800.0,29663.0,30688.0,31883.0,32179.0,33620.0
M,85,18901.0,19407.0,20133.0,21118.0,22131.0,22516.0,23468.0,24290.0,24776.0,25514.0,26518.0,27369.0,29303.0,30353.0,31537.0,31845.0
M,86,17215.0,18137.0,18735.0,19479.0,20508.0,21534.0,21935.0,22935.0,23762.0,24283.0,25044.0,26130.0,27017.0,28993.0,30062.0,31189.0
M,87,16276.0,16532.0,17504.0,18157.0,18877.0,19872.0,21000.0,21437.0,22400.0,23268.0,23864.0,24617.0,25783.0,26741.0,28722.0,29748.0
M,88,15198.0,15697.0,15937.0,16971.0,17626.0,18323.0,19373.0,20485.0,20933.0,21969.0,22866.0,23512.0,24287.0,25527.0,26448.0,28432.0
M,89,14297.0,14599.0,15118.0,15451.0,16449.0,17139.0,17854.0,18906.0,20004.0,20525.0,21587.0,22514.0,23215.0,24030.0,25276.0,26180.0
M,90,12589.0,13027.0,13489.0,13985.0,14354.0,15414.0,16119.0,16945.0,17965.0,19132.0,19737.0,20842.0,21837.0,22634.0,23447.0,24679.0
M,91,8576.0,8728.0,9020.0,9369.0,9703.0,10127.0,10867.0,11506.0,12112.0,12822.0,13764.0,14300.0,15103.0,15994.0,16597.0,17262.0
M,92,4754.0,5883.0,5934.0,6145.0,6415.0,6671.0,7059.0,7630.0,8145.0,8586.0,9186.0,9972.0,10427.0,10995.0,11722.0,12180.0
M,93,2925.0,3262.0,4066.0,4133.0,4283.0,4495.0,4652.0,4983.0,5459.0,5879.0,6173.0,6701.0,7198.0,7572.0,8124.0,8613.0
M,94,1702.0,2011.0,2263.0,2818.0,2875.0,2987.0,3127.0,3319.0,3526.0,3871.0,4215.0,4481.0,4859.0,5319.0,5509.0,5963.0
M,95,874.0,1043.0,1262.0,1458.0,1802.0,1883.0,2004.0,2113.0,2306.0,2448.0,2706.0,3009.0,3200.0,3470.0,3831.0,3961.0
M,96,435.0,505.0,640.0,832.0,947.0,1135.0,1218.0,1336.0,1434.0,1601.0,1712.0,1861.0,2083.0,2256.0,2450.0,2750.0
M,97,233.0,275.0,323.0,407.0,529.0,620.0,775.0,822.0,920.0,974.0,1129.0,1210.0,1294.0,1499.0,1620.0,1751.0
M,98,124.0,160.0,169.0,207.0,249.0,366.0,417.0,524.0,576.0,629.0,681.0,786.0,864.0,922.0,1094.0,1187.0
M,99,51.0,85.0,99.0,103.0,142.0,167.0,238.0,276.0,346.0,411.0,430.0,487.0,547.0,619.0,652.0,784.0
M,100,26.0,27.0,42.0,54.0,57.0,85.0,103.0,145.0,181.0,214.0,265.0,286.0,333.0,370.0,418.0,449.0
M,101,7.0,8.0,6.0,9.0,13.0,18.0,25.0,32.0,43.0,55.0,67.0,80.0,91.0,106.0,126.0,145.0
M,102,1.0,3.0,3.0,2.0,1.0,4.0,4.0,8.0,10.0,14.0,15.0,25.0,38.0,42.0,40.0,57.0
M,103,,1.0,,,,,,1.0,1.0,2.0,6.0,4.0,8.0,12.0,13.0,11.0
M,104,,,,,,,,,,,,3.0,2.0,3.0,3.0,4.0
M,105,,,,,,,,,,,,,1.0,,,1.0
M,106,,,,,,,,,,,,,,,,
M,107,,,,,,,,,,,,,,,,
M,108,,,,,,,,,,,,,,,,
M,109,,,,,,,,,,,,,,,,
