sex,alder,pop_2038,pop_2039,pop_2040,pop_2041,pop_2042,pop_2043,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048,pop_2049,pop_2050,pop_2051,pop_2052,pop_2053,pop_2054,pop_2055,pop_2056,pop_2057,pop_2058
M,17,27907.0,29323.0,26628.0,26981.0,26599.0,26574.0,26087.0,25746.0,25432.0,25171.0,24929.0,24752.0,24081.0,24166.0,24143.0,24052.0,23955.0,23751.0,23681.0,25184.0,26966.0
M,18,28961.0,27907.0,29320.0,26626.0,26978.0,26596.0,26572.0,26086.0,25745.0,25431.0,25170.0,24928.0,24751.0,24080.0,24165.0,24143.0,24051.0,23955.0,23751.0,23679.0,25183.0
M,19,29424.0,28957.0,27902.0,29318.0,26624.0,26975.0,26595.0,26568.0,26082.0,25744.0,25431.0,25168.0,24928.0,24751.0,24080.0,24165.0,24143.0,24049.0,23954.0,23750.0,23679.0
M,20,30288.0,29417.0,28955.0,27900.0,29312.0,26622.0,26972.0,26593.0,26566.0,26081.0,25743.0,25428.0,25168.0,24926.0,24749.0,24079.0,24162.0,24143.0,24048.0,23953.0,23750.0
M,21,31705.0,30284.0,29412.0,28952.0,27898.0,29308.0,26620.0,26970.0,26591.0,26564.0,26077.0,25741.0,25425.0,25167.0,24925.0,24748.0,24078.0,24161.0,24143.0,24045.0,23951.0
M,22,31689.0,31699.0,30281.0,29408.0,28949.0,27894.0,29307.0,26618.0,26968.0,26589.0,26561.0,26076.0,25741.0,25425.0,25166.0,24925.0,24746.0,24077.0,24161.0,24141.0,24043.0
M,23,31816.0,31683.0,31696.0,30278.0,29405.0,28948.0,27891.0,29301.0,26616.0,26968.0,26589.0,26558.0,26073.0,25740.0,25425.0,25165.0,24924.0,24744.0,24075.0,24160.0,24141.0
M,24,31760.0,31812.0,31678.0,31696.0,30274.0,29404.0,28947.0,27889.0,29301.0,26614.0,26967.0,26586.0,26557.0,26073.0,25739.0,25425.0,25164.0,24923.0,24744.0,24074.0,24159.0
M,25,32972.0,31754.0,31803.0,31667.0,31693.0,30269.0,29396.0,28945.0,27887.0,29298.0,26613.0,26967.0,26585.0,26556.0,26072.0,25738.0,25424.0,25164.0,24920.0,24744.0,24074.0
M,26,33395.0,32964.0,31747.0,31799.0,31660.0,31689.0,30263.0,29392.0,28938.0,27883.0,29298.0,26613.0,26965.0,26582.0,26556.0,26070.0,25737.0,25423.0,25162.0,24918.0,24744.0
M,27,34151.0,33388.0,32960.0,31743.0,31793.0,31658.0,31683.0,30257.0,29389.0,28935.0,27883.0,29296.0,26613.0,26964.0,26581.0,26555.0,26069.0,25734.0,25423.0,25161.0,24918.0
M,28,34868.0,34146.0,33381.0,32958.0,31739.0,31786.0,31656.0,31680.0,30250.0,29385.0,28935.0,27883.0,29295.0,26611.0,26963.0,26577.0,26555.0,26068.0,25732.0,25423.0,25161.0
M,29,34631.0,34859.0,34138.0,33377.0,32954.0,31738.0,31784.0,31654.0,31675.0,30249.0,29384.0,28934.0,27882.0,29295.0,26609.0,26960.0,26573.0,26552.0,26067.0,25731.0,25423.0
M,30,33604.0,34625.0,34848.0,34129.0,33370.0,32951.0,31734.0,31777.0,31652.0,31671.0,30246.0,29381.0,28933.0,27880.0,29294.0,26607.0,26959.0,26571.0,26551.0,26067.0,25730.0
M,31,33745.0,33600.0,34620.0,34842.0,34120.0,33362.0,32948.0,31731.0,31772.0,31648.0,31671.0,30243.0,29378.0,28931.0,27879.0,29292.0,26606.0,26959.0,26570.0,26551.0,26066.0
M,32,32869.0,33740.0,33594.0,34618.0,34836.0,34114.0,33358.0,32941.0,31728.0,31770.0,31646.0,31669.0,30239.0,29378.0,28929.0,27879.0,29291.0,26601.0,26956.0,26569.0,26549.0
M,33,33205.0,32862.0,33726.0,33591.0,34612.0,34832.0,34111.0,33356.0,32938.0,31727.0,31765.0,31646.0,31665.0,30236.0,29375.0,28927.0,27878.0,29290.0,26598.0,26955.0,26569.0
M,34,32751.0,33199.0,32853.0,33722.0,33585.0,34609.0,34826.0,34107.0,33355.0,32937.0,31724.0,31761.0,31646.0,31664.0,30235.0,29375.0,28927.0,27877.0,29288.0,26597.0,26955.0
M,35,32212.0,32741.0,33189.0,32848.0,33720.0,33579.0,34603.0,34819.0,34102.0,33354.0,32936.0,31722.0,31759.0,31646.0,31664.0,30235.0,29374.0,28925.0,27873.0,29287.0,26593.0
M,36,33261.0,32205.0,32737.0,33185.0,32846.0,33718.0,33576.0,34593.0,34810.0,34097.0,33349.0,32933.0,31719.0,31758.0,31644.0,31662.0,30232.0,29373.0,28925.0,27869.0,29286.0
M,37,35087.0,33258.0,32199.0,32729.0,33183.0,32842.0,33713.0,33570.0,34587.0,34806.0,34094.0,33348.0,32932.0,31718.0,31757.0,31644.0,31660.0,30231.0,29371.0,28924.0,27869.0
M,38,35382.0,35076.0,33250.0,32192.0,32723.0,33175.0,32836.0,33710.0,33565.0,34581.0,34800.0,34091.0,33347.0,32929.0,31718.0,31756.0,31642.0,31659.0,30230.0,29367.0,28922.0
M,39,35182.0,35373.0,35070.0,33243.0,32184.0,32719.0,33171.0,32829.0,33701.0,33562.0,34578.0,34793.0,34089.0,33346.0,32928.0,31715.0,31754.0,31641.0,31656.0,30226.0,29364.0
M,40,36366.0,35175.0,35364.0,35062.0,33234.0,32177.0,32712.0,33166.0,32825.0,33695.0,33559.0,34576.0,34792.0,34085.0,33345.0,32927.0,31713.0,31751.0,31636.0,31650.0,30224.0
M,41,37413.0,36352.0,35170.0,35357.0,35052.0,33220.0,32169.0,32707.0,33160.0,32818.0,33689.0,33557.0,34572.0,34792.0,34084.0,33343.0,32924.0,31710.0,31750.0,31636.0,31649.0
M,42,37718.0,37395.0,36337.0,35163.0,35346.0,35042.0,33212.0,32165.0,32698.0,33155.0,32811.0,33685.0,33555.0,34566.0,34787.0,34082.0,33341.0,32922.0,31708.0,31745.0,31632.0
M,43,37817.0,37701.0,37383.0,36330.0,35155.0,35334.0,35035.0,33204.0,32155.0,32693.0,33148.0,32806.0,33678.0,33555.0,34565.0,34783.0,34081.0,33339.0,32921.0,31708.0,31742.0
M,44,38363.0,37807.0,37690.0,37376.0,36322.0,35147.0,35325.0,35027.0,33193.0,32150.0,32690.0,33142.0,32801.0,33675.0,33555.0,34563.0,34778.0,34080.0,33336.0,32920.0,31708.0
M,45,39537.0,38342.0,37790.0,37672.0,37358.0,36304.0,35135.0,35314.0,35014.0,33183.0,32149.0,32682.0,33132.0,32799.0,33673.0,33550.0,34560.0,34774.0,34078.0,33330.0,32914.0
M,46,39987.0,39520.0,38326.0,37777.0,37650.0,37342.0,36284.0,35128.0,35302.0,35007.0,33175.0,32144.0,32674.0,33127.0,32791.0,33670.0,33546.0,34557.0,34773.0,34074.0,33325.0
M,47,40391.0,39961.0,39499.0,38311.0,37758.0,37635.0,37332.0,36275.0,35119.0,35298.0,34996.0,33172.0,32139.0,32671.0,33125.0,32786.0,33668.0,33545.0,34552.0,34769.0,34071.0
M,48,39947.0,40371.0,39947.0,39480.0,38298.0,37743.0,37618.0,37317.0,36266.0,35108.0,35289.0,34988.0,33166.0,32137.0,32667.0,33120.0,32782.0,33664.0,33540.0,34551.0,34763.0
M,49,39713.0,39921.0,40357.0,39931.0,39459.0,38281.0,37724.0,37608.0,37307.0,36247.0,35097.0,35287.0,34984.0,33162.0,32133.0,32665.0,33115.0,32778.0,33659.0,33537.0,34547.0
M,50,38044.0,39676.0,39892.0,40322.0,39902.0,39433.0,38261.0,37707.0,37586.0,37295.0,36238.0,35088.0,35277.0,34979.0,33159.0,32124.0,32655.0,33112.0,32771.0,33648.0,33529.0
M,51,38252.0,38021.0,39652.0,39868.0,40290.0,39882.0,39415.0,38245.0,37690.0,37569.0,37284.0,36223.0,35074.0,35265.0,34968.0,33151.0,32118.0,32649.0,33108.0,32768.0,33643.0
M,52,37581.0,38221.0,37977.0,39634.0,39848.0,40266.0,39858.0,39402.0,38232.0,37670.0,37555.0,37273.0,36215.0,35069.0,35257.0,34959.0,33146.0,32115.0,32639.0,33100.0,32765.0
M,53,36724.0,37553.0,38192.0,37952.0,39604.0,39815.0,40243.0,39830.0,39384.0,38213.0,37651.0,37543.0,37262.0,36210.0,35061.0,35247.0,34947.0,33138.0,32110.0,32633.0,33096.0
M,54,36881.0,36693.0,37527.0,38163.0,37922.0,39588.0,39786.0,40229.0,39810.0,39366.0,38197.0,37640.0,37530.0,37256.0,36203.0,35056.0,35240.0,34939.0,33130.0,32106.0,32628.0
M,55,36813.0,36831.0,36629.0,37480.0,38127.0,37882.0,39552.0,39746.0,40200.0,39786.0,39345.0,38178.0,37624.0,37511.0,37242.0,36193.0,35043.0,35232.0,34929.0,33123.0,32099.0
M,56,35616.0,36781.0,36789.0,36596.0,37449.0,38099.0,37849.0,39511.0,39724.0,40177.0,39771.0,39322.0,38158.0,37608.0,37502.0,37226.0,36178.0,35028.0,35218.0,34921.0,33114.0
M,57,36352.0,35570.0,36736.0,36731.0,36568.0,37421.0,38068.0,37819.0,39485.0,39704.0,40150.0,39742.0,39306.0,38145.0,37597.0,37485.0,37210.0,36162.0,35012.0,35212.0,34907.0
M,58,35559.0,36300.0,35536.0,36697.0,36691.0,36516.0,37397.0,38035.0,37795.0,39466.0,39685.0,40130.0,39726.0,39292.0,38129.0,37587.0,37473.0,37199.0,36148.0,34991.0,35203.0
M,59,35268.0,35508.0,36257.0,35501.0,36652.0,36656.0,36494.0,37375.0,38014.0,37761.0,39446.0,39668.0,40114.0,39713.0,39285.0,38118.0,37577.0,37459.0,37187.0,36131.0,34984.0
M,60,34153.0,35188.0,35438.0,36191.0,35438.0,36596.0,36596.0,36460.0,37324.0,37975.0,37723.0,39409.0,39624.0,40089.0,39695.0,39262.0,38099.0,37563.0,37444.0,37163.0,36119.0
M,61,34894.0,34086.0,35120.0,35383.0,36149.0,35377.0,36544.0,36557.0,36435.0,37279.0,37946.0,37694.0,39378.0,39594.0,40059.0,39669.0,39243.0,38077.0,37549.0,37427.0,37145.0
M,62,35465.0,34830.0,34023.0,35059.0,35339.0,36093.0,35326.0,36507.0,36508.0,36393.0,37243.0,37909.0,37660.0,39349.0,39572.0,40047.0,39645.0,39224.0,38051.0,37533.0,37396.0
M,63,36645.0,35389.0,34735.0,33966.0,34987.0,35289.0,36057.0,35275.0,36446.0,36471.0,36357.0,37207.0,37889.0,37643.0,39329.0,39555.0,40026.0,39627.0,39201.0,38033.0,37520.0
M,64,36847.0,36568.0,35322.0,34680.0,33906.0,34933.0,35231.0,36013.0,35229.0,36400.0,36430.0,36329.0,37180.0,37870.0,37625.0,39310.0,39537.0,40004.0,39606.0,39183.0,38019.0
M,65,37733.0,36718.0,36474.0,35229.0,34564.0,33800.0,34838.0,35149.0,35951.0,35151.0,36338.0,36385.0,36275.0,37136.0,37835.0,37589.0,39267.0,39501.0,39964.0,39581.0,39157.0
M,66,37314.0,37602.0,36595.0,36359.0,35154.0,34464.0,33715.0,34757.0,35065.0,35889.0,35092.0,36299.0,36342.0,36242.0,37098.0,37797.0,37564.0,39233.0,39469.0,39929.0,39552.0
M,67,36827.0,37188.0,37473.0,36481.0,36265.0,35057.0,34377.0,33647.0,34694.0,34997.0,35824.0,35047.0,36259.0,36307.0,36211.0,37068.0,37756.0,37522.0,39199.0,39435.0,39898.0
M,68,37173.0,36693.0,37071.0,37356.0,36378.0,36154.0,34947.0,34291.0,33574.0,34629.0,34940.0,35789.0,35001.0,36210.0,36262.0,36172.0,37034.0,37724.0,37492.0,39172.0,39401.0
M,69,36601.0,37038.0,36555.0,36943.0,37249.0,36287.0,36055.0,34849.0,34227.0,33515.0,34578.0,34891.0,35748.0,34964.0,36172.0,36225.0,36137.0,37004.0,37687.0,37464.0,39132.0
M,70,35231.0,36370.0,36824.0,36359.0,36763.0,37082.0,36125.0,35912.0,34738.0,34103.0,33412.0,34484.0,34833.0,35681.0,34901.0,36122.0,36168.0,36083.0,36946.0,37636.0,37416.0
M,71,34968.0,35013.0,36154.0,36618.0,36194.0,36609.0,36921.0,36009.0,35785.0,34621.0,34009.0,33336.0,34415.0,34763.0,35613.0,34845.0,36068.0,36107.0,36033.0,36879.0,37587.0
M,72,33927.0,34766.0,34796.0,35904.0,36459.0,36042.0,36467.0,36783.0,35897.0,35682.0,34530.0,33923.0,33255.0,34341.0,34698.0,35576.0,34793.0,36011.0,36054.0,35980.0,36825.0
M,73,32783.0,33711.0,34579.0,34583.0,35728.0,36299.0,35870.0,36323.0,36671.0,35781.0,35572.0,34460.0,33852.0,33196.0,34284.0,34645.0,35527.0,34734.0,35956.0,36010.0,35933.0
M,74,30842.0,32590.0,33508.0,34401.0,34412.0,35567.0,36130.0,35763.0,36190.0,36557.0,35675.0,35488.0,34382.0,33790.0,33151.0,34229.0,34593.0,35465.0,34687.0,35905.0,35959.0
M,75,29882.0,30535.0,32219.0,33187.0,34116.0,34122.0,35328.0,35872.0,35542.0,36003.0,36387.0,35521.0,35369.0,34263.0,33689.0,33064.0,34135.0,34509.0,35362.0,34580.0,35820.0
M,76,28735.0,29541.0,30219.0,31916.0,32908.0,33814.0,33852.0,35060.0,35644.0,35332.0,35820.0,36227.0,35381.0,35265.0,34162.0,33601.0,32965.0,34042.0,34423.0,35277.0,34503.0
M,77,27807.0,28404.0,29244.0,29925.0,31632.0,32645.0,33530.0,33603.0,34858.0,35433.0,35153.0,35650.0,36121.0,35286.0,35163.0,34073.0,33501.0,32871.0,33956.0,34345.0,35200.0
M,78,27250.0,27520.0,28115.0,28984.0,29671.0,31365.0,32408.0,33312.0,33412.0,34678.0,35250.0,34997.0,35508.0,36017.0,35174.0,35079.0,33965.0,33407.0,32787.0,33890.0,34258.0
M,79,26263.0,26951.0,27241.0,27871.0,28703.0,29440.0,31117.0,32189.0,33082.0,33217.0,34501.0,35097.0,34882.0,35401.0,35915.0,35081.0,34969.0,33882.0,33302.0,32705.0,33795.0
M,80,24786.0,25713.0,26468.0,26758.0,27426.0,28324.0,29041.0,30752.0,31828.0,32726.0,32926.0,34245.0,34838.0,34686.0,35221.0,35739.0,34910.0,34801.0,33732.0,33140.0,32571.0
M,81,24193.0,24305.0,25253.0,26022.0,26359.0,27029.0,27936.0,28681.0,30405.0,31529.0,32441.0,32680.0,34041.0,34629.0,34495.0,35052.0,35565.0,34769.0,34639.0,33585.0,32988.0
M,82,22675.0,23725.0,23812.0,24836.0,25640.0,25942.0,26674.0,27614.0,28360.0,30110.0,31263.0,32230.0,32477.0,33844.0,34451.0,34317.0,34876.0,35417.0,34589.0,34455.0,33421.0
M,83,21293.0,22193.0,23303.0,23403.0,24429.0,25283.0,25610.0,26358.0,27324.0,28067.0,29835.0,31007.0,32015.0,32300.0,33658.0,34294.0,34142.0,34706.0,35247.0,34429.0,34305.0
M,84,20183.0,20874.0,21802.0,22951.0,23004.0,24047.0,24922.0,25291.0,26064.0,27052.0,27832.0,29605.0,30788.0,31842.0,32128.0,33471.0,34139.0,33972.0,34538.0,35095.0,34281.0
M,85,18901.0,19374.0,20183.0,21084.0,22191.0,22322.0,23398.0,24301.0,24703.0,25564.0,26592.0,27402.0,29235.0,30450.0,31521.0,31784.0,33142.0,33815.0,33654.0,34218.0,34780.0
M,86,17215.0,18182.0,18704.0,19492.0,20428.0,21534.0,21770.0,22853.0,23794.0,24212.0,25134.0,26174.0,27070.0,28917.0,30099.0,31216.0,31477.0,32857.0,33485.0,33358.0,33933.0
M,87,16276.0,16580.0,17546.0,18058.0,18896.0,19871.0,21000.0,21216.0,22325.0,23319.0,23744.0,24746.0,25843.0,26778.0,28627.0,29812.0,30912.0,31160.0,32536.0,33170.0,33068.0
M,88,15198.0,15636.0,15979.0,16991.0,17513.0,18346.0,19335.0,20484.0,20688.0,21905.0,22920.0,23375.0,24414.0,25575.0,26480.0,28343.0,29543.0,30623.0,30868.0,32247.0,32841.0
M,89,14297.0,14670.0,15084.0,15454.0,16440.0,17005.0,17830.0,18843.0,20050.0,20296.0,21515.0,22544.0,23073.0,24176.0,25306.0,26170.0,28079.0,29258.0,30346.0,30594.0,31978.0
M,90,12589.0,13034.0,13512.0,13995.0,14398.0,15361.0,15989.0,16833.0,18000.0,19210.0,19499.0,20738.0,21844.0,22525.0,23651.0,24736.0,25548.0,27442.0,28642.0,29688.0,29944.0
M,91,8576.0,8704.0,9006.0,9374.0,9745.0,10091.0,10808.0,11427.0,12007.0,12895.0,13816.0,14085.0,15034.0,15925.0,16530.0,17420.0,18278.0,18908.0,20335.0,21186.0,21833.0
M,92,4754.0,5852.0,5946.0,6141.0,6456.0,6698.0,6988.0,7556.0,8053.0,8496.0,9313.0,9974.0,10248.0,10976.0,11715.0,12106.0,12783.0,13407.0,13891.0,14890.0,15520.0
M,93,2925.0,3271.0,4021.0,4134.0,4288.0,4518.0,4716.0,4966.0,5435.0,5749.0,6145.0,6738.0,7252.0,7444.0,8060.0,8606.0,9123.0,9404.0,9942.0,10230.0,10979.0
M,94,1702.0,2028.0,2226.0,2735.0,2884.0,2992.0,3152.0,3290.0,3511.0,3877.0,4082.0,4496.0,4851.0,5355.0,5422.0,5876.0,6269.0,6651.0,6900.0,7315.0,7493.0
M,95,874.0,1022.0,1295.0,1419.0,1772.0,1902.0,2001.0,2098.0,2276.0,2441.0,2692.0,2867.0,3208.0,3415.0,3900.0,3865.0,4178.0,4548.0,4738.0,4917.0,5227.0
M,96,435.0,508.0,638.0,838.0,919.0,1135.0,1216.0,1326.0,1428.0,1540.0,1716.0,1866.0,2023.0,2253.0,2433.0,2778.0,2745.0,2971.0,3251.0,3397.0,3509.0
M,97,233.0,263.0,325.0,419.0,528.0,579.0,730.0,813.0,885.0,979.0,1060.0,1226.0,1297.0,1456.0,1646.0,1749.0,1994.0,1972.0,2145.0,2296.0,2415.0
M,98,124.0,151.0,170.0,194.0,268.0,351.0,368.0,490.0,541.0,606.0,700.0,730.0,854.0,908.0,1013.0,1185.0,1275.0,1430.0,1435.0,1557.0,1664.0
M,99,51.0,82.0,102.0,112.0,122.0,181.0,230.0,240.0,344.0,371.0,430.0,505.0,534.0,605.0,634.0,735.0,831.0,905.0,1022.0,1028.0,1106.0
M,100,26.0,23.0,45.0,64.0,74.0,79.0,104.0,144.0,133.0,222.0,245.0,295.0,339.0,358.0,420.0,436.0,522.0,593.0,642.0,715.0,739.0
M,101,7.0,10.0,8.0,7.0,16.0,22.0,22.0,32.0,50.0,43.0,63.0,79.0,102.0,105.0,124.0,140.0,141.0,170.0,196.0,205.0,252.0
M,102,1.0,3.0,1.0,2.0,,5.0,6.0,6.0,8.0,22.0,17.0,20.0,33.0,38.0,42.0,55.0,61.0,53.0,60.0,71.0,65.0
M,103,,1.0,2.0,1.0,1.0,,1.0,3.0,,1.0,4.0,2.0,5.0,11.0,15.0,13.0,19.0,31.0,24.0,23.0,24.0
M,104,,,1.0,,,,,,,,1.0,1.0,,2.0,4.0,4.0,6.0,9.0,12.0,8.0,6.0
M,105,,,,,,,,,,,,,,,,2.0,,1.0,3.0,2.0,2.0
M,106,,,,,,,,,,,,,,,,,,,,,2.0
M,107,,,,,,,,,,,,,,,,,,,,,
M,108,,,,,,,,,,,,,,,,,,,,,
M,109,,,,,,,,,,,,,,,,,,,,,
