år,pop_2.1
2038,5578769
2039,5581504
2040,5587545
2041,5597098
2042,5609857
2043,5625691
2044,5644362
2045,5662054
2046,5678952
2047,5694714
2048,5709449
2049,5723249
2050,5736001
2051,5747735
2052,5756990
2053,5763659
