sex,alder,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033,pop_2034,pop_2035,pop_2036,pop_2037,pop_2038
M,59,33856.0,35717.0,36466.0,37230.0,37100.0,38233.0,38579.0,37915.0,38292.0,38486.0,37344.0,37060.0,35717.0,35067.0,34213.0,35268.0
M,60,33238.0,33703.0,35560.0,36315.0,37069.0,36925.0,38086.0,38416.0,37782.0,38142.0,38355.0,37209.0,36939.0,35618.0,34977.0,34153.0
M,61,32420.0,33128.0,33561.0,35392.0,36171.0,36903.0,36762.0,37927.0,38272.0,37662.0,38006.0,38224.0,37105.0,36842.0,35547.0,34894.0
M,62,31875.0,32324.0,32993.0,33440.0,35240.0,36028.0,36765.0,36617.0,37785.0,38136.0,37551.0,37896.0,38111.0,36995.0,36741.0,35465.0
M,63,31627.0,31752.0,32183.0,32858.0,33304.0,35079.0,35874.0,36626.0,36457.0,37657.0,38017.0,37428.0,37773.0,38006.0,36922.0,36645.0
M,64,30857.0,31531.0,31619.0,32041.0,32707.0,33150.0,34944.0,35739.0,36490.0,36318.0,37524.0,37891.0,37310.0,37663.0,37901.0,36847.0
M,65,29861.0,30648.0,31288.0,31347.0,31791.0,32464.0,32914.0,34676.0,35485.0,36272.0,36111.0,37285.0,37698.0,37129.0,37489.0,37733.0
M,66,29798.0,29652.0,30427.0,31045.0,31134.0,31541.0,32246.0,32682.0,34453.0,35277.0,36062.0,35912.0,37092.0,37498.0,36968.0,37314.0
M,67,28764.0,29584.0,29420.0,30188.0,30774.0,30882.0,31300.0,32039.0,32492.0,34213.0,35071.0,35827.0,35757.0,36918.0,37333.0,36827.0
M,68,27721.0,28583.0,29385.0,29205.0,29945.0,30533.0,30641.0,31099.0,31819.0,32287.0,34008.0,34874.0,35626.0,35596.0,36760.0,37173.0
M,69,26980.0,27541.0,28350.0,29173.0,28989.0,29723.0,30308.0,30420.0,30872.0,31622.0,32091.0,33816.0,34706.0,35455.0,35460.0,36601.0
M,70,26474.0,26698.0,27230.0,27990.0,28864.0,28634.0,29381.0,29977.0,30065.0,30542.0,31309.0,31794.0,33526.0,34413.0,35199.0,35231.0
M,71,25160.0,26191.0,26392.0,26894.0,27610.0,28513.0,28289.0,29059.0,29663.0,29742.0,30237.0,30992.0,31540.0,33253.0,34155.0,34968.0
M,72,25075.0,24897.0,25869.0,26059.0,26579.0,27258.0,28167.0,27936.0,28759.0,29341.0,29453.0,29933.0,30723.0,31290.0,32987.0,33927.0
M,73,24671.0,24797.0,24615.0,25546.0,25743.0,26245.0,26932.0,27844.0,27659.0,28463.0,29058.0,29179.0,29661.0,30490.0,31052.0,32783.0
M,74,24612.0,24415.0,24517.0,24301.0,25223.0,25427.0,25920.0,26614.0,27520.0,27392.0,28165.0,28772.0,28920.0,29420.0,30256.0,30842.0
M,75,24288.0,24121.0,23887.0,23956.0,23743.0,24658.0,24903.0,25384.0,26119.0,26993.0,26879.0,27703.0,28310.0,28512.0,29041.0,29882.0
M,76,24418.0,23823.0,23617.0,23363.0,23443.0,23218.0,24155.0,24388.0,24896.0,25618.0,26539.0,26439.0,27285.0,27962.0,28149.0,28735.0
M,77,20835.0,23916.0,23329.0,23120.0,22818.0,22937.0,22731.0,23614.0,23892.0,24427.0,25182.0,26093.0,25977.0,26925.0,27590.0,27807.0
M,78,19491.0,20386.0,23459.0,22759.0,22578.0,22340.0,22424.0,22305.0,23175.0,23432.0,23987.0,24779.0,25683.0,25638.0,26565.0,27250.0
M,79,16617.0,19127.0,19947.0,22935.0,22230.0,22077.0,21888.0,21991.0,21875.0,22736.0,23021.0,23555.0,24378.0,25313.0,25310.0,26263.0
M,80,14484.0,16016.0,18383.0,19175.0,22026.0,21331.0,21249.0,21080.0,21229.0,21141.0,22023.0,22334.0,22911.0,23755.0,24717.0,24786.0
M,81,11843.0,13996.0,15412.0,17671.0,18392.0,21144.0,20492.0,20502.0,20347.0,20511.0,20490.0,21371.0,21694.0,22278.0,23181.0,24193.0
M,82,11475.0,11420.0,13431.0,14853.0,16927.0,17700.0,20320.0,19785.0,19785.0,19664.0,19847.0,19893.0,20760.0,21150.0,21763.0,22675.0
M,83,10253.0,11066.0,10986.0,12901.0,14233.0,16259.0,16995.0,19617.0,19065.0,19148.0,19035.0,19245.0,19327.0,20245.0,20633.0,21293.0
M,84,9065.0,9888.0,10691.0,10552.0,12430.0,13687.0,15641.0,16350.0,18974.0,18420.0,18516.0,18453.0,18698.0,18841.0,19759.0,20183.0
M,85,7812.0,8478.0,9125.0,9900.0,9762.0,11511.0,12711.0,14515.0,15289.0,17731.0,17321.0,17479.0,17442.0,17780.0,17954.0,18901.0
M,86,6657.0,7297.0,7877.0,8413.0,9126.0,9058.0,10665.0,11809.0,13469.0,14291.0,16649.0,16301.0,16523.0,16602.0,16975.0,17215.0
M,87,5523.0,6206.0,6790.0,7285.0,7806.0,8435.0,8414.0,9933.0,11042.0,12579.0,13408.0,15690.0,15400.0,15691.0,15829.0,16276.0
M,88,4721.0,5121.0,5730.0,6244.0,6701.0,7207.0,7800.0,7818.0,9197.0,10348.0,11846.0,12626.0,14808.0,14552.0,14958.0,15198.0
M,89,4033.0,4410.0,4729.0,5286.0,5766.0,6261.0,6677.0,7258.0,7277.0,8554.0,9722.0,11113.0,11933.0,14082.0,13875.0,14297.0
M,90,3616.0,3485.0,3634.0,3943.0,4412.0,4899.0,5252.0,5623.0,6199.0,6266.0,7329.0,8522.0,9718.0,10607.0,12638.0,12589.0
M,91,2747.0,2273.0,2200.0,2268.0,2450.0,2729.0,3073.0,3357.0,3580.0,3964.0,4023.0,4762.0,5528.0,6388.0,7026.0,8576.0
M,92,2294.0,1773.0,1470.0,1394.0,1386.0,1544.0,1708.0,1908.0,2095.0,2337.0,2501.0,2666.0,3160.0,3728.0,4326.0,4754.0
M,93,1703.0,1473.0,1159.0,931.0,870.0,867.0,953.0,1098.0,1225.0,1355.0,1566.0,1689.0,1745.0,2126.0,2532.0,2925.0
M,94,1256.0,1064.0,940.0,750.0,579.0,556.0,563.0,598.0,687.0,791.0,838.0,1006.0,1107.0,1178.0,1440.0,1702.0
M,95,887.0,651.0,539.0,493.0,392.0,309.0,277.0,312.0,313.0,385.0,423.0,462.0,550.0,638.0,709.0,874.0
M,96,692.0,445.0,342.0,277.0,243.0,207.0,161.0,154.0,162.0,156.0,220.0,238.0,256.0,318.0,378.0,435.0
M,97,469.0,374.0,231.0,183.0,143.0,111.0,133.0,81.0,83.0,85.0,84.0,136.0,142.0,142.0,205.0,233.0
M,98,286.0,253.0,185.0,105.0,100.0,75.0,60.0,62.0,36.0,45.0,40.0,49.0,73.0,79.0,90.0,124.0
M,99,174.0,152.0,123.0,101.0,48.0,52.0,36.0,31.0,31.0,22.0,23.0,25.0,32.0,45.0,50.0,51.0
M,100,95.0,68.0,57.0,51.0,45.0,18.0,17.0,20.0,12.0,15.0,8.0,10.0,13.0,12.0,23.0,26.0
M,101,54.0,21.0,8.0,11.0,7.0,6.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,7.0
M,102,32.0,17.0,6.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0
M,103,21.0,9.0,5.0,2.0,,,,,,,,1.0,,,,
M,104,5.0,6.0,2.0,1.0,,,,,,,,,1.0,,,
M,105,28.0,,1.0,,,,,,,,,,,,,
M,106,,7.0,,,,,,,,,,,,,,
M,107,,,3.0,,,,,,,,,,,,,
M,108,,,,1.0,,,,,,,,,,,,
M,109,,,,,,,,,,,,,,,,
