sex,alder,pop_2023,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048,pop_2049,pop_2050,pop_2051,pop_2052,pop_2053
K,0,24694.0,24514.0,24407.0,24289.0,24104.0,23583.0,23537.0,23232.0,23062.0,22844.0,22748.0
K,1,24713.0,24764.0,24587.0,24474.0,24357.0,24177.0,23668.0,23611.0,23304.0,23127.0,22915.0
K,2,25297.0,24788.0,24831.0,24651.0,24537.0,24441.0,24250.0,23731.0,23689.0,23381.0,23195.0
K,3,25312.0,25360.0,24864.0,24911.0,24725.0,24612.0,24511.0,24336.0,23809.0,23778.0,23455.0
K,4,25453.0,25392.0,25438.0,24931.0,24977.0,24795.0,24702.0,24585.0,24408.0,23867.0,23834.0
K,5,25922.0,25542.0,25482.0,25530.0,25019.0,25063.0,24872.0,24781.0,24672.0,24484.0,23944.0
K,6,25830.0,25992.0,25623.0,25554.0,25604.0,25100.0,25125.0,24948.0,24871.0,24759.0,24563.0
K,7,25957.0,25919.0,26087.0,25706.0,25640.0,25688.0,25159.0,25207.0,25036.0,24944.0,24850.0
K,8,26001.0,26047.0,26008.0,26176.0,25802.0,25710.0,25761.0,25242.0,25287.0,25122.0,25013.0
K,9,26287.0,26080.0,26128.0,26085.0,26258.0,25894.0,25793.0,25836.0,25313.0,25358.0,25200.0
K,10,26512.0,26384.0,26179.0,26222.0,26186.0,26347.0,25986.0,25882.0,25912.0,25403.0,25451.0
K,11,26692.0,26617.0,26461.0,26272.0,26299.0,26276.0,26430.0,26073.0,25957.0,25987.0,25497.0
K,12,26939.0,26780.0,26709.0,26549.0,26363.0,26379.0,26370.0,26512.0,26148.0,26028.0,26067.0
K,13,27186.0,27030.0,26862.0,26794.0,26651.0,26448.0,26472.0,26466.0,26604.0,26229.0,26110.0
K,14,27442.0,27280.0,27135.0,26959.0,26890.0,26746.0,26536.0,26567.0,26550.0,26697.0,26325.0
K,15,27841.0,27528.0,27362.0,27223.0,27056.0,26983.0,26831.0,26615.0,26648.0,26639.0,26768.0
K,16,28352.0,27930.0,27615.0,27446.0,27307.0,27138.0,27055.0,26927.0,26719.0,26715.0,26712.0
K,17,28270.0,28437.0,28025.0,27711.0,27520.0,27403.0,27233.0,27147.0,27003.0,26819.0,26806.0
K,18,28765.0,28367.0,28523.0,28131.0,27807.0,27608.0,27498.0,27327.0,27249.0,27098.0,26922.0
K,19,29167.0,28864.0,28459.0,28607.0,28228.0,27905.0,27703.0,27569.0,27405.0,27334.0,27199.0
K,20,27537.0,29264.0,28948.0,28538.0,28693.0,28340.0,27987.0,27779.0,27654.0,27499.0,27408.0
