sex,alder,pop_2023,pop_4107,pop_4108,pop_4109,pop_4110,pop_4111,pop_4112,pop_4113,pop_4114,pop_4115,pop_4116,pop_4117,pop_4118,pop_4119,pop_4120,pop_4121,pop_4122,pop_4123,pop_4124,pop_4125,pop_4126,pop_4127,pop_4128,pop_4129,pop_4130,pop_4131,pop_4132,pop_4133,pop_4134,pop_4135,pop_4136,pop_4137,pop_4138,pop_4139,pop_4140,pop_4141,pop_4142,pop_4143,pop_4144,pop_4145,pop_4146,pop_4147,pop_4148,pop_4149,pop_4150,pop_4151,pop_4152,pop_4153,pop_4154,pop_4155,pop_4156,pop_4157,pop_4158,pop_4159,pop_4160,pop_4161,pop_4162,pop_4163
K,0,18690.0,25936.0,25579.0,25393.0,25247.0,24670.0,24703.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22638.0,22372.0,21987.0,22000.0,21807.0,21676.0,21513.0,21381.0,21051.0,21000.0,21009.0,21053.0,21259.0,21256.0,21568.0,21620.0,22551.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24283.0,24130.0,24331.0,24135.0,24028.0,23908.0,23405.0,23327.0,23155.0,23088.0,23067.0,22451.0,22467.0,22465.0,22327.0,22023,22110,22071.0,22238.0,21771.0,22335.0
K,1,18901.0,18690.0,25936.0,25579.0,25393.0,25247.0,24670.0,24703.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22638.0,22372.0,21987.0,22000.0,21807.0,21676.0,21513.0,21381.0,21051.0,21000.0,21009.0,21053.0,21259.0,21256.0,21568.0,21620.0,22551.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24283.0,24130.0,24331.0,24135.0,24028.0,23908.0,23405.0,23327.0,23155.0,23088.0,23067.0,22451.0,22467.0,22465.0,22327,22023,22110.0,22071.0,22238.0,21771.0
K,2,18944.0,18901.0,18690.0,25936.0,25579.0,25393.0,25247.0,24670.0,24703.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22638.0,22372.0,21987.0,22000.0,21807.0,21676.0,21513.0,21381.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22551.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24283.0,24130.0,24331.0,24135.0,24028.0,23908.0,23405.0,23327.0,23155.0,23088.0,23067.0,22451.0,22467.0,22465,22327,22023.0,22110.0,22071.0,22238.0
K,3,19573.0,18944.0,18901.0,18690.0,25936.0,25579.0,25393.0,25247.0,24670.0,24703.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,22000.0,21807.0,21676.0,21513.0,21381.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22551.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24283.0,24130.0,24331.0,24135.0,24028.0,23908.0,23405.0,23327.0,23155.0,23088.0,23067.0,22451.0,22467,22465,22327.0,22023.0,22110.0,22071.0
K,4,19480.0,19573.0,18944.0,18901.0,18690.0,25936.0,25579.0,25393.0,25247.0,24670.0,24703.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21676.0,21513.0,21381.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22551.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24283.0,24130.0,24331.0,24135.0,24028.0,23908.0,23405.0,23327.0,23155.0,23088.0,23067.0,22451,22467,22465.0,22327.0,22023.0,22109.0
K,5,19701.0,19480.0,19573.0,18944.0,18901.0,18690.0,25936.0,25579.0,25393.0,25247.0,24670.0,24703.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21676.0,21513.0,21381.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22551.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24283.0,24130.0,24331.0,24135.0,24028.0,23908.0,23405.0,23327.0,23155.0,23088.0,23066,22451,22467.0,22465.0,22327.0,22023.0
K,6,19983.0,19701.0,19480.0,19573.0,18944.0,18901.0,18690.0,25936.0,25579.0,25393.0,25247.0,24670.0,24703.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21676.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22551.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24283.0,24129.0,24331.0,24135.0,24028.0,23908.0,23405.0,23326.0,23155.0,23088,23066,22451.0,22467.0,22465.0,22325.0
K,7,20137.0,19983.0,19701.0,19480.0,19573.0,18944.0,18901.0,18690.0,25936.0,25579.0,25393.0,25247.0,24670.0,24703.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21676.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22551.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24283.0,24129.0,24330.0,24135.0,24028.0,23908.0,23405.0,23326.0,23154,23088,23065.0,22451.0,22467.0,22465.0
K,8,20392.0,20137.0,19983.0,19701.0,19480.0,19573.0,18944.0,18901.0,18690.0,25936.0,25578.0,25393.0,25247.0,24670.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21676.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22551.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24283.0,24129.0,24330.0,24135.0,24028.0,23908.0,23405.0,23326,23154,23088.0,23065.0,22451.0,22467.0
K,9,20554.0,20392.0,20137.0,19983.0,19701.0,19480.0,19573.0,18944.0,18901.0,18690.0,25936.0,25578.0,25393.0,25247.0,24670.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21676.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22551.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24282.0,24129.0,24330.0,24135.0,24028.0,23908.0,23405,23326,23154.0,23088.0,23064.0,22450.0
K,10,20840.0,20554.0,20392.0,20137.0,19983.0,19701.0,19480.0,19573.0,18944.0,18901.0,18690.0,25936.0,25578.0,25393.0,25247.0,24670.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21676.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24282.0,24129.0,24330.0,24135.0,24028.0,23908,23405,23326.0,23154.0,23088.0,23064.0
K,11,20967.0,20840.0,20554.0,20392.0,20137.0,19983.0,19701.0,19480.0,19573.0,18944.0,18901.0,18690.0,25936.0,25578.0,25393.0,25247.0,24670.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21676.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24282.0,24129.0,24330.0,24135.0,24028,23908,23405.0,23326.0,23154.0,23088.0
K,12,21035.0,20967.0,20840.0,20554.0,20392.0,20137.0,19983.0,19701.0,19480.0,19573.0,18944.0,18901.0,18690.0,25936.0,25578.0,25393.0,25247.0,24670.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21676.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24282.0,24129.0,24330.0,24135,24028,23908.0,23405.0,23326.0,23154.0
K,13,21236.0,21035.0,20967.0,20840.0,20554.0,20392.0,20137.0,19982.0,19701.0,19480.0,19572.0,18944.0,18901.0,18690.0,25936.0,25578.0,25393.0,25247.0,24670.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21675.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912.0,23283.0,23690.0,23835.0,24043.0,24282.0,24129.0,24330,24135,24028.0,23908.0,23405.0,23326.0
K,14,21330.0,21236.0,21035.0,20967.0,20840.0,20554.0,20392.0,20137.0,19982.0,19701.0,19480.0,19572.0,18944.0,18901.0,18690.0,25936.0,25578.0,25393.0,25247.0,24670.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21675.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912.0,23282.0,23690.0,23835.0,24043.0,24282.0,24129,24330,24135.0,24028.0,23908.0,23405.0
K,15,21643.0,21330.0,21236.0,21035.0,20967.0,20840.0,20554.0,20392.0,20137.0,19982.0,19701.0,19480.0,19572.0,18944.0,18901.0,18690.0,25936.0,25578.0,25393.0,25247.0,24670.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22728.0,22637.0,22372.0,21987.0,21999.0,21807.0,21675.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912.0,23282.0,23690.0,23835.0,24043.0,24282,24129,24330.0,24135.0,24028.0,23908.0
K,16,21781.0,21643.0,21330.0,21236.0,21035.0,20967.0,20840.0,20554.0,20392.0,20137.0,19982.0,19701.0,19480.0,19572.0,18944.0,18901.0,18690.0,25936.0,25578.0,25393.0,25247.0,24670.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22727.0,22637.0,22372.0,21987.0,21999.0,21807.0,21675.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912.0,23282.0,23690.0,23835.0,24043,24282,24129.0,24330.0,24135.0,24028.0
K,17,22004.0,21781.0,21643.0,21330.0,21236.0,21035.0,20967.0,20840.0,20554.0,20392.0,20137.0,19982.0,19701.0,19480.0,19572.0,18944.0,18901.0,18690.0,25936.0,25577.0,25393.0,25247.0,24669.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22727.0,22637.0,22372.0,21987.0,21999.0,21807.0,21675.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912.0,23282.0,23690.0,23835,24042,24282.0,24129.0,24330.0,24135.0
K,18,22135.0,22004.0,21781.0,21643.0,21330.0,21236.0,21035.0,20967.0,20840.0,20554.0,20392.0,20137.0,19982.0,19701.0,19480.0,19572.0,18944.0,18901.0,18690.0,25936.0,25577.0,25393.0,25247.0,24669.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22727.0,22637.0,22372.0,21987.0,21999.0,21807.0,21675.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912.0,23282.0,23690,23835,24042.0,24282.0,24129.0,24330.0
K,19,22313.0,22135.0,22004.0,21781.0,21643.0,21330.0,21236.0,21035.0,20967.0,20840.0,20554.0,20392.0,20137.0,19982.0,19701.0,19480.0,19572.0,18944.0,18901.0,18690.0,25936.0,25577.0,25393.0,25247.0,24669.0,24702.0,24035.0,24081.0,23770.0,23434.0,23111.0,22988.0,22727.0,22637.0,22372.0,21987.0,21999.0,21807.0,21675.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912.0,23282,23690,23835.0,24042.0,24282.0,24129.0
K,20,22370.0,22312.0,22135.0,22004.0,21781.0,21643.0,21330.0,21236.0,21035.0,20967.0,20840.0,20554.0,20391.0,20137.0,19982.0,19701.0,19480.0,19572.0,18944.0,18900.0,18690.0,25936.0,25577.0,25393.0,25247.0,24669.0,24702.0,24035.0,24081.0,23770.0,23433.0,23111.0,22988.0,22727.0,22637.0,22372.0,21987.0,21999.0,21807.0,21675.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21259.0,21256.0,21568.0,21620.0,22550.0,22558.0,22912,23282,23690.0,23835.0,24042.0,24282.0
K,21,22691.0,22370.0,22312.0,22135.0,22004.0,21781.0,21643.0,21330.0,21236.0,21034.0,20967.0,20840.0,20554.0,20391.0,20136.0,19982.0,19701.0,19480.0,19572.0,18944.0,18900.0,18690.0,25936.0,25577.0,25393.0,25247.0,24669.0,24702.0,24035.0,24081.0,23770.0,23433.0,23111.0,22988.0,22727.0,22636.0,22372.0,21987.0,21999.0,21807.0,21675.0,21513.0,21380.0,21051.0,21000.0,21008.0,21053.0,21258.0,21256.0,21568.0,21620.0,22550.0,22558,22912,23282.0,23690.0,23835.0,24042.0
K,22,22930.0,22691.0,22370.0,22312.0,22135.0,22004.0,21781.0,21643.0,21330.0,21236.0,21034.0,20967.0,20840.0,20554.0,20391.0,20136.0,19982.0,19701.0,19480.0,19572.0,18944.0,18900.0,18689.0,25936.0,25577.0,25393.0,25247.0,24669.0,24702.0,24035.0,24081.0,23770.0,23433.0,23111.0,22988.0,22727.0,22636.0,22372.0,21987.0,21999.0,21807.0,21675.0,21512.0,21380.0,21051.0,21000.0,21008.0,21053.0,21258.0,21256.0,21568.0,21620.0,22550,22558,22912.0,23282.0,23690.0,23834.0
K,23,23099.0,22930.0,22691.0,22370.0,22312.0,22135.0,22004.0,21781.0,21643.0,21330.0,21236.0,21034.0,20967.0,20840.0,20554.0,20391.0,20136.0,19982.0,19701.0,19480.0,19572.0,18944.0,18900.0,18689.0,25935.0,25577.0,25393.0,25247.0,24669.0,24702.0,24035.0,24081.0,23770.0,23433.0,23111.0,22988.0,22727.0,22636.0,22372.0,21987.0,21999.0,21807.0,21675.0,21512.0,21380.0,21051.0,21000.0,21008.0,21053.0,21258.0,21256.0,21568.0,21620,22550,22558.0,22912.0,23282.0,23690.0
K,24,23179.0,23099.0,22930.0,22691.0,22370.0,22312.0,22135.0,22004.0,21781.0,21643.0,21330.0,21236.0,21034.0,20966.0,20840.0,20554.0,20391.0,20136.0,19982.0,19701.0,19480.0,19572.0,18944.0,18900.0,18689.0,25935.0,25577.0,25393.0,25246.0,24669.0,24702.0,24035.0,24081.0,23770.0,23433.0,23110.0,22988.0,22727.0,22636.0,22372.0,21986.0,21999.0,21807.0,21675.0,21512.0,21380.0,21051.0,21000.0,21008.0,21053.0,21258.0,21256.0,21568,21620,22550.0,22558.0,22912.0,23281.0
K,25,23649.0,23179.0,23099.0,22930.0,22691.0,22370.0,22312.0,22135.0,22004.0,21780.0,21643.0,21330.0,21236.0,21034.0,20966.0,20840.0,20554.0,20391.0,20136.0,19982.0,19701.0,19480.0,19572.0,18944.0,18900.0,18689.0,25935.0,25577.0,25393.0,25246.0,24669.0,24702.0,24035.0,24081.0,23770.0,23433.0,23110.0,22988.0,22727.0,22636.0,22372.0,21986.0,21999.0,21807.0,21675.0,21512.0,21380.0,21051.0,21000.0,21008.0,21053.0,21258.0,21256,21568,21620.0,22550.0,22558.0,22912.0
K,26,23656.0,23649.0,23179.0,23099.0,22930.0,22690.0,22370.0,22312.0,22135.0,22004.0,21779.0,21643.0,21330.0,21236.0,21034.0,20966.0,20840.0,20554.0,20391.0,20136.0,19981.0,19701.0,19480.0,19572.0,18944.0,18899.0,18689.0,25934.0,25577.0,25393.0,25246.0,24669.0,24702.0,24035.0,24081.0,23770.0,23432.0,23110.0,22987.0,22727.0,22636.0,22372.0,21986.0,21999.0,21807.0,21675.0,21512.0,21380.0,21051.0,21000.0,21008.0,21053.0,21258,21256,21568.0,21620.0,22550.0,22558.0
K,27,24155.0,23656.0,23649.0,23179.0,23099.0,22930.0,22690.0,22370.0,22312.0,22135.0,22004.0,21779.0,21643.0,21330.0,21236.0,21034.0,20965.0,20840.0,20554.0,20391.0,20136.0,19981.0,19701.0,19480.0,19572.0,18944.0,18899.0,18689.0,25934.0,25577.0,25393.0,25246.0,24669.0,24702.0,24035.0,24081.0,23770.0,23431.0,23110.0,22987.0,22727.0,22636.0,22372.0,21986.0,21999.0,21807.0,21675.0,21512.0,21380.0,21051.0,21000.0,21008.0,21053,21258,21256.0,21568.0,21620.0,22550.0
K,28,24302.0,24155.0,23656.0,23649.0,23179.0,23099.0,22929.0,22690.0,22370.0,22312.0,22135.0,22004.0,21779.0,21643.0,21330.0,21236.0,21034.0,20965.0,20840.0,20554.0,20391.0,20136.0,19981.0,19701.0,19480.0,19572.0,18944.0,18899.0,18689.0,25934.0,25577.0,25393.0,25246.0,24669.0,24702.0,24035.0,24081.0,23770.0,23431.0,23110.0,22987.0,22727.0,22636.0,22372.0,21986.0,21999.0,21807.0,21674.0,21512.0,21380.0,21051.0,21000.0,21007,21053,21258.0,21255.0,21568.0,21620.0
K,29,24735.0,24302.0,24155.0,23656.0,23649.0,23179.0,23099.0,22929.0,22690.0,22370.0,22312.0,22134.0,22004.0,21779.0,21643.0,21330.0,21236.0,21034.0,20965.0,20840.0,20554.0,20391.0,20136.0,19981.0,19701.0,19480.0,19572.0,18944.0,18899.0,18689.0,25934.0,25577.0,25393.0,25246.0,24669.0,24702.0,24035.0,24081.0,23770.0,23431.0,23110.0,22987.0,22727.0,22636.0,22372.0,21986.0,21999.0,21807.0,21674.0,21512.0,21380.0,21051.0,21000,21007,21053.0,21258.0,21255.0,21568.0
K,30,24876.0,24735.0,24302.0,24154.0,23656.0,23649.0,23179.0,23099.0,22929.0,22690.0,22370.0,22312.0,22134.0,22004.0,21779.0,21643.0,21330.0,21236.0,21034.0,20965.0,20840.0,20554.0,20391.0,20136.0,19981.0,19701.0,19480.0,19572.0,18944.0,18899.0,18689.0,25934.0,25577.0,25392.0,25246.0,24668.0,24702.0,24035.0,24081.0,23769.0,23431.0,23110.0,22987.0,22726.0,22636.0,22372.0,21986.0,21999.0,21807.0,21674.0,21512.0,21380.0,21051,21000,21007.0,21053.0,21258.0,21255.0
K,31,25095.0,24876.0,24735.0,24302.0,24154.0,23656.0,23649.0,23179.0,23099.0,22929.0,22690.0,22370.0,22312.0,22134.0,22004.0,21779.0,21643.0,21330.0,21236.0,21032.0,20965.0,20840.0,20553.0,20391.0,20136.0,19981.0,19701.0,19480.0,19571.0,18944.0,18899.0,18689.0,25934.0,25577.0,25391.0,25246.0,24668.0,24702.0,24035.0,24081.0,23769.0,23431.0,23110.0,22986.0,22726.0,22636.0,22371.0,21986.0,21999.0,21807.0,21674.0,21512.0,21380,21051,21000.0,21007.0,21053.0,21258.0
K,32,25336.0,25095.0,24876.0,24735.0,24302.0,24154.0,23656.0,23649.0,23179.0,23099.0,22928.0,22689.0,22370.0,22312.0,22134.0,22004.0,21779.0,21643.0,21329.0,21236.0,21032.0,20965.0,20840.0,20553.0,20391.0,20136.0,19981.0,19701.0,19480.0,19571.0,18944.0,18899.0,18689.0,25934.0,25577.0,25391.0,25245.0,24668.0,24702.0,24035.0,24081.0,23769.0,23431.0,23110.0,22986.0,22726.0,22636.0,22371.0,21986.0,21999.0,21807.0,21674.0,21512,21380,21051.0,21000.0,21007.0,21053.0
K,33,25725.0,25336.0,25095.0,24876.0,24735.0,24302.0,24154.0,23656.0,23649.0,23179.0,23099.0,22928.0,22688.0,22370.0,22312.0,22134.0,22004.0,21779.0,21643.0,21329.0,21236.0,21032.0,20965.0,20840.0,20553.0,20391.0,20136.0,19981.0,19701.0,19480.0,19571.0,18944.0,18899.0,18689.0,25934.0,25577.0,25391.0,25245.0,24668.0,24702.0,24035.0,24081.0,23769.0,23431.0,23110.0,22986.0,22726.0,22636.0,22371.0,21986.0,21999.0,21807.0,21674,21512,21380.0,21051.0,21000.0,21007.0
K,34,26062.0,25725.0,25336.0,25095.0,24876.0,24735.0,24301.0,24154.0,23656.0,23649.0,23179.0,23099.0,22928.0,22688.0,22370.0,22312.0,22134.0,22004.0,21779.0,21643.0,21329.0,21235.0,21032.0,20965.0,20840.0,20553.0,20391.0,20136.0,19981.0,19701.0,19480.0,19571.0,18943.0,18899.0,18689.0,25934.0,25577.0,25391.0,25245.0,24668.0,24702.0,24035.0,24081.0,23769.0,23431.0,23110.0,22986.0,22726.0,22636.0,22371.0,21986.0,21999.0,21807,21674,21512.0,21380.0,21051.0,21000.0
K,35,26252.0,26062.0,25725.0,25336.0,25095.0,24876.0,24735.0,24301.0,24154.0,23656.0,23649.0,23179.0,23099.0,22928.0,22688.0,22370.0,22312.0,22134.0,22004.0,21779.0,21643.0,21329.0,21235.0,21032.0,20965.0,20840.0,20553.0,20391.0,20136.0,19980.0,19701.0,19479.0,19571.0,18943.0,18899.0,18689.0,25934.0,25577.0,25391.0,25245.0,24668.0,24702.0,24035.0,24081.0,23769.0,23431.0,23110.0,22986.0,22726.0,22636.0,22371.0,21986.0,21999,21807,21674.0,21512.0,21380.0,21051.0
K,36,26905.0,26252.0,26062.0,25724.0,25336.0,25094.0,24876.0,24735.0,24301.0,24154.0,23656.0,23649.0,23179.0,23099.0,22928.0,22688.0,22370.0,22312.0,22134.0,22004.0,21779.0,21643.0,21329.0,21235.0,21032.0,20965.0,20840.0,20553.0,20391.0,20136.0,19980.0,19701.0,19479.0,19571.0,18943.0,18899.0,18689.0,25934.0,25577.0,25391.0,25245.0,24668.0,24702.0,24035.0,24081.0,23769.0,23431.0,23110.0,22986.0,22725.0,22636.0,22370.0,21986,21999,21807.0,21674.0,21512.0,21380.0
K,37,27088.0,26904.0,26252.0,26062.0,25724.0,25336.0,25094.0,24876.0,24735.0,24301.0,24154.0,23656.0,23649.0,23179.0,23099.0,22928.0,22688.0,22370.0,22312.0,22134.0,22004.0,21779.0,21643.0,21329.0,21235.0,21032.0,20965.0,20840.0,20553.0,20391.0,20136.0,19980.0,19701.0,19479.0,19571.0,18943.0,18899.0,18689.0,25934.0,25577.0,25391.0,25245.0,24668.0,24702.0,24034.0,24081.0,23769.0,23431.0,23110.0,22986.0,22725.0,22636.0,22370,21986,21999.0,21807.0,21674.0,21512.0
K,38,27240.0,27088.0,26904.0,26252.0,26062.0,25724.0,25336.0,25092.0,24876.0,24735.0,24301.0,24154.0,23656.0,23649.0,23179.0,23099.0,22928.0,22688.0,22369.0,22312.0,22134.0,22004.0,21779.0,21643.0,21329.0,21235.0,21032.0,20965.0,20840.0,20553.0,20391.0,20136.0,19980.0,19701.0,19479.0,19571.0,18943.0,18899.0,18689.0,25933.0,25577.0,25391.0,25245.0,24668.0,24702.0,24034.0,24081.0,23769.0,23431.0,23110.0,22986.0,22725.0,22636,22370,21986.0,21999.0,21807.0,21674.0
K,39,27522.0,27240.0,27088.0,26904.0,26252.0,26062.0,25724.0,25336.0,25092.0,24876.0,24735.0,24301.0,24154.0,23656.0,23649.0,23179.0,23099.0,22928.0,22688.0,22369.0,22312.0,22134.0,22004.0,21779.0,21643.0,21329.0,21235.0,21032.0,20965.0,20840.0,20553.0,20391.0,20135.0,19980.0,19701.0,19479.0,19571.0,18943.0,18899.0,18689.0,25933.0,25576.0,25391.0,25245.0,24668.0,24702.0,24034.0,24081.0,23769.0,23431.0,23110.0,22986.0,22725,22636,22370.0,21986.0,21999.0,21807.0
K,40,27775.0,27521.0,27239.0,27088.0,26904.0,26252.0,26062.0,25724.0,25336.0,25092.0,24876.0,24735.0,24301.0,24154.0,23656.0,23649.0,23179.0,23099.0,22928.0,22688.0,22369.0,22312.0,22134.0,22004.0,21778.0,21643.0,21329.0,21234.0,21031.0,20964.0,20840.0,20553.0,20391.0,20135.0,19980.0,19701.0,19479.0,19571.0,18943.0,18899.0,18689.0,25933.0,25576.0,25391.0,25244.0,24668.0,24702.0,24034.0,24081.0,23768.0,23431.0,23110.0,22986,22725,22636.0,22370.0,21986.0,21999.0
K,41,27781.0,27775.0,27521.0,27239.0,27088.0,26904.0,26252.0,26062.0,25724.0,25336.0,25092.0,24876.0,24735.0,24301.0,24154.0,23655.0,23649.0,23179.0,23099.0,22928.0,22688.0,22369.0,22312.0,22134.0,22004.0,21778.0,21643.0,21329.0,21234.0,21031.0,20964.0,20840.0,20553.0,20391.0,20135.0,19979.0,19701.0,19479.0,19571.0,18943.0,18899.0,18689.0,25933.0,25576.0,25391.0,25244.0,24668.0,24702.0,24034.0,24081.0,23768.0,23431.0,23110,22986,22725.0,22636.0,22369.0,21986.0
K,42,28385.0,27781.0,27775.0,27521.0,27239.0,27088.0,26904.0,26252.0,26062.0,25724.0,25336.0,25092.0,24876.0,24735.0,24301.0,24154.0,23655.0,23649.0,23179.0,23099.0,22928.0,22688.0,22368.0,22312.0,22134.0,22004.0,21777.0,21643.0,21329.0,21234.0,21031.0,20964.0,20840.0,20553.0,20391.0,20135.0,19979.0,19701.0,19479.0,19571.0,18943.0,18899.0,18689.0,25933.0,25576.0,25391.0,25244.0,24667.0,24702.0,24034.0,24081.0,23768.0,23430,23110,22986.0,22724.0,22636.0,22369.0
K,43,28449.0,28385.0,27781.0,27775.0,27521.0,27239.0,27088.0,26904.0,26252.0,26062.0,25724.0,25336.0,25092.0,24876.0,24735.0,24301.0,24154.0,23655.0,23649.0,23179.0,23099.0,22927.0,22688.0,22368.0,22311.0,22133.0,22004.0,21777.0,21643.0,21329.0,21234.0,21031.0,20964.0,20840.0,20553.0,20391.0,20135.0,19979.0,19701.0,19479.0,19571.0,18943.0,18899.0,18689.0,25933.0,25576.0,25390.0,25244.0,24667.0,24702.0,24034.0,24081.0,23768,23430,23110.0,22986.0,22724.0,22636.0
K,44,28625.0,28449.0,28384.0,27781.0,27775.0,27521.0,27239.0,27088.0,26904.0,26252.0,26062.0,25723.0,25336.0,25092.0,24876.0,24735.0,24301.0,24154.0,23655.0,23649.0,23179.0,23099.0,22927.0,22688.0,22368.0,22311.0,22133.0,22004.0,21777.0,21643.0,21329.0,21234.0,21031.0,20964.0,20840.0,20552.0,20391.0,20135.0,19979.0,19700.0,19479.0,19571.0,18943.0,18899.0,18689.0,25933.0,25576.0,25389.0,25243.0,24667.0,24702.0,24034.0,24081,23768,23429.0,23110.0,22986.0,22724.0
K,45,29079.0,28625.0,28449.0,28384.0,27781.0,27775.0,27521.0,27239.0,27088.0,26904.0,26252.0,26062.0,25723.0,25336.0,25092.0,24876.0,24735.0,24301.0,24154.0,23655.0,23649.0,23179.0,23099.0,22927.0,22687.0,22368.0,22311.0,22133.0,22004.0,21777.0,21643.0,21329.0,21234.0,21031.0,20964.0,20840.0,20552.0,20391.0,20135.0,19979.0,19700.0,19479.0,19571.0,18943.0,18899.0,18689.0,25932.0,25576.0,25388.0,25243.0,24667.0,24702.0,24034,24080,23768.0,23429.0,23110.0,22986.0
K,46,28958.0,29079.0,28625.0,28449.0,28384.0,27781.0,27775.0,27521.0,27239.0,27088.0,26904.0,26251.0,26062.0,25723.0,25336.0,25092.0,24876.0,24735.0,24301.0,24154.0,23655.0,23647.0,23179.0,23099.0,22927.0,22687.0,22368.0,22311.0,22133.0,22004.0,21777.0,21642.0,21329.0,21234.0,21031.0,20964.0,20840.0,20552.0,20391.0,20135.0,19979.0,19700.0,19479.0,19571.0,18943.0,18899.0,18689.0,25931.0,25576.0,25388.0,25243.0,24667.0,24702,24034,24080.0,23768.0,23428.0,23110.0
