sex,alder,pop_2023,pop_4107,pop_4108,pop_4109,pop_4110,pop_4111,pop_4112,pop_4113,pop_4114,pop_4115,pop_4116,pop_4117,pop_4118,pop_4119,pop_4120,pop_4121,pop_4122,pop_4123,pop_4124,pop_4125,pop_4126,pop_4127,pop_4128,pop_4129,pop_4130,pop_4131,pop_4132,pop_4133,pop_4134,pop_4135,pop_4136,pop_4137,pop_4138,pop_4139,pop_4140,pop_4141,pop_4142,pop_4143,pop_4144,pop_4145,pop_4146,pop_4147,pop_4148,pop_4149,pop_4150,pop_4151,pop_4152,pop_4153,pop_4154,pop_4155,pop_4156,pop_4157,pop_4158,pop_4159,pop_4160,pop_4161,pop_4162,pop_4163
M,95,4726.0,5132.0,5118.0,5235.0,5151.0,5217.0,4920.0,5151.0,5455.0,5977.0,6053.0,6373.0,6452.0,6693.0,6472.0,6538.0,6799.0,7141.0,7247.0,7359.0,7581.0,7801.0,7954.0,7861.0,7802.0,7691.0,7562.0,7654.0,7566.0,7608.0,7268.0,7132.0,7120.0,6999.0,7188.0,6764.0,6584.0,6404.0,6390.0,6411.0,6303.0,6276.0,6210.0,6132.0,6038.0,6032.0,5937.0,5886.0,5870.0,5775.0,5754.0,5823.0,5725,5834,5533.0,5674.0,5415.0,5484.0
M,96,3603.0,3446.0,3805.0,3820.0,3860.0,3867.0,3903.0,3693.0,3841.0,4085.0,4459.0,4563.0,4786.0,4846.0,5025.0,4886.0,4902.0,5121.0,5331.0,5344.0,5476.0,5653.0,5788.0,5901.0,5856.0,5821.0,5762.0,5673.0,5748.0,5677.0,5732.0,5514.0,5316.0,5352.0,5241.0,5454.0,5130.0,4870.0,4764.0,4762.0,4795.0,4703.0,4679.0,4609.0,4571.0,4481.0,4456.0,4390.0,4412.0,4372.0,4281.0,4292.0,4369,4242,4332.0,4084.0,4265.0,4028.0
M,97,2591.0,2700.0,2596.0,2885.0,2836.0,2868.0,2852.0,2917.0,2701.0,2827.0,3039.0,3322.0,3425.0,3608.0,3645.0,3788.0,3622.0,3635.0,3837.0,4025.0,4020.0,4094.0,4260.0,4317.0,4432.0,4386.0,4309.0,4284.0,4230.0,4286.0,4238.0,4329.0,4072.0,3968.0,4046.0,3912.0,4100.0,3823.0,3728.0,3679.0,3635.0,3673.0,3562.0,3502.0,3464.0,3455.0,3340.0,3377.0,3302.0,3308.0,3299.0,3213.0,3268,3315,3202.0,3267.0,3109.0,3261.0
M,98,1863.0,1938.0,2004.0,1944.0,2196.0,2139.0,2138.0,2122.0,2203.0,1996.0,2085.0,2288.0,2457.0,2586.0,2734.0,2764.0,2870.0,2728.0,2773.0,2891.0,3038.0,3045.0,3089.0,3167.0,3182.0,3262.0,3325.0,3229.0,3228.0,3230.0,3201.0,3153.0,3229.0,3031.0,3073.0,3014.0,2977.0,3059.0,2888.0,2760.0,2734.0,2730.0,2735.0,2670.0,2633.0,2570.0,2594.0,2484.0,2520.0,2472.0,2477.0,2473.0,2361,2442,2466.0,2436.0,2461.0,2334.0
M,99,1379.0,1408.0,1449.0,1526.0,1458.0,1673.0,1595.0,1555.0,1588.0,1684.0,1466.0,1544.0,1700.0,1828.0,1927.0,2039.0,2058.0,2166.0,2030.0,2057.0,2150.0,2276.0,2275.0,2300.0,2317.0,2379.0,2449.0,2489.0,2465.0,2443.0,2449.0,2374.0,2369.0,2448.0,2273.0,2307.0,2250.0,2243.0,2305.0,2157.0,2083.0,2067.0,2077.0,2058.0,2004.0,2007.0,1921.0,1961.0,1909.0,1912.0,1859.0,1892.0,1883,1790,1810.0,1862.0,1840.0,1854.0
M,100,1038.0,1039.0,1072.0,1097.0,1162.0,1093.0,1235.0,1195.0,1150.0,1182.0,1249.0,1095.0,1137.0,1279.0,1354.0,1439.0,1505.0,1499.0,1641.0,1540.0,1491.0,1605.0,1700.0,1679.0,1723.0,1722.0,1777.0,1780.0,1887.0,1807.0,1833.0,1811.0,1801.0,1786.0,1815.0,1725.0,1676.0,1720.0,1689.0,1766.0,1589.0,1574.0,1554.0,1564.0,1552.0,1513.0,1516.0,1450.0,1478.0,1413.0,1441.0,1381.0,1434,1415,1356.0,1375.0,1431.0,1368.0
M,101,382.0,366.0,384.0,381.0,398.0,439.0,394.0,446.0,443.0,429.0,454.0,463.0,389.0,412.0,491.0,490.0,513.0,544.0,551.0,632.0,608.0,550.0,598.0,651.0,634.0,630.0,646.0,659.0,649.0,714.0,659.0,681.0,668.0,670.0,679.0,697.0,646.0,650.0,637.0,633.0,664.0,592.0,575.0,583.0,575.0,578.0,573.0,575.0,528.0,555.0,514.0,556.0,539,540,529.0,523.0,534.0,543.0
M,102,146.0,139.0,141.0,134.0,131.0,152.0,157.0,141.0,167.0,169.0,162.0,170.0,167.0,136.0,142.0,172.0,175.0,206.0,223.0,210.0,232.0,248.0,217.0,220.0,232.0,229.0,227.0,231.0,219.0,235.0,258.0,227.0,233.0,228.0,225.0,237.0,242.0,230.0,240.0,238.0,221.0,248.0,210.0,231.0,228.0,216.0,214.0,217.0,210.0,192.0,209.0,195.0,205,200,199.0,196.0,196.0,185.0
M,103,50.0,52.0,55.0,55.0,49.0,47.0,50.0,62.0,51.0,55.0,69.0,72.0,64.0,71.0,63.0,54.0,64.0,70.0,75.0,91.0,89.0,69.0,82.0,77.0,86.0,91.0,99.0,88.0,76.0,72.0,97.0,93.0,92.0,90.0,99.0,82.0,92.0,99.0,87.0,92.0,91.0,86.0,93.0,88.0,66.0,80.0,73.0,75.0,87.0,79.0,68.0,60.0,75,73,64.0,59.0,67.0,65.0
M,104,15.0,18.0,22.0,23.0,22.0,18.0,20.0,19.0,28.0,22.0,23.0,28.0,31.0,21.0,27.0,26.0,19.0,26.0,36.0,34.0,37.0,29.0,25.0,29.0,29.0,29.0,31.0,35.0,36.0,20.0,28.0,36.0,36.0,33.0,34.0,32.0,28.0,33.0,39.0,36.0,37.0,38.0,31.0,29.0,36.0,27.0,34.0,30.0,26.0,33.0,27.0,24.0,21,24,29.0,20.0,24.0,25.0
M,105,8.0,7.0,9.0,9.0,9.0,8.0,6.0,9.0,4.0,9.0,6.0,6.0,12.0,14.0,8.0,11.0,9.0,8.0,9.0,15.0,14.0,19.0,13.0,8.0,14.0,15.0,14.0,9.0,17.0,12.0,5.0,11.0,15.0,10.0,17.0,10.0,20.0,13.0,18.0,14.0,18.0,14.0,15.0,12.0,13.0,16.0,11.0,11.0,13.0,13.0,13.0,11.0,7,7,7.0,11.0,9.0,11.0
M,106,2.0,3.0,3.0,4.0,2.0,2.0,6.0,2.0,6.0,2.0,3.0,,3.0,3.0,6.0,3.0,6.0,3.0,2.0,4.0,4.0,6.0,6.0,8.0,1.0,4.0,5.0,6.0,3.0,6.0,4.0,4.0,5.0,4.0,3.0,7.0,4.0,5.0,3.0,5.0,7.0,6.0,6.0,5.0,7.0,5.0,10.0,3.0,2.0,4.0,5.0,4.0,2,2,2.0,2.0,3.0,2.0
M,107,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,,,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2,1,,1.0,,1.0
M,108,,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,2.0,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,,4.0,,1.0,2.0,1,1,1.0,,1.0,
M,109,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,1.0,,2.0,,1.0,2,1,1.0,1.0,,
