sex,alder,pop_2023,pop_2094,pop_2095,pop_2096,pop_2097,pop_2098,pop_2099,pop_2100,pop_2101,pop_2102,pop_2103
K,0,17399.0,17223.0,17049.0,17076.0,17157.0,16804.0,16785.0,16619.0,16512.0,16462.0,16343.0
K,1,17642.0,17444.0,17255.0,17093.0,17116.0,17206.0,16835.0,16833.0,16654.0,16553.0,16502.0
K,2,17664.0,17675.0,17485.0,17279.0,17132.0,17157.0,17248.0,16869.0,16872.0,16696.0,16590.0
K,3,17830.0,17705.0,17722.0,17534.0,17327.0,17164.0,17202.0,17302.0,16905.0,16908.0,16743.0
K,4,18022.0,17861.0,17751.0,17770.0,17576.0,17362.0,17188.0,17254.0,17348.0,16946.0,16949.0
K,5,18124.0,18061.0,17911.0,17786.0,17814.0,17618.0,17398.0,17236.0,17288.0,17382.0,16978.0
K,6,18279.0,18168.0,18110.0,17947.0,17827.0,17850.0,17658.0,17443.0,17260.0,17327.0,17417.0
K,7,18682.0,18324.0,18209.0,18151.0,17990.0,17876.0,17887.0,17692.0,17488.0,17307.0,17365.0
K,8,18785.0,18728.0,18361.0,18256.0,18197.0,18032.0,17917.0,17923.0,17739.0,17525.0,17363.0
K,9,19050.0,18839.0,18764.0,18415.0,18289.0,18240.0,18081.0,17951.0,17969.0,17767.0,17567.0
K,10,19145.0,19101.0,18892.0,18807.0,18473.0,18329.0,18290.0,18114.0,17997.0,18021.0,17807.0
K,11,19382.0,19198.0,19151.0,18938.0,18850.0,18519.0,18376.0,18340.0,18166.0,18034.0,18057.0
K,12,19468.0,19445.0,19246.0,19188.0,18969.0,18904.0,18575.0,18435.0,18376.0,18212.0,18078.0
K,13,20088.0,19513.0,19496.0,19289.0,19241.0,19012.0,18956.0,18632.0,18478.0,18423.0,18256.0
K,14,19986.0,20141.0,19553.0,19540.0,19343.0,19294.0,19049.0,19007.0,18666.0,18511.0,18468.0
K,15,20192.0,20039.0,20195.0,19597.0,19595.0,19387.0,19345.0,19099.0,19052.0,18704.0,18554.0
K,16,20520.0,20232.0,20085.0,20252.0,19655.0,19653.0,19432.0,19389.0,19141.0,19091.0,18740.0
K,17,20698.0,20588.0,20302.0,20137.0,20293.0,19699.0,19709.0,19463.0,19442.0,19198.0,19134.0
K,18,20912.0,20763.0,20642.0,20353.0,20187.0,20331.0,19741.0,19751.0,19514.0,19493.0,19242.0
K,19,21103.0,20962.0,20816.0,20679.0,20396.0,20230.0,20374.0,19799.0,19797.0,19552.0,19534.0
K,20,21364.0,21157.0,21015.0,20877.0,20723.0,20445.0,20263.0,20431.0,19838.0,19839.0,19589.0
K,21,21510.0,21422.0,21213.0,21073.0,20928.0,20769.0,20495.0,20307.0,20485.0,19878.0,19889.0
K,22,21615.0,21566.0,21473.0,21270.0,21123.0,20989.0,20816.0,20534.0,20352.0,20530.0,19924.0
K,23,21820.0,21670.0,21617.0,21527.0,21317.0,21159.0,21029.0,20856.0,20577.0,20400.0,20565.0
K,24,21902.0,21881.0,21734.0,21660.0,21580.0,21366.0,21208.0,21075.0,20906.0,20603.0,20438.0
K,25,22204.0,21971.0,21940.0,21795.0,21707.0,21621.0,21419.0,21258.0,21114.0,20954.0,20645.0
K,26,22374.0,22253.0,22034.0,21992.0,21844.0,21760.0,21675.0,21470.0,21308.0,21159.0,21005.0
K,27,22614.0,22427.0,22290.0,22093.0,22050.0,21888.0,21809.0,21737.0,21507.0,21350.0,21212.0
K,28,22698.0,22670.0,22478.0,22334.0,22136.0,22107.0,21937.0,21856.0,21769.0,21556.0,21398.0
K,29,22921.0,22750.0,22718.0,22539.0,22394.0,22176.0,22158.0,21977.0,21915.0,21827.0,21589.0
K,30,22950.0,22981.0,22802.0,22779.0,22581.0,22445.0,22230.0,22217.0,22030.0,21963.0,21878.0
K,31,23316.0,23016.0,23044.0,22869.0,22842.0,22628.0,22502.0,22281.0,22262.0,22080.0,22017.0
K,32,23562.0,23368.0,23071.0,23083.0,22913.0,22907.0,22672.0,22555.0,22340.0,22320.0,22129.0
K,33,23731.0,23631.0,23419.0,23136.0,23143.0,22974.0,22956.0,22724.0,22610.0,22390.0,22365.0
K,34,23794.0,23783.0,23682.0,23462.0,23187.0,23200.0,23026.0,23025.0,22770.0,22667.0,22454.0
K,35,24269.0,23851.0,23847.0,23731.0,23512.0,23243.0,23252.0,23076.0,23078.0,22812.0,22719.0
K,36,24292.0,24329.0,23920.0,23906.0,23798.0,23568.0,23302.0,23302.0,23125.0,23136.0,22863.0
K,37,24732.0,24344.0,24379.0,23969.0,23955.0,23849.0,23624.0,23343.0,23350.0,23173.0,23191.0
K,38,24958.0,24796.0,24418.0,24431.0,24015.0,24007.0,23902.0,23679.0,23385.0,23401.0,23220.0
K,39,25364.0,25007.0,24863.0,24472.0,24496.0,24060.0,24057.0,23936.0,23729.0,23449.0,23446.0
K,40,25515.0,25415.0,25048.0,24919.0,24546.0,24561.0,24112.0,24118.0,23987.0,23776.0,23494.0
K,41,25730.0,25573.0,25463.0,25094.0,24980.0,24591.0,24601.0,24154.0,24161.0,24043.0,23824.0
K,42,25965.0,25792.0,25635.0,25519.0,25137.0,25032.0,24640.0,24644.0,24199.0,24210.0,24089.0
K,43,26355.0,26027.0,25845.0,25689.0,25558.0,25190.0,25081.0,24698.0,24694.0,24254.0,24242.0
K,44,26706.0,26405.0,26085.0,25893.0,25739.0,25613.0,25245.0,25137.0,24745.0,24739.0,24294.0
K,45,26905.0,26753.0,26463.0,26147.0,25929.0,25781.0,25670.0,25292.0,25182.0,24778.0,24788.0
K,46,27495.0,26956.0,26802.0,26514.0,26201.0,25981.0,25832.0,25716.0,25348.0,25235.0,24829.0
K,47,27665.0,27539.0,27002.0,26864.0,26572.0,26261.0,26042.0,25886.0,25760.0,25390.0,25285.0
K,48,27861.0,27728.0,27602.0,27051.0,26912.0,26622.0,26307.0,26084.0,25932.0,25819.0,25430.0
K,49,28111.0,27929.0,27782.0,27649.0,27096.0,26967.0,26679.0,26355.0,26136.0,25975.0,25863.0
K,50,28365.0,28172.0,27980.0,27844.0,27706.0,27145.0,26997.0,26729.0,26395.0,26186.0,26022.0
K,51,28339.0,28427.0,28231.0,28025.0,27906.0,27764.0,27191.0,27039.0,26772.0,26439.0,26224.0
K,52,28945.0,28389.0,28479.0,28278.0,28084.0,27966.0,27796.0,27254.0,27096.0,26809.0,26481.0
K,53,29056.0,29000.0,28437.0,28532.0,28321.0,28130.0,28008.0,27850.0,27325.0,27139.0,26854.0
K,54,29209.0,29110.0,29063.0,28498.0,28579.0,28383.0,28175.0,28049.0,27885.0,27392.0,27174.0
K,55,29628.0,29257.0,29166.0,29114.0,28550.0,28641.0,28448.0,28227.0,28094.0,27931.0,27430.0
K,56,29560.0,29671.0,29317.0,29230.0,29162.0,28598.0,28695.0,28499.0,28274.0,28144.0,27967.0
K,57,29748.0,29619.0,29731.0,29370.0,29279.0,29208.0,28641.0,28724.0,28541.0,28313.0,28176.0
K,58,29979.0,29793.0,29670.0,29785.0,29421.0,29325.0,29270.0,28693.0,28776.0,28580.0,28350.0
K,59,30222.0,30054.0,29840.0,29720.0,29841.0,29468.0,29363.0,29311.0,28729.0,28823.0,28631.0
K,60,30342.0,30278.0,30103.0,29880.0,29757.0,29886.0,29518.0,29394.0,29348.0,28780.0,28874.0
K,61,30649.0,30388.0,30330.0,30151.0,29911.0,29797.0,29944.0,29542.0,29432.0,29384.0,28809.0
K,62,30824.0,30696.0,30421.0,30366.0,30196.0,29948.0,29837.0,29985.0,29584.0,29469.0,29424.0
K,63,30943.0,30879.0,30732.0,30475.0,30403.0,30232.0,29991.0,29881.0,30022.0,29621.0,29518.0
K,64,31182.0,30980.0,30922.0,30792.0,30516.0,30444.0,30269.0,30034.0,29927.0,30063.0,29659.0
K,65,31551.0,31103.0,30900.0,30838.0,30699.0,30408.0,30340.0,30166.0,29955.0,29844.0,29978.0
K,66,31843.0,31470.0,31015.0,30809.0,30727.0,30621.0,30315.0,30244.0,30075.0,29871.0,29740.0
K,67,31622.0,31767.0,31365.0,30881.0,30725.0,30649.0,30525.0,30209.0,30160.0,29958.0,29761.0
K,68,32039.0,31517.0,31662.0,31266.0,30772.0,30627.0,30548.0,30417.0,30129.0,30088.0,29855.0
K,69,32300.0,31927.0,31429.0,31575.0,31172.0,30679.0,30530.0,30463.0,30331.0,30029.0,29993.0
K,70,30322.0,32065.0,31667.0,31195.0,31312.0,30948.0,30425.0,30282.0,30222.0,30094.0,29808.0
K,71,32638.0,30125.0,31797.0,31401.0,30942.0,31060.0,30727.0,30158.0,30058.0,29985.0,29839.0
K,72,31216.0,32422.0,29874.0,31537.0,31144.0,30697.0,30842.0,30469.0,29957.0,29835.0,29713.0
K,73,31695.0,30976.0,32169.0,29650.0,31299.0,30895.0,30449.0,30605.0,30232.0,29719.0,29614.0
K,74,31438.0,31434.0,30731.0,31920.0,29437.0,31095.0,30666.0,30254.0,30381.0,29992.0,29460.0
K,75,31584.0,30897.0,30922.0,30187.0,31387.0,28979.0,30572.0,30125.0,29725.0,29815.0,29479.0
K,76,32107.0,31045.0,30394.0,30425.0,29683.0,30874.0,28514.0,30042.0,29613.0,29215.0,29317.0
K,77,31940.0,31534.0,30533.0,29868.0,29899.0,29215.0,30368.0,28066.0,29525.0,29113.0,28701.0
K,78,31405.0,31404.0,31044.0,30010.0,29340.0,29392.0,28718.0,29860.0,27613.0,29007.0,28611.0
K,79,31138.0,30826.0,30855.0,30544.0,29525.0,28891.0,28895.0,28242.0,29387.0,27145.0,28566.0
K,80,30629.0,30075.0,29716.0,29761.0,29485.0,28461.0,27945.0,27862.0,27283.0,28363.0,26189.0
K,81,29648.0,29543.0,29064.0,28694.0,28733.0,28479.0,27501.0,26951.0,26882.0,26292.0,27399.0
K,82,29455.0,28634.0,28441.0,28117.0,27710.0,27772.0,27473.0,26530.0,26004.0,25911.0,25325.0
K,83,28493.0,28428.0,27619.0,27537.0,27179.0,26784.0,26839.0,26521.0,25589.0,25101.0,24996.0
K,84,27291.0,27560.0,27426.0,26661.0,26541.0,26238.0,25851.0,25947.0,25570.0,24670.0,24173.0
K,85,24826.0,25375.0,25689.0,25505.0,24834.0,24715.0,24433.0,24042.0,24202.0,23840.0,22951.0
K,86,23098.0,23072.0,23602.0,23936.0,23759.0,23081.0,22945.0,22723.0,22414.0,22483.0,22132.0
K,87,21190.0,21530.0,21443.0,22013.0,22287.0,22133.0,21501.0,21322.0,21152.0,20843.0,20846.0
K,88,19725.0,19663.0,20053.0,19963.0,20480.0,20712.0,20621.0,19987.0,19835.0,19621.0,19425.0
