sex,alder,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033,pop_2034,pop_2035,pop_2036,pop_2037,pop_2038,pop_2039,pop_2040,pop_2041,pop_2042,pop_2043,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048,pop_2049,pop_2050,pop_2051,pop_2052,pop_2053,pop_2054,pop_2055,pop_2056,pop_2057,pop_2058,pop_2059,pop_2060,pop_2061,pop_2062,pop_2063,pop_2064,pop_2065,pop_2066,pop_2067,pop_2068,pop_2069,pop_2070,pop_2071,pop_2072,pop_2073,pop_2074,pop_2075,pop_2076,pop_2077,pop_2078,pop_2079,pop_2080,pop_2081,pop_2082,pop_2083,pop_2084,pop_2085,pop_2086,pop_2087,pop_2088,pop_2089,pop_2090,pop_2091,pop_2092,pop_2093,pop_2094,pop_2095,pop_2096,pop_2097,pop_2098,pop_2099,pop_2100,pop_2101,pop_2102,pop_2103,pop_2104,pop_2105,pop_2106,pop_2107,pop_2108,pop_2109,pop_2110,pop_2111,pop_2112,pop_2113,pop_2114,pop_2115,pop_2116,pop_2117,pop_2118,pop_2119,pop_2120,pop_2121,pop_2122,pop_2123
K,0,25310.0,23441.0,23411.0,23575.0,23169.0,22990.0,22752.0,22735.0,22353.0,22475.0,22333.0,22276.0,21997.0,22030.0,22000.0,21904.0,21876.0,21937.0,21748.0,21607.0,21687.0,21743.0,21313.0,21054.0,20944.0,20628.0,20306.0,19834.0,19627.0,19406.0,18947.0,18633.0,18186.0,17912.0,17678.0,17439.0,17183.0,16905.0,16701.0,16471.0,16263.0,16256.0,16299.0,16192.0,15955.0,16006.0,15849.0,15734.0,15696.0,15682.0,15331.0,15395.0,15363.0,15248.0,15085.0,14742.0,14618.0,14484.0,14246.0,14202.0,13856.0,13754.0,13569.0,13258.0,13174.0,12940.0,12820.0,12547.0,12352.0,12234.0,12035.0,12110.0,11877.0,11763.0,11716.0,11673.0,11600.0,11264.0,11420.0,11294.0,11072.0,11120.0,11018.0,10902.0,10695.0,10661,10552.0,10433.0,10224.0,10224.0,9919.0,9796.0,9756.0,9639.0,9662.0,9511.0,9267.0,9239.0,8921.0,8769.0,8792.0
K,1,28037.0,25520.0,23648.0,23507.0,23666.0,23242.0,23061.0,22840.0,22803.0,22442.0,22561.0,22405.0,22363.0,22064.0,22116.0,22082.0,21984.0,21949.0,22026.0,21833.0,21678.0,21759.0,21833.0,21398.0,21126.0,21023.0,20705.0,20388.0,19897.0,19692.0,19480.0,19007.0,18699.0,18255.0,17968.0,17753.0,17501.0,17251.0,16963.0,16776.0,16525.0,16332.0,16333.0,16363.0,16249.0,16006.0,16064.0,15917.0,15804.0,15760.0,15737.0,15391.0,15446.0,15412.0,15287.0,15140.0,14793.0,14676.0,14531.0,14287.0,14250.0,13897.0,13807.0,13611.0,13304.0,13230.0,12971.0,12860.0,12592.0,12404.0,12275.0,12075.0,12160.0,11912.0,11810.0,11758.0,11713.0,11631.0,11298.0,11468.0,11340.0,11108.0,11157.0,11046.0,10937.0,10725,10694.0,10588.0,10462.0,10255.0,10254.0,9948.0,9822.0,9780.0,9669.0,9692.0,9535.0,9294.0,9265.0,8941.0,8798.0
K,2,26820.0,28239.0,25727.0,23741.0,23605.0,23745.0,23340.0,23150.0,22930.0,22901.0,22526.0,22638.0,22472.0,22446.0,22133.0,22196.0,22154.0,22056.0,22031.0,22102.0,21916.0,21764.0,21849.0,21901.0,21490.0,21207.0,21095.0,20787.0,20442.0,19985.0,19766.0,19553.0,19089.0,18773.0,18321.0,18032.0,17808.0,17571.0,17305.0,17028.0,16838.0,16586.0,16389.0,16388.0,16422.0,16304.0,16065.0,16127.0,15973.0,15858.0,15812.0,15798.0,15439.0,15498.0,15468.0,15337.0,15193.0,14850.0,14724.0,14580.0,14334.0,14299.0,13951.0,13859.0,13656.0,13361.0,13280.0,13018.0,12906.0,12636.0,12437.0,12316.0,12119.0,12196.0,11953.0,11844.0,11804.0,11755.0,11659.0,11323.0,11494.0,11378.0,11154.0,11192.0,11080.0,10967,10760.0,10731.0,10615.0,10497.0,10286.0,10283.0,9970.0,9856.0,9801.0,9697.0,9724.0,9564.0,9321.0,9294.0,8962.0
K,3,27466.0,27004.0,28410.0,25812.0,23828.0,23687.0,23839.0,23411.0,23243.0,23017.0,22984.0,22608.0,22718.0,22555.0,22525.0,22218.0,22283.0,22232.0,22143.0,22104.0,22183.0,21990.0,21830.0,21911.0,21976.0,21560.0,21288.0,21178.0,20859.0,20515.0,20068.0,19832.0,19620.0,19160.0,18836.0,18385.0,18099.0,17868.0,17635.0,17380.0,17087.0,16912.0,16642.0,16433.0,16435.0,16476.0,16376.0,16123.0,16199.0,16020.0,15909.0,15872.0,15860.0,15494.0,15563.0,15523.0,15386.0,15236.0,14889.0,14771.0,14649.0,14375.0,14351.0,14003.0,13902.0,13695.0,13409.0,13328.0,13065.0,12951.0,12684.0,12462.0,12359.0,12153.0,12229.0,11990.0,11889.0,11840.0,11791.0,11699.0,11361.0,11528.0,11411.0,11186.0,11224.0,11107,10999.0,10790.0,10754.0,10640.0,10530.0,10317.0,10310.0,9988.0,9888.0,9820.0,9726.0,9746.0,9585.0,9353.0,9318.0
K,4,27692.0,27686.0,27205.0,28506.0,25908.0,23920.0,23775.0,23914.0,23502.0,23338.0,23093.0,23064.0,22699.0,22784.0,22643.0,22616.0,22290.0,22368.0,22296.0,22215.0,22178.0,22253.0,22072.0,21914.0,21988.0,22052.0,21633.0,21370.0,21259.0,20935.0,20595.0,20137.0,19886.0,19705.0,19222.0,18905.0,18449.0,18161.0,17942.0,17708.0,17431.0,17179.0,16967.0,16696.0,16486.0,16506.0,16547.0,16425.0,16170.0,16247.0,16081.0,15965.0,15925.0,15929.0,15548.0,15630.0,15572.0,15431.0,15281.0,14937.0,14819.0,14696.0,14414.0,14402.0,14048.0,13952.0,13730.0,13455.0,13376.0,13101.0,12992.0,12717.0,12510.0,12393.0,12196.0,12274.0,12028.0,11930.0,11881.0,11825.0,11735.0,11395.0,11567.0,11441.0,11213.0,11252,11134.0,11034.0,10814.0,10784.0,10665.0,10555.0,10344.0,10343.0,10015.0,9917.0,9844.0,9747.0,9762.0,9603.0,9377.0
K,5,28546.0,27879.0,27926.0,27321.0,28610.0,26011.0,24030.0,23871.0,24029.0,23600.0,23412.0,23179.0,23154.0,22789.0,22871.0,22741.0,22694.0,22388.0,22458.0,22384.0,22294.0,22274.0,22334.0,22143.0,22013.0,22060.0,22148.0,21722.0,21462.0,21344.0,21021.0,20667.0,20222.0,19944.0,19793.0,19298.0,18984.0,18522.0,18234.0,18007.0,17776.0,17487.0,17242.0,17042.0,16772.0,16556.0,16567.0,16616.0,16491.0,16233.0,16309.0,16138.0,16021.0,15989.0,16001.0,15614.0,15687.0,15632.0,15487.0,15335.0,14984.0,14878.0,14750.0,14465.0,14449.0,14102.0,14019.0,13771.0,13512.0,13418.0,13134.0,13036.0,12754.0,12556.0,12437.0,12245.0,12321.0,12077.0,11968.0,11910.0,11865.0,11774.0,11422.0,11598.0,11477.0,11252,11288.0,11167.0,11073.0,10847.0,10801.0,10695.0,10587.0,10368.0,10371.0,10032.0,9942.0,9862.0,9778.0,9787.0,9626.0
K,6,29714.0,28768.0,28079.0,28035.0,27403.0,28716.0,26100.0,24132.0,23968.0,24120.0,23681.0,23511.0,23287.0,23257.0,22883.0,22969.0,22832.0,22783.0,22482.0,22543.0,22455.0,22371.0,22360.0,22414.0,22225.0,22080.0,22137.0,22223.0,21825.0,21546.0,21408.0,21086.0,20755.0,20303.0,20015.0,19849.0,19372.0,19044.0,18594.0,18309.0,18078.0,17840.0,17553.0,17304.0,17118.0,16840.0,16617.0,16622.0,16675.0,16548.0,16289.0,16369.0,16200.0,16095.0,16058.0,16060.0,15663.0,15743.0,15686.0,15546.0,15394.0,15032.0,14934.0,14801.0,14521.0,14505.0,14142.0,14070.0,13823.0,13561.0,13462.0,13171.0,13077.0,12803.0,12608.0,12487.0,12294.0,12356.0,12113.0,11996.0,11949.0,11895.0,11809.0,11462.0,11637.0,11515,11291.0,11321.0,11197.0,11112.0,10892.0,10840.0,10733.0,10620.0,10401.0,10396.0,10060.0,9974.0,9885.0,9796.0,9815.0
K,7,29958.0,29929.0,28953.0,28162.0,28144.0,27503.0,28810.0,26192.0,24208.0,24052.0,24210.0,23768.0,23596.0,23403.0,23362.0,22977.0,23056.0,22920.0,22860.0,22557.0,22626.0,22544.0,22443.0,22440.0,22488.0,22326.0,22165.0,22218.0,22296.0,21908.0,21620.0,21502.0,21173.0,20824.0,20387.0,20101.0,19923.0,19451.0,19121.0,18660.0,18395.0,18153.0,17922.0,17621.0,17368.0,17177.0,16897.0,16675.0,16682.0,16731.0,16607.0,16350.0,16434.0,16253.0,16170.0,16120.0,16112.0,15719.0,15813.0,15736.0,15598.0,15446.0,15081.0,14987.0,14845.0,14570.0,14556.0,14188.0,14118.0,13859.0,13596.0,13508.0,13221.0,13111.0,12845.0,12658.0,12519.0,12341.0,12394.0,12141.0,12028.0,11985.0,11939.0,11834.0,11497.0,11683,11546.0,11319.0,11354.0,11231.0,11141.0,10924.0,10871.0,10755.0,10640.0,10434.0,10424.0,10094.0,10006.0,9906.0,9820.0
K,8,30221.0,30191.0,30130.0,29053.0,28258.0,28249.0,27615.0,28891.0,26284.0,24287.0,24143.0,24299.0,23844.0,23678.0,23498.0,23444.0,23068.0,23149.0,22992.0,22920.0,22634.0,22715.0,22636.0,22529.0,22526.0,22568.0,22400.0,22248.0,22291.0,22365.0,21987.0,21694.0,21578.0,21251.0,20888.0,20468.0,20164.0,20000.0,19526.0,19192.0,18739.0,18463.0,18227.0,17995.0,17683.0,17428.0,17249.0,16946.0,16733.0,16742.0,16785.0,16655.0,16414.0,16494.0,16323.0,16222.0,16167.0,16168.0,15779.0,15876.0,15802.0,15646.0,15507.0,15139.0,15048.0,14888.0,14631.0,14601.0,14238.0,14160.0,13917.0,13648.0,13552.0,13268.0,13147.0,12893.0,12702.0,12554.0,12375.0,12432.0,12189.0,12069.0,12030.0,11972.0,11872.0,11540,11714.0,11587.0,11347.0,11383.0,11257.0,11170.0,10948.0,10894.0,10780.0,10664.0,10464.0,10451.0,10122.0,10023.0,9933.0
K,9,30613.0,30436.0,30411.0,30238.0,29149.0,28353.0,28345.0,27711.0,28988.0,26379.0,24389.0,24250.0,24387.0,23940.0,23778.0,23582.0,23536.0,23157.0,23230.0,23080.0,23001.0,22719.0,22798.0,22733.0,22602.0,22626.0,22642.0,22476.0,22329.0,22356.0,22449.0,22066.0,21756.0,21664.0,21330.0,20960.0,20525.0,20216.0,20082.0,19599.0,19257.0,18813.0,18526.0,18304.0,18061.0,17751.0,17494.0,17331.0,17008.0,16807.0,16810.0,16844.0,16725.0,16474.0,16536.0,16396.0,16276.0,16233.0,16226.0,15836.0,15924.0,15872.0,15703.0,15561.0,15197.0,15108.0,14933.0,14680.0,14652.0,14280.0,14211.0,13971.0,13700.0,13605.0,13316.0,13195.0,12935.0,12742.0,12593.0,12413.0,12470.0,12229.0,12105.0,12072.0,12005.0,11909,11571.0,11742.0,11622.0,11386.0,11418.0,11293.0,11205.0,10974.0,10930.0,10808.0,10691.0,10486.0,10477.0,10140.0,10044.0
