sex,alder,pop_2023,pop_4087,pop_4088,pop_4089,pop_4090,pop_4091,pop_4092,pop_4093,pop_4094,pop_4095,pop_4096,pop_4097,pop_4098,pop_4099,pop_4100,pop_4101,pop_4102,pop_4103,pop_4104,pop_4105,pop_4106,pop_4107,pop_4108,pop_4109,pop_4110,pop_4111,pop_4112,pop_4113,pop_4114,pop_4115,pop_4116,pop_4117,pop_4118,pop_4119,pop_4120,pop_4121,pop_4122,pop_4123,pop_4124,pop_4125,pop_4126,pop_4127,pop_4128,pop_4129,pop_4130,pop_4131,pop_4132,pop_4133,pop_4134,pop_4135,pop_4136,pop_4137,pop_4138,pop_4139,pop_4140,pop_4141,pop_4142,pop_4143,pop_4144,pop_4145,pop_4146,pop_4147,pop_4148,pop_4149,pop_4150,pop_4151,pop_4152,pop_4153,pop_4154,pop_4155,pop_4156,pop_4157,pop_4158,pop_4159,pop_4160,pop_4161,pop_4162,pop_4163
K,61,35884.0,35528.0,35735.0,35879.0,35893.0,36432.0,36141.0,36977.0,37285.0,36894.0,35792.0,35665.0,34863.0,34436.0,34143.0,33834.0,32607.0,31801.0,31660.0,30856.0,32066.0,29452.0,31040.0,30659.0,30063.0,30171.0,29691.0,29221.0,28943.0,28722.0,28425.0,28269.0,28041.0,27796.0,27629,27512.0,27575.0,27082.0,26923.0,26868.0,26305.0,26240.0,25990.0,25777.0,25602.0,25404.0,24728.0,24624.0,24245.0,23921.0,23639.0,23454.0,23301.0,22863.0,22759.0,22280.0,22310.0,21869.0,21795.0,21650.0,21443.0,21068.0,29287.0,29157.0,29025.0,28805.0,28482.0,28232.0,28035.0,27813.0,27267.0,27109,26770.0,26454.0,26319.0,26029.0,25906,25357.0
K,62,37183.0,35882.0,35526.0,35732.0,35874.0,35892.0,36431.0,36140.0,36976.0,37284.0,36889.0,35791.0,35664.0,34861.0,34435.0,34142.0,33833.0,32605.0,31800.0,31658.0,30856.0,32065.0,29450.0,31039.0,30657.0,30063.0,30170.0,29691.0,29220.0,28942.0,28721.0,28424.0,28268.0,28041.0,27796,27629.0,27512.0,27575.0,27081.0,26921.0,26868.0,26305.0,26239.0,25990.0,25775.0,25601.0,25403.0,24727.0,24623.0,24243.0,23919.0,23637.0,23452.0,23300.0,22862.0,22759.0,22279.0,22309.0,21868.0,21795.0,21648.0,21443.0,21067.0,29284.0,29154.0,29024.0,28803.0,28481.0,28232.0,28034.0,27812.0,27266,27106.0,26768.0,26454.0,26316.0,26025,25905.0
K,63,37441.0,37182.0,35880.0,35524.0,35729.0,35873.0,35891.0,36430.0,36139.0,36976.0,37284.0,36888.0,35790.0,35664.0,34860.0,34435.0,34141.0,33831.0,32604.0,31799.0,31657.0,30856.0,32065.0,29449.0,31037.0,30657.0,30063.0,30169.0,29690.0,29219.0,28942.0,28719.0,28423.0,28268.0,28041,27793.0,27628.0,27511.0,27575.0,27080.0,26921.0,26867.0,26305.0,26239.0,25989.0,25774.0,25601.0,25402.0,24726.0,24621.0,24241.0,23918.0,23637.0,23451.0,23297.0,22860.0,22758.0,22278.0,22308.0,21866.0,21794.0,21647.0,21443.0,21067.0,29281.0,29153.0,29023.0,28801.0,28479.0,28231.0,28033.0,27811,27262.0,27105.0,26766.0,26452.0,26315,26024.0
K,64,37643.0,37441.0,37182.0,35878.0,35521.0,35728.0,35870.0,35890.0,36429.0,36139.0,36974.0,37284.0,36888.0,35789.0,35663.0,34859.0,34434.0,34141.0,33830.0,32604.0,31799.0,31656.0,30855.0,32065.0,29448.0,31036.0,30657.0,30060.0,30168.0,29688.0,29219.0,28942.0,28718.0,28422.0,28267,28038.0,27793.0,27628.0,27510.0,27574.0,27077.0,26920.0,26867.0,26303.0,26239.0,25989.0,25771.0,25599.0,25402.0,24726.0,24620.0,24241.0,23917.0,23637.0,23448.0,23295.0,22860.0,22757.0,22278.0,22308.0,21863.0,21794.0,21647.0,21442.0,21066.0,29277.0,29148.0,29019.0,28800.0,28477.0,28231.0,28033,27810.0,27261.0,27105.0,26765.0,26451,26313.0
K,65,38371.0,37584.0,37394.0,37115.0,35827.0,35484.0,35683.0,35836.0,35847.0,36400.0,36103.0,36942.0,37247.0,36842.0,35751.0,35633.0,34831.0,34388.0,34103.0,33805.0,32563.0,31763.0,31617.0,30828.0,32040.0,29423.0,30996.0,30628.0,30037.0,30143.0,29647.0,29193.0,28913.0,28697.0,28389,28244.0,28010.0,27771.0,27597.0,27485.0,27547.0,27045.0,26892.0,26835.0,26275.0,26206.0,25954.0,25754.0,25575.0,25366.0,24707.0,24591.0,24215.0,23890.0,23607.0,23422.0,23265.0,22828.0,22736.0,22256.0,22282.0,21829.0,21780.0,21621.0,21421.0,21042.0,29241.0,29111.0,28987.0,28773.0,28437.0,28186,27999.0,27768.0,27236.0,27079.0,26727,26411.0
K,66,39579.0,38304.0,37527.0,37330.0,37068.0,35781.0,35441.0,35644.0,35795.0,35814.0,36348.0,36076.0,36901.0,37220.0,36808.0,35705.0,35594.0,34801.0,34358.0,34062.0,33772.0,32529.0,31736.0,31572.0,30796.0,32003.0,29384.0,30960.0,30606.0,30007.0,30121.0,29614.0,29163.0,28876.0,28667,28360.0,28213.0,27974.0,27741.0,27576.0,27457.0,27514.0,27009.0,26867.0,26814.0,26245.0,26169.0,25928.0,25719.0,25544.0,25343.0,24684.0,24556.0,24193.0,23867.0,23575.0,23392.0,23238.0,22796.0,22711.0,22232.0,22259.0,21800.0,21751.0,21595.0,21390.0,21008.0,29199.0,29072.0,28945.0,28736.0,28399,28148.0,27965.0,27716.0,27187.0,27041,26694.0
K,67,39472.0,39504.0,38248.0,37464.0,37292.0,37014.0,35745.0,35409.0,35606.0,35750.0,35776.0,36308.0,36043.0,36874.0,37181.0,36770.0,35674.0,35561.0,34775.0,34328.0,34034.0,33751.0,32504.0,31690.0,31543.0,30758.0,31971.0,29352.0,30928.0,30576.0,29964.0,30093.0,29586.0,29136.0,28846,28639.0,28323.0,28185.0,27942.0,27712.0,27551.0,27424.0,27475.0,26980.0,26836.0,26781.0,26214.0,26133.0,25901.0,25696.0,25512.0,25323.0,24651.0,24530.0,24163.0,23844.0,23544.0,23365.0,23208.0,22772.0,22688.0,22202.0,22226.0,21773.0,21725.0,21574.0,21352.0,20983.0,29160.0,29034.0,28906.0,28700,28362.0,28109.0,27923.0,27685.0,27141,27000.0
K,68,39763.0,39405.0,39450.0,38199.0,37413.0,37234.0,36982.0,35714.0,35361.0,35573.0,35710.0,35755.0,36270.0,35999.0,36848.0,37145.0,36733.0,35651.0,35530.0,34744.0,34294.0,34003.0,33718.0,32479.0,31658.0,31501.0,30732.0,31940.0,29322.0,30894.0,30542.0,29930.0,30068.0,29549.0,29112,28817.0,28609.0,28296.0,28152.0,27917.0,27672.0,27519.0,27390.0,27448.0,26957.0,26800.0,26748.0,26185.0,26092.0,25876.0,25663.0,25488.0,25294.0,24624.0,24495.0,24141.0,23820.0,23521.0,23332.0,23180.0,22747.0,22661.0,22176.0,22202.0,21745.0,21696.0,21551.0,21325.0,20952.0,29129.0,28987.0,28859,28672.0,28318.0,28072.0,27897.0,27647,27106.0
K,69,40109.0,39695.0,39335.0,39395.0,38159.0,37364.0,37201.0,36937.0,35671.0,35312.0,35525.0,35673.0,35708.0,36237.0,35967.0,36811.0,37111.0,36703.0,35626.0,35488.0,34710.0,34264.0,33967.0,33675.0,32459.0,31629.0,31468.0,30704.0,31917.0,29291.0,30864.0,30513.0,29902.0,30039.0,29515,29085.0,28785.0,28570.0,28269.0,28120.0,27889.0,27643.0,27485.0,27362.0,27430.0,26929.0,26772.0,26721.0,26152.0,26064.0,25849.0,25626.0,25459.0,25258.0,24590.0,24469.0,24113.0,23803.0,23487.0,23312.0,23160.0,22718.0,22638.0,22139.0,22175.0,21712.0,21664.0,21522.0,21303.0,20930.0,29089.0,28954,28819.0,28639.0,28272.0,28030.0,27859,27613.0
K,70,40314.0,39965.0,39569.0,39218.0,39281.0,38043.0,37290.0,37135.0,36859.0,35596.0,35250.0,35453.0,35589.0,35650.0,36165.0,35898.0,36741.0,37041.0,36646.0,35561.0,35418.0,34633.0,34179.0,33900.0,33613.0,32411.0,31571.0,31394.0,30634.0,31864.0,29226.0,30800.0,30455.0,29831.0,29981,29469.0,29023.0,28719.0,28513.0,28209.0,28070.0,27815.0,27588.0,27417.0,27303.0,27361.0,26872.0,26719.0,26662.0,26080.0,26011.0,25790.0,25577.0,25393.0,25201.0,24530.0,24407.0,24055.0,23741.0,23433.0,23260.0,23098.0,22662.0,22576.0,22073.0,22115.0,21648.0,21605.0,21451.0,21248.0,20868.0,29011,28874.0,28729.0,28580.0,28194.0,27939,27794.0
K,71,40770.0,40171.0,39821.0,39450.0,39118.0,39191.0,37958.0,37213.0,37044.0,36788.0,35524.0,35174.0,35382.0,35529.0,35572.0,36097.0,35827.0,36662.0,36966.0,36569.0,35484.0,35351.0,34559.0,34109.0,33836.0,33547.0,32342.0,31502.0,31326.0,30582.0,31810.0,29170.0,30755.0,30408.0,29784,29921.0,29395.0,28958.0,28662.0,28444.0,28158.0,28004.0,27756.0,27536.0,27359.0,27239.0,27295.0,26797.0,26665.0,26606.0,26027.0,25961.0,25728.0,25504.0,25335.0,25150.0,24463.0,24343.0,23998.0,23675.0,23363.0,23192.0,23044.0,22608.0,22523.0,22028.0,22068.0,21586.0,21563.0,21388.0,21197.0,20819,28924.0,28799.0,28639.0,28496.0,28129,27876.0
K,72,40927.0,40638.0,40040.0,39707.0,39344.0,39035.0,39107.0,37885.0,37141.0,36984.0,36705.0,35452.0,35092.0,35311.0,35454.0,35514.0,36029.0,35756.0,36586.0,36892.0,36500.0,35421.0,35299.0,34503.0,34046.0,33762.0,33486.0,32262.0,31423.0,31255.0,30526.0,31753.0,29117.0,30690.0,30349,29723.0,29856.0,29339.0,28902.0,28610.0,28388.0,28090.0,27927.0,27679.0,27472.0,27300.0,27181.0,27245.0,26734.0,26621.0,26545.0,25951.0,25891.0,25664.0,25441.0,25283.0,25086.0,24404.0,24281.0,23947.0,23605.0,23312.0,23137.0,22973.0,22557.0,22452.0,21963.0,22010.0,21544.0,21507.0,21329.0,21139,20755.0,28848.0,28722.0,28577.0,28416,28035.0
K,73,39899.0,40777.0,40507.0,39932.0,39608.0,39247.0,38950.0,39020.0,37813.0,37049.0,36908.0,36621.0,35381.0,35009.0,35238.0,35359.0,35461.0,35982.0,35696.0,36492.0,36812.0,36418.0,35352.0,35241.0,34436.0,33984.0,33698.0,33427.0,32202.0,31349.0,31204.0,30463.0,31689.0,29070.0,30630,30295.0,29681.0,29800.0,29286.0,28831.0,28552.0,28325.0,28029.0,27887.0,27605.0,27417.0,27234.0,27125.0,27184.0,26692.0,26566.0,26478.0,25894.0,25836.0,25595.0,25381.0,25211.0,25013.0,24348.0,24222.0,23895.0,23539.0,23251.0,23069.0,22906.0,22496.0,22387.0,21903.0,21955.0,21486.0,21454.0,21274,21074.0,20703.0,28770.0,28655.0,28492,28339.0
K,74,39282.0,39780.0,40639.0,40380.0,39835.0,39507.0,39173.0,38851.0,38921.0,37741.0,36972.0,36831.0,36553.0,35313.0,34944.0,35185.0,35286.0,35397.0,35896.0,35620.0,36408.0,36745.0,36368.0,35289.0,35166.0,34361.0,33920.0,33633.0,33359.0,32137.0,31296.0,31145.0,30402.0,31628.0,29002,30561.0,30230.0,29620.0,29734.0,29217.0,28771.0,28478.0,28257.0,27968.0,27824.0,27541.0,27354.0,27182.0,27073.0,27121.0,26640.0,26508.0,26413.0,25824.0,25768.0,25536.0,25317.0,25164.0,24960.0,24290.0,24164.0,23832.0,23478.0,23188.0,23010.0,22853.0,22424.0,22328.0,21846.0,21892.0,21431.0,21402,21220.0,21014.0,20658.0,28706.0,28570,28410.0
K,75,37060.0,39038.0,39529.0,40411.0,40162.0,39635.0,39343.0,39013.0,38677.0,38744.0,37601.0,36809.0,36704.0,36397.0,35179.0,34809.0,35058.0,35150.0,35266.0,35753.0,35478.0,36261.0,36608.0,36241.0,35125.0,35033.0,34220.0,33791.0,33493.0,33226.0,31999.0,31164.0,31037.0,30272.0,31494,28899.0,30429.0,30107.0,29508.0,29616.0,29098.0,28649.0,28350.0,28122.0,27836.0,27703.0,27409.0,27229.0,27044.0,26955.0,26986.0,26541.0,26390.0,26289.0,25712.0,25648.0,25426.0,25195.0,25040.0,24843.0,24171.0,24054.0,23706.0,23363.0,23053.0,22898.0,22723.0,22304.0,22197.0,21737.0,21772.0,21330,21283.0,21105.0,20906.0,20533.0,28538,28415.0
K,76,35812.0,36823.0,38804.0,39298.0,40209.0,39952.0,39442.0,39175.0,38846.0,38518.0,38590.0,37442.0,36671.0,36556.0,36243.0,35048.0,34687.0,34923.0,35017.0,35128.0,35619.0,35341.0,36124.0,36465.0,36085.0,34961.0,34900.0,34094.0,33632.0,33353.0,33089.0,31883.0,31040.0,30929.0,30162,31380.0,28782.0,30298.0,29998.0,29389.0,29494.0,28962.0,28534.0,28230.0,28000.0,27710.0,27572.0,27285.0,27098.0,26908.0,26833.0,26864.0,26420.0,26257.0,26164.0,25595.0,25547.0,25313.0,25074.0,24908.0,24705.0,24044.0,23906.0,23587.0,23232.0,22906.0,22768.0,22594.0,22187.0,22073.0,21623.0,21660,21218.0,21152.0,20974.0,20793.0,20397,28387.0
K,77,34391.0,35578.0,36577.0,38596.0,39097.0,40013.0,39762.0,39255.0,38998.0,38701.0,38360.0,38432.0,37291.0,36540.0,36402.0,36108.0,34909.0,34549.0,34781.0,34890.0,34986.0,35493.0,35187.0,35999.0,36328.0,35946.0,34814.0,34733.0,33938.0,33500.0,33228.0,32935.0,31755.0,30919.0,30805,30032.0,31253.0,28662.0,30157.0,29873.0,29256.0,29359.0,28856.0,28403.0,28090.0,27875.0,27593.0,27474.0,27163.0,26959.0,26776.0,26712.0,26749.0,26273.0,26127.0,26029.0,25472.0,25410.0,25184.0,24959.0,24778.0,24590.0,23924.0,23789.0,23485.0,23083.0,22777.0,22661.0,22464.0,22074.0,21943.0,21487,21531.0,21109.0,21039.0,20856.0,20689,20280.0
K,78,33193.0,34180.0,35365.0,36379.0,38394.0,38889.0,39834.0,39563.0,39082.0,38834.0,38525.0,38217.0,38279.0,37150.0,36399.0,36259.0,35961.0,34783.0,34410.0,34640.0,34761.0,34846.0,35353.0,35031.0,35858.0,36178.0,35817.0,34701.0,34582.0,33803.0,33368.0,33098.0,32813.0,31635.0,30808,30677.0,29904.0,31146.0,28514.0,30051.0,29734.0,29135.0,29233.0,28721.0,28263.0,27969.0,27734.0,27471.0,27340.0,27035.0,26837.0,26640.0,26596.0,26626.0,26145.0,26011.0,25906.0,25345.0,25279.0,25061.0,24853.0,24668.0,24464.0,23797.0,23663.0,23369.0,22971.0,22661.0,22533.0,22331.0,21967.0,21809,21378.0,21420.0,20981.0,20927.0,20764,20576.0
K,79,31961.0,32937.0,33948.0,35162.0,36194.0,38202.0,38721.0,39663.0,39387.0,38914.0,38683.0,38370.0,38066.0,38121.0,36993.0,36253.0,36115.0,35827.0,34654.0,34288.0,34509.0,34644.0,34729.0,35214.0,34901.0,35734.0,36026.0,35681.0,34578.0,34443.0,33673.0,33241.0,32961.0,32689.0,31512,30680.0,30568.0,29786.0,31014.0,28400.0,29916.0,29613.0,29007.0,29095.0,28605.0,28142.0,27849.0,27600.0,27333.0,27217.0,26906.0,26701.0,26515.0,26482.0,26508.0,26003.0,25886.0,25782.0,25233.0,25159.0,24920.0,24737.0,24548.0,24340.0,23655.0,23542.0,23259.0,22815.0,22535.0,22399.0,22215.0,21856,21690.0,21257.0,21314.0,20846.0,20833,20656.0
K,80,30696.0,31527.0,32514.0,33574.0,34814.0,35858.0,37829.0,38405.0,39328.0,39034.0,38617.0,38379.0,38061.0,37772.0,37811.0,36694.0,35964.0,35849.0,35552.0,34396.0,33999.0,34233.0,34382.0,34462.0,34903.0,34622.0,35451.0,35713.0,35379.0,34278.0,34171.0,33382.0,32981.0,32679.0,32450,31251.0,30418.0,30329.0,29557.0,30766.0,28147.0,29675.0,29359.0,28762.0,28861.0,28357.0,27896.0,27593.0,27344.0,27091.0,26947.0,26676.0,26454.0,26278.0,26244.0,26249.0,25724.0,25634.0,25513.0,24956.0,24936.0,24641.0,24504.0,24297.0,24126.0,23417.0,23271.0,23020.0,22593.0,22293.0,22187.0,21983,21615.0,21436.0,21017.0,21079.0,20622,20601.0
K,81,29038.0,30263.0,31155.0,32139.0,33217.0,34481.0,35556.0,37485.0,38080.0,39014.0,38712.0,38288.0,38056.0,37789.0,37471.0,37565.0,36396.0,35697.0,35579.0,35299.0,34141.0,33750.0,33948.0,34102.0,34148.0,34638.0,34341.0,35123.0,35417.0,35114.0,34009.0,33887.0,33126.0,32705.0,32435,32178.0,31033.0,30174.0,30081.0,29310.0,30530.0,27909.0,29417.0,29097.0,28517.0,28611.0,28099.0,27658.0,27369.0,27090.0,26826.0,26659.0,26447.0,26191.0,26042.0,25998.0,25995.0,25488.0,25371.0,25286.0,24719.0,24694.0,24365.0,24285.0,24051.0,23845.0,23180.0,23049.0,22782.0,22334.0,22079.0,21950,21737.0,21367.0,21211.0,20786.0,20824,20390.0
K,82,27480.0,28640.0,29879.0,30779.0,31790.0,32891.0,34198.0,35251.0,37177.0,37736.0,38717.0,38425.0,37971.0,37765.0,37479.0,37182.0,37299.0,36124.0,35410.0,35300.0,35031.0,33866.0,33499.0,33675.0,33852.0,33894.0,34365.0,34082.0,34826.0,35119.0,34857.0,33742.0,33616.0,32860.0,32422,32160.0,31939.0,30770.0,29933.0,29807.0,29051.0,30306.0,27654.0,29157.0,28865.0,28280.0,28354.0,27830.0,27405.0,27117.0,26838.0,26557.0,26410.0,26179.0,25941.0,25790.0,25740.0,25727.0,25253.0,25103.0,25025.0,24475.0,24442.0,24121.0,24033.0,23782.0,23606.0,22951.0,22800.0,22547.0,22118.0,21848,21723.0,21492.0,21114.0,20970.0,20579,20583.0
K,83,25898.0,27102.0,28309.0,29545.0,30500.0,31502.0,32616.0,33898.0,34939.0,36857.0,37433.0,38385.0,38106.0,37692.0,37465.0,37158.0,36886.0,36974.0,35814.0,35117.0,35013.0,34753.0,33607.0,33207.0,33425.0,33530.0,33639.0,34066.0,33792.0,34536.0,34847.0,34579.0,33469.0,33342.0,32591,32137.0,31908.0,31672.0,30540.0,29656.0,29561.0,28820.0,30036.0,27414.0,28909.0,28601.0,27989.0,28080.0,27583.0,27158.0,26858.0,26616.0,26323.0,26177.0,25904.0,25672.0,25548.0,25471.0,25485.0,25002.0,24848.0,24779.0,24243.0,24171.0,23880.0,23773.0,23552.0,23368.0,22692.0,22533.0,22294.0,21895,21596.0,21496.0,21254.0,20852.0,20731,20322.0
K,84,24377.0,25540.0,26762.0,27968.0,29261.0,30216.0,31203.0,32346.0,33624.0,34646.0,36566.0,37140.0,38103.0,37773.0,37401.0,37197.0,36861.0,36605.0,36702.0,35531.0,34869.0,34744.0,34457.0,33327.0,32934.0,33198.0,33238.0,33390.0,33822.0,33524.0,34254.0,34560.0,34303.0,33222.0,33076,32324.0,31863.0,31646.0,31397.0,30281.0,29389.0,29314.0,28568.0,29792.0,27167.0,28661.0,28368.0,27752.0,27840.0,27317.0,26927.0,26595.0,26369.0,26097.0,25923.0,25679.0,25425.0,25307.0,25235.0,25224.0,24743.0,24580.0,24538.0,24001.0,23923.0,23619.0,23537.0,23295.0,23133.0,22468.0,22278.0,22033,21614.0,21358.0,21257.0,20985.0,20624,20511.0
K,85,21629.0,23721.0,24910.0,26118.0,27408.0,28795.0,29648.0,30629.0,31788.0,33102.0,34036.0,35984.0,36598.0,37499.0,37199.0,36842.0,36595.0,36316.0,36067.0,36116.0,35004.0,34304.0,34173.0,33900.0,32790.0,32399.0,32680.0,32696.0,32882.0,33296.0,33015.0,33713.0,34049.0,33806.0,32685,32548.0,31796.0,31348.0,31149.0,30873.0,29766.0,28894.0,28789.0,28084.0,29239.0,26676.0,28148.0,27842.0,27256.0,27342.0,26836.0,26421.0,26098.0,25883.0,25605.0,25402.0,25180.0,24903.0,24815.0,24731.0,24706.0,24291.0,24093.0,24005.0,23524.0,23470.0,23152.0,23046.0,22813.0,22638.0,21981.0,21808,21546.0,21131.0,20898.0,20781.0,20498,20141.0
K,86,20083.0,21037.0,23119.0,24362.0,25587.0,26944.0,28287.0,29156.0,30103.0,31251.0,32565.0,33455.0,35409.0,35996.0,36963.0,36611.0,36291.0,36015.0,35746.0,35510.0,35520.0,34463.0,33773.0,33651.0,33344.0,32285.0,31881.0,32160.0,32199.0,32350.0,32772.0,32475.0,33155.0,33507.0,33277,32180.0,32028.0,31246.0,30848.0,30633.0,30372.0,29275.0,28376.0,28254.0,27572.0,28707.0,26198.0,27598.0,27340.0,26798.0,26872.0,26351.0,25923.0,25587.0,25401.0,25090.0,24902.0,24664.0,24428.0,24313.0,24231.0,24223.0,23832.0,23590.0,23512.0,23015.0,22975.0,22711.0,22617.0,22334.0,22090.0,21493,21333.0,21056.0,20706.0,20463.0,20309,20040.0
K,87,18827.0,19573.0,20494.0,22594.0,23895.0,25120.0,26463.0,27812.0,28632.0,29623.0,30715.0,32047.0,32892.0,34858.0,35454.0,36400.0,36068.0,35751.0,35413.0,35226.0,34959.0,34966.0,33922.0,33290.0,33079.0,32832.0,31776.0,31390.0,31681.0,31693.0,31848.0,32262.0,31988.0,32648.0,32981,32721.0,31672.0,31489.0,30753.0,30341.0,30142.0,29861.0,28815.0,27888.0,27736.0,27107.0,28193.0,25723.0,27123.0,26841.0,26271.0,26367.0,25858.0,25420.0,25104.0,24933.0,24602.0,24449.0,24211.0,23981.0,23826.0,23762.0,23769.0,23374.0,23085.0,23021.0,22558.0,22531.0,22296.0,22144.0,21852.0,21591,21047.0,20884.0,20578.0,20242.0,19992,19848.0
K,88,17508.0,18314.0,19100.0,20001.0,22163.0,23467.0,24646.0,26008.0,27363.0,28167.0,29186.0,30225.0,31534.0,32365.0,34345.0,34926.0,35864.0,35492.0,35204.0,34847.0,34675.0,34374.0,34389.0,33389.0,32763.0,32551.0,32301.0,31331.0,30874.0,31165.0,31213.0,31376.0,31770.0,31495.0,32099,32451.0,32202.0,31145.0,30960.0,30245.0,29820.0,29648.0,29398.0,28320.0,27410.0,27245.0,26601.0,27646.0,25273.0,26609.0,26341.0,25763.0,25891.0,25345.0,24962.0,24600.0,24466.0,24125.0,23954.0,23749.0,23508.0,23360.0,23249.0,23266.0,22933.0,22626.0,22557.0,22109.0,22011.0,21846.0,21687.0,21407,21132.0,20613.0,20404.0,20097.0,19812,19525.0
K,89,15707.0,17051.0,17821.0,18673.0,19601.0,21758.0,23030.0,24231.0,25567.0,26891.0,27673.0,28693.0,29724.0,31068.0,31860.0,33816.0,34402.0,35278.0,34927.0,34604.0,34309.0,34145.0,33832.0,33853.0,32885.0,32216.0,32021.0,31782.0,30799.0,30385.0,30641.0,30713.0,30883.0,31263.0,30977,31597.0,31916.0,31692.0,30600.0,30446.0,29746.0,29306.0,29143.0,28910.0,27814.0,26946.0,26752.0,26140.0,27147.0,24821.0,26084.0,25866.0,25280.0,25396.0,24896.0,24501.0,24162.0,23988.0,23667.0,23491.0,23258.0,23062.0,22912.0,22794.0,22813.0,22494.0,22143.0,22056.0,21592.0,21536.0,21384.0,21226,20911.0,20646.0,20150.0,19989.0,19669,19388.0
K,90,16011.0,15707.0,17051.0,17821.0,18673.0,19601.0,21758.0,23030.0,24231.0,25567.0,26891.0,27673.0,28693.0,29724.0,31068.0,31860.0,33816.0,34402.0,35278.0,34927.0,34604.0,34309.0,34145.0,33832.0,33853.0,32885.0,32216.0,32021.0,31782.0,30799.0,30385.0,30641.0,30713.0,30883.0,31263,30977.0,31597.0,31916.0,31692.0,30600.0,30446.0,29746.0,29306.0,29143.0,28910.0,27814.0,26946.0,26752.0,26140.0,27147.0,24821.0,26084.0,25866.0,25280.0,25396.0,24896.0,24501.0,24162.0,23988.0,23667.0,23491.0,23258.0,23062.0,22912.0,22794.0,22813.0,22494.0,22143.0,22056.0,21592.0,21536.0,21384,21226.0,20911.0,20646.0,20150.0,19989,19669.0
K,91,11953.0,12065.0,11843.0,12788.0,13371.0,13931.0,14593.0,16268.0,17287.0,18135.0,19152.0,20116.0,20683.0,21401.0,22245.0,23354.0,23930.0,25376.0,25813.0,26509.0,26184.0,25966.0,25720.0,25533.0,25335.0,25333.0,24665.0,24161.0,23994.0,23815.0,23065.0,22730.0,22921.0,22978.0,23094,23413.0,23240.0,23709.0,23920.0,23767.0,22917.0,22782.0,22255.0,21926.0,21797.0,21642.0,20850.0,20119.0,19928.0,19446.0,20336.0,18567.0,19475.0,19265.0,18885.0,19078.0,18552.0,18271.0,18057.0,17933.0,17605.0,17639.0,17364.0,17209.0,17171.0,17036.0,16978.0,16814.0,16544.0,16446.0,16174.0,16069,15935.0,15825.0,15526.0,15360.0,15088,14867.0
K,92,8716.0,9002.0,9082.0,8935.0,9648.0,10069.0,10430.0,10977.0,12156.0,12904.0,13516.0,14325.0,15099.0,15416.0,16016.0,16675.0,17528.0,17961.0,19064.0,19407.0,19906.0,19667.0,19603.0,19358.0,19260.0,19134.0,19115.0,18622.0,18256.0,18139.0,18002.0,17375.0,17158.0,17271.0,17356,17399.0,17638.0,17519.0,17828.0,17997.0,17891.0,17303.0,17130.0,16806.0,16529.0,16463.0,16342.0,15657.0,15114.0,14922.0,14566.0,15252.0,13967.0,14626.0,14416.0,14251.0,14246.0,13952.0,13794.0,13556.0,13456.0,13331.0,13320.0,12991.0,12889.0,12986.0,12835.0,12782.0,12690.0,12412.0,12319.0,12114,12097.0,11913.0,11913.0,11670.0,11541,11307.0
K,93,6531.0,6511.0,6710.0,6779.0,6654.0,7272.0,7533.0,7794.0,8308.0,9150.0,9719.0,10177.0,10833.0,11342.0,11517.0,12003.0,12586.0,13175.0,13514.0,14319.0,14533.0,14884.0,14752.0,14711.0,14581.0,14444.0,14366.0,14424.0,13952.0,13658.0,13562.0,13527.0,12982.0,12862.0,12886,12992.0,13019.0,13150.0,13140.0,13363.0,13444.0,13416.0,13011.0,12823.0,12561.0,12368.0,12356.0,12236.0,11727.0,11317.0,11134.0,10908.0,11525.0,10591.0,10969.0,10750.0,10677.0,10710.0,10500.0,10356.0,10149.0,10056.0,9954.0,9971.0,9745.0,9680.0,9761.0,9549.0,9605.0,9505.0,9371.0,9239,9124.0,9030.0,8899.0,8933.0,8765,8640.0
K,94,4694.0,4903.0,4923.0,5102.0,5135.0,5111.0,5507.0,5608.0,5765.0,6281.0,6791.0,7279.0,7614.0,8171.0,8533.0,8698.0,9046.0,9478.0,9889.0,10120.0,10717.0,10918.0,11134.0,11058.0,10942.0,10947.0,10826.0,10808.0,10826.0,10488.0,10259.0,10145.0,10199.0,9735.0,9700,9674.0,9820.0,9802.0,9881.0,9878.0,10055.0,10115.0,10134.0,9831.0,9664.0,9494.0,9265.0,9248.0,9196.0,8820.0,8478.0,8328.0,8182.0,8613.0,7952.0,8278.0,8141.0,8048.0,8056.0,7864.0,7786.0,7627.0,7495.0,7497.0,7488.0,7345.0,7280.0,7374.0,7179.0,7203.0,7087.0,6989,6869.0,6844.0,6830.0,6729.0,6750,6621.0
