sex,alder,pop_2023,pop_4087,pop_4088,pop_4089,pop_4090,pop_4091,pop_4092,pop_4093,pop_4094,pop_4095,pop_4096,pop_4097,pop_4098,pop_4099,pop_4100,pop_4101,pop_4102,pop_4103,pop_4104,pop_4105,pop_4106,pop_4107,pop_4108,pop_4109,pop_4110,pop_4111,pop_4112,pop_4113,pop_4114,pop_4115,pop_4116,pop_4117,pop_4118,pop_4119,pop_4120,pop_4121,pop_4122,pop_4123,pop_4124,pop_4125,pop_4126,pop_4127,pop_4128,pop_4129,pop_4130,pop_4131,pop_4132,pop_4133,pop_4134,pop_4135,pop_4136,pop_4137,pop_4138,pop_4139,pop_4140,pop_4141,pop_4142,pop_4143,pop_4144,pop_4145,pop_4146,pop_4147,pop_4148,pop_4149,pop_4150,pop_4151,pop_4152,pop_4153,pop_4154,pop_4155,pop_4156,pop_4157,pop_4158,pop_4159,pop_4160,pop_4161,pop_4162,pop_4163
K,95,3307.0,3545.0,3655.0,3671.0,3831.0,3863.0,3850.0,4145.0,4212.0,4301.0,4753.0,5124.0,5496.0,5722.0,6166.0,6370.0,6475.0,6729.0,7141.0,7442.0,7594.0,8040.0,8168.0,8299.0,8303.0,8223.0,8227.0,8165.0,8159.0,8131.0,7786.0,7671.0,7533.0,7636.0,7295,7272.0,7184.0,7317.0,7238.0,7360.0,7325.0,7491.0,7595.0,7543.0,7404.0,7226.0,7179.0,6950.0,7030.0,6951.0,6672.0,6377.0,6190.0,6172.0,6366.0,5964.0,6194.0,6088.0,5982.0,6002.0,5952.0,5860.0,5680.0,5639.0,5672.0,5624.0,5488.0,5400.0,5509.0,5352.0,5398.0,5330,5223.0,5190.0,5200.0,5092.0,5056,5128.0
K,96,2400.0,2494.0,2663.0,2718.0,2756.0,2872.0,2917.0,2871.0,3068.0,3171.0,3194.0,3582.0,3789.0,4069.0,4236.0,4628.0,4770.0,4792.0,5028.0,5325.0,5586.0,5765.0,6059.0,6101.0,6243.0,6256.0,6186.0,6144.0,6087.0,6152.0,6121.0,5849.0,5778.0,5691.0,5767,5533.0,5445.0,5363.0,5484.0,5434.0,5474.0,5519.0,5635.0,5678.0,5706.0,5523.0,5386.0,5427.0,5226.0,5315.0,5285.0,5013.0,4746.0,4653.0,4612.0,4844.0,4516.0,4634.0,4550.0,4456.0,4440.0,4425.0,4331.0,4196.0,4180.0,4151.0,4213.0,4097.0,4031.0,4088.0,4018.0,4001,3998.0,3853.0,3875.0,3896.0,3812,3783.0
K,97,1830.0,1828.0,1908.0,2005.0,2058.0,2059.0,2138.0,2188.0,2173.0,2302.0,2360.0,2359.0,2628.0,2812.0,3026.0,3177.0,3405.0,3531.0,3585.0,3703.0,3998.0,4215.0,4325.0,4590.0,4617.0,4673.0,4712.0,4652.0,4614.0,4551.0,4622.0,4517.0,4377.0,4319.0,4289,4324.0,4171.0,4050.0,3995.0,4116.0,4111.0,4146.0,4198.0,4188.0,4214.0,4260.0,4141.0,3977.0,4018.0,3915.0,3951.0,3925.0,3777.0,3489.0,3472.0,3411.0,3644.0,3402.0,3509.0,3404.0,3342.0,3358.0,3356.0,3270.0,3167.0,3190.0,3181.0,3205.0,3127.0,3056.0,3118.0,3080,3016.0,2993.0,2905.0,2917.0,2935,2870.0
K,98,1292.0,1396.0,1384.0,1420.0,1519.0,1577.0,1538.0,1598.0,1641.0,1622.0,1758.0,1795.0,1765.0,1942.0,2071.0,2236.0,2354.0,2570.0,2609.0,2671.0,2804.0,2960.0,3117.0,3209.0,3413.0,3419.0,3519.0,3502.0,3468.0,3413.0,3377.0,3453.0,3336.0,3243.0,3229,3195.0,3237.0,3106.0,2982.0,2936.0,3087.0,3061.0,3116.0,3113.0,3172.0,3095.0,3152.0,3078.0,2945.0,2937.0,2827.0,2921.0,2939.0,2807.0,2600.0,2603.0,2576.0,2728.0,2556.0,2624.0,2565.0,2522.0,2558.0,2531.0,2444.0,2383.0,2388.0,2399.0,2421.0,2370.0,2299.0,2379,2324.0,2263.0,2252.0,2175.0,2210,2234.0
K,99,883.0,980.0,1034.0,1026.0,1077.0,1122.0,1182.0,1174.0,1170.0,1238.0,1214.0,1307.0,1333.0,1325.0,1465.0,1543.0,1656.0,1746.0,1933.0,1930.0,1999.0,2074.0,2247.0,2337.0,2423.0,2541.0,2582.0,2629.0,2678.0,2638.0,2520.0,2533.0,2565.0,2502.0,2444,2417.0,2391.0,2449.0,2311.0,2264.0,2196.0,2319.0,2269.0,2326.0,2341.0,2386.0,2275.0,2387.0,2258.0,2220.0,2222.0,2127.0,2220.0,2181.0,2119.0,1920.0,1942.0,1957.0,2078.0,1904.0,1983.0,1940.0,1906.0,1945.0,1926.0,1830.0,1802.0,1833.0,1797.0,1813.0,1771.0,1703,1812.0,1772.0,1724.0,1708.0,1666,1704.0
K,100,665.0,662.0,751.0,798.0,782.0,787.0,866.0,865.0,881.0,874.0,930.0,903.0,984.0,979.0,1006.0,1073.0,1172.0,1235.0,1297.0,1477.0,1427.0,1479.0,1529.0,1708.0,1747.0,1813.0,1872.0,1893.0,1962.0,1987.0,1988.0,1866.0,1899.0,1927.0,1860,1820.0,1827.0,1805.0,1838.0,1709.0,1697.0,1659.0,1724.0,1700.0,1707.0,1719.0,1753.0,1708.0,1798.0,1681.0,1625.0,1673.0,1607.0,1636.0,1673.0,1587.0,1448.0,1467.0,1460.0,1577.0,1431.0,1502.0,1504.0,1482.0,1500.0,1455.0,1399.0,1406.0,1377.0,1365.0,1346.0,1349,1285.0,1384.0,1360.0,1284.0,1271,1230.0
K,101,236.0,239.0,254.0,290.0,298.0,285.0,297.0,329.0,329.0,345.0,338.0,361.0,350.0,364.0,364.0,383.0,388.0,425.0,453.0,473.0,557.0,533.0,532.0,547.0,623.0,642.0,672.0,651.0,685.0,692.0,732.0,733.0,676.0,697.0,680,669.0,674.0,670.0,674.0,673.0,616.0,617.0,613.0,626.0,626.0,618.0,635.0,622.0,622.0,649.0,633.0,603.0,612.0,586.0,587.0,632.0,573.0,535.0,522.0,538.0,580.0,505.0,567.0,589.0,558.0,566.0,542.0,519.0,526.0,497.0,479.0,507,507.0,512.0,535.0,549.0,496,511.0
K,102,92.0,90.0,91.0,92.0,109.0,98.0,109.0,109.0,123.0,117.0,124.0,115.0,117.0,129.0,138.0,144.0,160.0,159.0,173.0,180.0,162.0,206.0,199.0,188.0,219.0,239.0,258.0,260.0,249.0,291.0,269.0,272.0,291.0,268.0,291,260.0,263.0,272.0,256.0,287.0,264.0,244.0,250.0,257.0,267.0,278.0,251.0,250.0,258.0,256.0,259.0,263.0,241.0,233.0,229.0,230.0,258.0,210.0,201.0,200.0,213.0,210.0,183.0,209.0,220.0,212.0,203.0,191.0,187.0,194.0,195.0,180,183.0,185.0,191.0,198.0,207,181.0
K,103,34.0,35.0,41.0,43.0,41.0,41.0,39.0,53.0,50.0,47.0,43.0,40.0,42.0,39.0,54.0,52.0,58.0,64.0,62.0,68.0,69.0,65.0,79.0,83.0,74.0,83.0,83.0,84.0,86.0,93.0,102.0,96.0,102.0,107.0,94,112.0,94.0,100.0,98.0,94.0,110.0,90.0,86.0,87.0,93.0,104.0,121.0,96.0,91.0,97.0,98.0,104.0,98.0,93.0,92.0,88.0,93.0,105.0,78.0,80.0,92.0,86.0,90.0,72.0,75.0,81.0,83.0,70.0,60.0,64.0,66.0,65,60.0,56.0,60.0,67.0,73,71.0
K,104,13.0,14.0,12.0,15.0,19.0,19.0,14.0,10.0,22.0,22.0,25.0,15.0,15.0,17.0,18.0,16.0,21.0,24.0,24.0,27.0,29.0,23.0,28.0,29.0,23.0,27.0,32.0,36.0,31.0,30.0,37.0,51.0,36.0,35.0,39,32.0,46.0,31.0,36.0,36.0,39.0,41.0,39.0,28.0,28.0,34.0,41.0,51.0,38.0,37.0,39.0,26.0,45.0,43.0,39.0,30.0,28.0,39.0,45.0,32.0,27.0,31.0,27.0,32.0,22.0,29.0,30.0,29.0,21.0,25.0,25.0,25,20.0,22.0,20.0,22.0,26,30.0
K,105,5.0,7.0,10.0,6.0,8.0,9.0,8.0,7.0,2.0,12.0,8.0,13.0,7.0,8.0,7.0,5.0,3.0,6.0,5.0,11.0,13.0,13.0,9.0,11.0,10.0,8.0,5.0,13.0,15.0,17.0,7.0,10.0,21.0,16.0,12,16.0,17.0,18.0,10.0,11.0,18.0,17.0,16.0,15.0,9.0,12.0,11.0,17.0,23.0,17.0,16.0,16.0,6.0,10.0,23.0,19.0,16.0,12.0,16.0,17.0,16.0,9.0,12.0,12.0,15.0,4.0,10.0,11.0,12.0,11.0,9.0,11,15.0,8.0,9.0,7.0,6,11.0
K,106,2.0,2.0,4.0,6.0,2.0,4.0,4.0,3.0,1.0,,6.0,1.0,5.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,5.0,6.0,6.0,5.0,3.0,2.0,2.0,3.0,4.0,5.0,7.0,5.0,5.0,8.0,9,5.0,6.0,7.0,9.0,7.0,2.0,3.0,5.0,5.0,7.0,4.0,5.0,5.0,4.0,7.0,4.0,7.0,4.0,2.0,4.0,7.0,9.0,3.0,5.0,6.0,6.0,8.0,5.0,3.0,5.0,6.0,2.0,4.0,2.0,3.0,6.0,3,6.0,4.0,3.0,3.0,2,3.0
K,107,2.0,,,2.0,3.0,,2.0,3.0,2.0,,,2.0,,3.0,1.0,1.0,,,1.0,,1.0,3.0,3.0,2.0,2.0,1.0,,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4,4.0,2.0,2.0,2.0,5.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,4.0,1.0,,2.0,4.0,2.0,1.0,2.0,,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3,3.0,4.0,1.0,1.0,2,
K,108,1.0,,,,,2.0,,1.0,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,2.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,1,3.0,3.0,1.0,,,4.0,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,2.0,2.0,2.0,,1.0,,1.0,2.0,1.0,1,3.0,2.0,3.0,1.0,1,1.0
K,109,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,2,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1,1.0,3.0,1.0,2.0,1,1.0
M,0,21376.0,29694.0,29331.0,28995.0,28858.0,28609.0,28248.0,27894.0,27583.0,27591.0,27303.0,27129.0,26713.0,26450.0,25974.0,25540.0,25528.0,25042.0,24828.0,24562.0,24473.0,24085.0,24081.0,23972.0,23909.0,23798.0,23831.0,24077.0,24207.0,24917.0,25170.0,25368.0,26056.0,26490.0,27066,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27804.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25524.0,25255.0,24925.0,25121.0,24873.0,25098.0,25262.0,25281.0,25613.0,25727.0,25955.0,26251.0,26626.0,26856.0,27135.0,27231.0,27385.0,27673.0,27758.0,27711.0,27541,27752.0,27647.0,27476.0,27421.0,27201,26939.0
M,1,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28609.0,28248.0,27894.0,27583.0,27590.0,27303.0,27128.0,26713.0,26450.0,25974.0,25540.0,25528.0,25042.0,24828.0,24562.0,24473.0,24085.0,24081.0,23972.0,23909.0,23798.0,23831.0,24077.0,24207.0,24917.0,25170.0,25368.0,26056.0,26490,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27804.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25524.0,25255.0,24925.0,25121.0,24873.0,25098.0,25262.0,25281.0,25613.0,25727.0,25955.0,26251.0,26626.0,26856.0,27135.0,27231.0,27385.0,27673.0,27758.0,27711,27541.0,27752.0,27647.0,27476.0,27421,27201.0
M,2,21514.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28609.0,28248.0,27894.0,27583.0,27590.0,27303.0,27128.0,26713.0,26450.0,25974.0,25540.0,25528.0,25042.0,24828.0,24562.0,24473.0,24085.0,24081.0,23972.0,23909.0,23798.0,23831.0,24077.0,24207.0,24917.0,25170.0,25368.0,26056,26490.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27804.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25524.0,25255.0,24925.0,25121.0,24873.0,25098.0,25262.0,25281.0,25613.0,25727.0,25955.0,26251.0,26626.0,26855.0,27135.0,27231.0,27385.0,27673.0,27758,27711.0,27541.0,27752.0,27647.0,27476,27421.0
M,3,21780.0,21514.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28609.0,28248.0,27894.0,27583.0,27590.0,27303.0,27128.0,26713.0,26450.0,25974.0,25540.0,25528.0,25042.0,24828.0,24562.0,24473.0,24084.0,24081.0,23972.0,23909.0,23798.0,23831.0,24077.0,24207.0,24917.0,25170.0,25368,26056.0,26490.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27804.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25524.0,25254.0,24925.0,25121.0,24873.0,25098.0,25262.0,25281.0,25613.0,25727.0,25955.0,26251.0,26626.0,26854.0,27135.0,27231.0,27385.0,27673,27758.0,27711.0,27541.0,27752.0,27647,27476.0
M,4,22118.0,21780.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28609.0,28248.0,27894.0,27583.0,27590.0,27303.0,27128.0,26713.0,26450.0,25974.0,25540.0,25528.0,25042.0,24828.0,24562.0,24473.0,24084.0,24081.0,23972.0,23909.0,23798.0,23831.0,24077.0,24207.0,24917.0,25170,25368.0,26056.0,26490.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27804.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25524.0,25254.0,24925.0,25121.0,24873.0,25098.0,25262.0,25281.0,25613.0,25727.0,25955.0,26251.0,26625.0,26854.0,27135.0,27231.0,27384,27673.0,27758.0,27711.0,27541.0,27752,27647.0
M,5,22232.0,22117.0,21780.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28609.0,28248.0,27894.0,27583.0,27590.0,27303.0,27128.0,26713.0,26450.0,25974.0,25540.0,25528.0,25042.0,24828.0,24562.0,24473.0,24084.0,24081.0,23972.0,23908.0,23798.0,23831.0,24077.0,24207.0,24917,25170.0,25368.0,26056.0,26489.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25524.0,25254.0,24925.0,25121.0,24873.0,25098.0,25262.0,25281.0,25613.0,25727.0,25955.0,26251.0,26625.0,26854.0,27135.0,27231,27384.0,27673.0,27758.0,27711.0,27541,27752.0
M,6,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28609.0,28248.0,27893.0,27583.0,27590.0,27303.0,27128.0,26713.0,26450.0,25974.0,25540.0,25528.0,25042.0,24828.0,24562.0,24473.0,24084.0,24081.0,23972.0,23908.0,23798.0,23831.0,24077.0,24207,24917.0,25170.0,25368.0,26056.0,26489.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25524.0,25254.0,24925.0,25121.0,24873.0,25098.0,25262.0,25281.0,25613.0,25727.0,25955.0,26251.0,26625.0,26854.0,27135,27231.0,27384.0,27673.0,27758.0,27711,27541.0
M,7,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28608.0,28248.0,27893.0,27583.0,27589.0,27302.0,27128.0,26713.0,26449.0,25974.0,25540.0,25528.0,25042.0,24827.0,24562.0,24473.0,24084.0,24081.0,23972.0,23908.0,23798.0,23831.0,24077,24207.0,24917.0,25170.0,25368.0,26056.0,26489.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25524.0,25254.0,24925.0,25121.0,24873.0,25097.0,25262.0,25281.0,25613.0,25727.0,25955.0,26251.0,26625.0,26854,27135.0,27231.0,27384.0,27673.0,27758,27711.0
M,8,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28608.0,28248.0,27893.0,27583.0,27589.0,27302.0,27128.0,26713.0,26449.0,25974.0,25540.0,25528.0,25042.0,24827.0,24562.0,24473.0,24084.0,24081.0,23972.0,23908.0,23798.0,23831,24077.0,24207.0,24917.0,25170.0,25368.0,26056.0,26489.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25523.0,25254.0,24925.0,25121.0,24872.0,25097.0,25262.0,25281.0,25613.0,25727.0,25955.0,26250.0,26625,26854.0,27135.0,27231.0,27384.0,27673,27758.0
M,9,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28608.0,28248.0,27893.0,27583.0,27589.0,27302.0,27128.0,26713.0,26449.0,25974.0,25540.0,25528.0,25042.0,24827.0,24562.0,24473.0,24084.0,24081.0,23972.0,23908.0,23798,23831.0,24077.0,24207.0,24917.0,25170.0,25368.0,26056.0,26489.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25523.0,25254.0,24925.0,25121.0,24872.0,25097.0,25262.0,25281.0,25612.0,25727.0,25955.0,26250,26625.0,26854.0,27135.0,27231.0,27384,27673.0
M,10,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28608.0,28248.0,27893.0,27583.0,27589.0,27302.0,27128.0,26713.0,26449.0,25974.0,25540.0,25528.0,25042.0,24827.0,24562.0,24473.0,24084.0,24081.0,23972.0,23908,23798.0,23831.0,24077.0,24207.0,24917.0,25170.0,25368.0,26056.0,26489.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25523.0,25254.0,24925.0,25121.0,24872.0,25097.0,25262.0,25281.0,25612.0,25727.0,25955,26250.0,26625.0,26854.0,27135.0,27231,27384.0
M,11,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28608.0,28248.0,27893.0,27583.0,27589.0,27302.0,27128.0,26713.0,26449.0,25974.0,25540.0,25528.0,25042.0,24827.0,24562.0,24473.0,24084.0,24081.0,23972,23908.0,23798.0,23831.0,24077.0,24207.0,24917.0,25170.0,25368.0,26056.0,26489.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26888.0,26616.0,26452.0,25986.0,25978.0,25651.0,25437.0,25523.0,25254.0,24925.0,25121.0,24872.0,25097.0,25262.0,25281.0,25611.0,25727,25955.0,26250.0,26625.0,26854.0,27135,27231.0
M,12,24048.0,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28608.0,28248.0,27893.0,27583.0,27589.0,27302.0,27128.0,26713.0,26449.0,25974.0,25540.0,25528.0,25042.0,24827.0,24562.0,24473.0,24084.0,24081,23972.0,23908.0,23798.0,23831.0,24077.0,24207.0,24917.0,25170.0,25368.0,26056.0,26489.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26888.0,26616.0,26451.0,25986.0,25978.0,25651.0,25437.0,25523.0,25254.0,24925.0,25121.0,24872.0,25097.0,25262.0,25281.0,25611,25727.0,25955.0,26250.0,26625.0,26854,27134.0
M,13,24258.0,24048.0,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28608.0,28248.0,27893.0,27583.0,27589.0,27302.0,27128.0,26713.0,26449.0,25974.0,25540.0,25528.0,25042.0,24827.0,24562.0,24473.0,24084,24081.0,23972.0,23908.0,23797.0,23831.0,24077.0,24207.0,24917.0,25169.0,25368.0,26056.0,26489.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26887.0,26616.0,26451.0,25986.0,25978.0,25651.0,25437.0,25523.0,25253.0,24925.0,25121.0,24872.0,25097.0,25262.0,25281,25611.0,25727.0,25955.0,26250.0,26625,26853.0
M,14,24796.0,24257.0,24048.0,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28608.0,28248.0,27893.0,27583.0,27589.0,27302.0,27128.0,26713.0,26449.0,25974.0,25540.0,25528.0,25042.0,24827.0,24562.0,24473,24084.0,24081.0,23972.0,23908.0,23797.0,23831.0,24077.0,24207.0,24917.0,25169.0,25368.0,26056.0,26489.0,27066.0,27126.0,27520.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26887.0,26616.0,26451.0,25986.0,25978.0,25651.0,25437.0,25523.0,25253.0,24925.0,25121.0,24872.0,25097.0,25262,25281.0,25611.0,25727.0,25955.0,26250,26625.0
M,15,25091.0,24796.0,24257.0,24048.0,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28607.0,28248.0,27893.0,27583.0,27589.0,27302.0,27128.0,26713.0,26449.0,25974.0,25540.0,25527.0,25042.0,24827.0,24562,24473.0,24084.0,24081.0,23972.0,23908.0,23797.0,23831.0,24077.0,24207.0,24917.0,25169.0,25368.0,26056.0,26489.0,27066.0,27126.0,27519.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26887.0,26616.0,26451.0,25986.0,25978.0,25651.0,25437.0,25523.0,25253.0,24925.0,25121.0,24871.0,25097,25262.0,25280.0,25611.0,25727.0,25955,26250.0
M,16,25362.0,25091.0,24796.0,24257.0,24048.0,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28607.0,28248.0,27893.0,27583.0,27589.0,27302.0,27128.0,26713.0,26449.0,25974.0,25540.0,25527.0,25042.0,24827,24562.0,24473.0,24084.0,24081.0,23972.0,23908.0,23797.0,23831.0,24077.0,24207.0,24917.0,25169.0,25368.0,26056.0,26489.0,27066.0,27126.0,27519.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26887.0,26616.0,26451.0,25986.0,25978.0,25651.0,25437.0,25523.0,25253.0,24925.0,25121.0,24871,25097.0,25262.0,25280.0,25611.0,25727,25955.0
M,17,25522.0,25362.0,25091.0,24796.0,24257.0,24048.0,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28607.0,28248.0,27893.0,27582.0,27589.0,27302.0,27127.0,26713.0,26449.0,25974.0,25540.0,25527.0,25042,24827.0,24562.0,24473.0,24083.0,24081.0,23972.0,23908.0,23797.0,23831.0,24077.0,24207.0,24917.0,25169.0,25368.0,26056.0,26489.0,27066.0,27126.0,27519.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26887.0,26616.0,26451.0,25986.0,25978.0,25651.0,25437.0,25522.0,25253.0,24925.0,25120,24871.0,25097.0,25262.0,25280.0,25611,25727.0
M,18,25912.0,25522.0,25362.0,25091.0,24796.0,24257.0,24048.0,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28607.0,28248.0,27893.0,27582.0,27589.0,27302.0,27127.0,26713.0,26449.0,25974.0,25540.0,25527,25042.0,24827.0,24562.0,24473.0,24083.0,24081.0,23972.0,23908.0,23797.0,23831.0,24077.0,24207.0,24917.0,25169.0,25368.0,26056.0,26489.0,27066.0,27125.0,27519.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26887.0,26616.0,26451.0,25986.0,25978.0,25651.0,25437.0,25522.0,25253.0,24925,25120.0,24871.0,25097.0,25262.0,25280,25611.0
M,19,26241.0,25912.0,25522.0,25362.0,25091.0,24796.0,24257.0,24048.0,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28607.0,28248.0,27893.0,27582.0,27589.0,27302.0,27127.0,26713.0,26449.0,25974.0,25540,25527.0,25042.0,24827.0,24562.0,24473.0,24083.0,24081.0,23972.0,23908.0,23797.0,23831.0,24077.0,24207.0,24917.0,25169.0,25368.0,26056.0,26489.0,27066.0,27125.0,27519.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26887.0,26616.0,26451.0,25986.0,25978.0,25651.0,25437.0,25522.0,25253,24925.0,25120.0,24871.0,25097.0,25262,25280.0
M,20,26473.0,26241.0,25912.0,25522.0,25362.0,25091.0,24796.0,24256.0,24048.0,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21513.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28607.0,28248.0,27893.0,27582.0,27589.0,27302.0,27127.0,26713.0,26449.0,25974,25540.0,25527.0,25042.0,24827.0,24562.0,24473.0,24083.0,24081.0,23972.0,23908.0,23797.0,23831.0,24077.0,24207.0,24917.0,25169.0,25367.0,26056.0,26489.0,27066.0,27125.0,27519.0,27801.0,27807.0,27551.0,27621.0,27803.0,27284.0,27347.0,26887.0,26616.0,26451.0,25986.0,25978.0,25651.0,25437.0,25522,25253.0,24925.0,25120.0,24871.0,25096,25262.0
M,21,26888.0,26473.0,26241.0,25912.0,25522.0,25362.0,25091.0,24796.0,24256.0,24048.0,23728.0,23337.0,23066.0,22995.0,22594.0,22506.0,22232.0,22117.0,21779.0,21512.0,21410.0,21376.0,29694.0,29331.0,28995.0,28858.0,28607.0,28248.0,27893.0,27582.0,27589.0,27302.0,27127.0,26713.0,26449,25974.0,25540.0,25527.0,25042.0,24827.0,24562.0,24473.0,24083.0,24081.0,23972.0,23908.0,23797.0,23831.0,24077.0,24207.0,24917.0,25168.0,25367.0,26056.0,26489.0,27066.0,27125.0,27519.0,27801.0,27807.0,27551.0,27620.0,27803.0,27284.0,27347.0,26887.0,26616.0,26451.0,25986.0,25978.0,25651.0,25436,25522.0,25253.0,24925.0,25120.0,24871,25096.0
