sex,alder,pop_2023,pop_2104,pop_2105,pop_2106,pop_2107,pop_2108,pop_2109,pop_2110,pop_2111,pop_2112,pop_2113
K,0,16343.0,16168.0,15878.0,15918.0,15822.0,15680.0,15750.0,15479.0,15344.0,15266.0,15171.0
K,1,16502.0,16380.0,16195.0,15933.0,15961.0,15853.0,15720.0,15782.0,15512.0,15372.0,15296.0
K,2,16590.0,16529.0,16425.0,16230.0,15973.0,15996.0,15882.0,15754.0,15812.0,15538.0,15401.0
K,3,16743.0,16617.0,16566.0,16465.0,16255.0,16007.0,16038.0,15913.0,15784.0,15838.0,15563.0
K,4,16949.0,16772.0,16649.0,16597.0,16502.0,16291.0,16040.0,16072.0,15944.0,15807.0,15859.0
K,5,16978.0,16985.0,16809.0,16691.0,16639.0,16527.0,16332.0,16068.0,16099.0,15977.0,15837.0
K,6,17417.0,17017.0,17022.0,16844.0,16722.0,16675.0,16563.0,16357.0,16110.0,16125.0,16009.0
K,7,17365.0,17460.0,17064.0,17062.0,16886.0,16759.0,16702.0,16599.0,16394.0,16147.0,16161.0
K,8,17363.0,17399.0,17500.0,17097.0,17093.0,16928.0,16795.0,16738.0,16637.0,16433.0,16165.0
K,9,17567.0,17400.0,17442.0,17538.0,17129.0,17124.0,16962.0,16817.0,16765.0,16673.0,16465.0
K,10,17807.0,17613.0,17446.0,17478.0,17575.0,17166.0,17164.0,16994.0,16849.0,16799.0,16707.0
K,11,18057.0,17837.0,17659.0,17485.0,17512.0,17626.0,17201.0,17203.0,17034.0,16886.0,16825.0
K,12,18078.0,18100.0,17878.0,17693.0,17530.0,17550.0,17676.0,17238.0,17242.0,17070.0,16925.0
K,13,18256.0,18132.0,18133.0,17923.0,17729.0,17560.0,17588.0,17707.0,17260.0,17286.0,17104.0
K,14,18468.0,18295.0,18171.0,18174.0,17970.0,17762.0,17594.0,17632.0,17736.0,17299.0,17320.0
K,15,18554.0,18511.0,18334.0,18211.0,18203.0,18007.0,17795.0,17630.0,17665.0,17774.0,17345.0
K,16,18740.0,18598.0,18559.0,18380.0,18252.0,18233.0,18045.0,17838.0,17666.0,17705.0,17797.0
K,17,19134.0,18777.0,18640.0,18593.0,18424.0,18309.0,18281.0,18080.0,17877.0,17696.0,17737.0
K,18,19242.0,19174.0,18815.0,18682.0,18632.0,18457.0,18344.0,18317.0,18117.0,17900.0,17731.0
K,19,19534.0,19295.0,19218.0,18850.0,18720.0,18667.0,18504.0,18375.0,18343.0,18152.0,17944.0
K,20,19589.0,19574.0,19338.0,19259.0,18896.0,18755.0,18717.0,18547.0,18399.0,18377.0,18181.0
K,21,19889.0,19628.0,19614.0,19373.0,19308.0,18938.0,18795.0,18754.0,18587.0,18438.0,18413.0
K,22,19924.0,19926.0,19665.0,19660.0,19406.0,19350.0,18975.0,18827.0,18784.0,18623.0,18471.0
K,23,20565.0,19960.0,19962.0,19705.0,19696.0,19441.0,19391.0,19006.0,18871.0,18813.0,18660.0
K,24,20438.0,20603.0,19997.0,20001.0,19751.0,19735.0,19481.0,19427.0,19045.0,18896.0,18851.0
K,25,20645.0,20480.0,20637.0,20039.0,20034.0,19794.0,19779.0,19519.0,19474.0,19077.0,18929.0
K,26,21005.0,20691.0,20518.0,20690.0,20089.0,20082.0,19843.0,19835.0,19554.0,19521.0,19114.0
K,27,21212.0,21062.0,20733.0,20562.0,20725.0,20133.0,20125.0,19878.0,19872.0,19593.0,19554.0
K,28,21398.0,21257.0,21103.0,20767.0,20600.0,20776.0,20167.0,20161.0,19916.0,19907.0,19623.0
K,29,21589.0,21448.0,21309.0,21163.0,20805.0,20646.0,20808.0,20192.0,20202.0,19963.0,19941.0
K,30,21878.0,21635.0,21489.0,21361.0,21202.0,20863.0,20688.0,20846.0,20227.0,20239.0,20008.0
K,31,22017.0,21935.0,21675.0,21533.0,21417.0,21245.0,20905.0,20731.0,20892.0,20267.0,20284.0
K,32,22129.0,22063.0,21977.0,21723.0,21588.0,21461.0,21291.0,20951.0,20777.0,20930.0,20303.0
K,33,22365.0,22172.0,22107.0,22021.0,21764.0,21631.0,21503.0,21330.0,20988.0,20821.0,20975.0
K,34,22454.0,22417.0,22216.0,22149.0,22056.0,21804.0,21676.0,21558.0,21374.0,21022.0,20852.0
K,35,22719.0,22506.0,22468.0,22261.0,22202.0,22094.0,21856.0,21713.0,21604.0,21409.0,21063.0
K,36,22863.0,22763.0,22558.0,22513.0,22298.0,22242.0,22138.0,21896.0,21755.0,21642.0,21446.0
K,37,23191.0,22909.0,22815.0,22615.0,22559.0,22339.0,22286.0,22179.0,21925.0,21798.0,21682.0
K,38,23220.0,23241.0,22949.0,22864.0,22644.0,22608.0,22374.0,22331.0,22209.0,21976.0,21839.0
K,39,23446.0,23270.0,23293.0,22998.0,22908.0,22684.0,22650.0,22419.0,22370.0,22248.0,22012.0
K,40,23494.0,23484.0,23316.0,23330.0,23052.0,22952.0,22715.0,22694.0,22460.0,22406.0,22285.0
K,41,23824.0,23539.0,23536.0,23351.0,23380.0,23097.0,22992.0,22757.0,22742.0,22503.0,22438.0
K,42,24089.0,23869.0,23590.0,23577.0,23405.0,23418.0,23133.0,23035.0,22797.0,22781.0,22540.0
K,43,24242.0,24138.0,23912.0,23641.0,23612.0,23457.0,23451.0,23166.0,23081.0,22835.0,22820.0
K,44,24294.0,24290.0,24187.0,23953.0,23672.0,23667.0,23512.0,23488.0,23202.0,23119.0,22868.0
K,45,24788.0,24324.0,24326.0,24225.0,24012.0,23710.0,23707.0,23551.0,23527.0,23243.0,23154.0
K,46,24829.0,24826.0,24377.0,24366.0,24257.0,24053.0,23747.0,23742.0,23605.0,23564.0,23270.0
K,47,25285.0,24874.0,24872.0,24431.0,24405.0,24309.0,24097.0,23779.0,23782.0,23648.0,23603.0
K,48,25430.0,25336.0,24908.0,24912.0,24474.0,24436.0,24349.0,24139.0,23819.0,23819.0,23682.0
K,49,25863.0,25482.0,25384.0,24945.0,24953.0,24510.0,24462.0,24388.0,24182.0,23876.0,23858.0
K,50,26022.0,25902.0,25531.0,25423.0,24982.0,24989.0,24545.0,24494.0,24432.0,24228.0,23910.0
K,51,26224.0,26060.0,25945.0,25572.0,25466.0,25027.0,25035.0,24581.0,24526.0,24470.0,24258.0
K,52,26481.0,26274.0,26108.0,25992.0,25621.0,25507.0,25065.0,25075.0,24621.0,24565.0,24501.0
K,53,26854.0,26527.0,26323.0,26149.0,26027.0,25654.0,25537.0,25110.0,25115.0,24660.0,24600.0
K,54,27174.0,26893.0,26572.0,26364.0,26198.0,26069.0,25694.0,25576.0,25151.0,25157.0,24691.0
K,55,27430.0,27224.0,26931.0,26616.0,26407.0,26231.0,26104.0,25729.0,25614.0,25185.0,25187.0
K,56,27967.0,27483.0,27272.0,26976.0,26651.0,26450.0,26276.0,26137.0,25765.0,25665.0,25226.0
K,57,28176.0,28010.0,27537.0,27308.0,27030.0,26690.0,26479.0,26313.0,26179.0,25809.0,25699.0
K,58,28350.0,28210.0,28063.0,27575.0,27345.0,27076.0,26727.0,26528.0,26357.0,26220.0,25840.0
K,59,28631.0,28393.0,28250.0,28109.0,27626.0,27381.0,27107.0,26764.0,26569.0,26389.0,26247.0
K,60,28874.0,28659.0,28435.0,28278.0,28147.0,27667.0,27405.0,27135.0,26796.0,26599.0,26424.0
K,61,28809.0,28903.0,28701.0,28481.0,28314.0,28167.0,27698.0,27422.0,27160.0,26826.0,26625.0
K,62,29424.0,28839.0,28942.0,28728.0,28518.0,28341.0,28203.0,27743.0,27452.0,27187.0,26846.0
K,63,29518.0,29463.0,28872.0,28973.0,28760.0,28549.0,28381.0,28233.0,27780.0,27478.0,27212.0
K,64,29659.0,29561.0,29495.0,28900.0,29002.0,28797.0,28584.0,28418.0,28261.0,27809.0,27498.0
K,65,29978.0,29567.0,29476.0,29384.0,28785.0,28900.0,28698.0,28486.0,28313.0,28155.0,27737.0
K,66,29740.0,29889.0,29448.0,29353.0,29306.0,28685.0,28790.0,28593.0,28414.0,28207.0,28040.0
K,67,29761.0,29643.0,29805.0,29356.0,29271.0,29203.0,28616.0,28692.0,28504.0,28303.0,28114.0
K,68,29855.0,29659.0,29556.0,29680.0,29268.0,29174.0,29114.0,28496.0,28586.0,28395.0,28202.0
K,69,29993.0,29766.0,29571.0,29457.0,29592.0,29155.0,29072.0,29009.0,28379.0,28501.0,28293.0
K,70,29808.0,29776.0,29521.0,29321.0,29214.0,29321.0,28913.0,28829.0,28786.0,28123.0,28261.0
K,71,29839.0,29574.0,29538.0,29268.0,29065.0,28978.0,29078.0,28689.0,28576.0,28544.0,27882.0
K,72,29713.0,29598.0,29342.0,29290.0,28991.0,28831.0,28718.0,28852.0,28461.0,28319.0,28308.0
K,73,29614.0,29474.0,29321.0,29095.0,29040.0,28734.0,28601.0,28481.0,28607.0,28241.0,28101.0
K,74,29460.0,29409.0,29228.0,29084.0,28854.0,28784.0,28535.0,28372.0,28235.0,28320.0,28031.0
K,75,29479.0,29001.0,28890.0,28720.0,28580.0,28357.0,28288.0,28017.0,27872.0,27739.0,27826.0
K,76,29317.0,28993.0,28484.0,28408.0,28232.0,28074.0,27843.0,27805.0,27500.0,27340.0,27207.0
K,77,28701.0,28801.0,28477.0,27988.0,27895.0,27716.0,27647.0,27354.0,27334.0,27016.0,26853.0
K,78,28611.0,28203.0,28309.0,28035.0,27536.0,27448.0,27208.0,27174.0,26894.0,26881.0,26556.0
K,79,28566.0,28145.0,27736.0,27799.0,27513.0,27031.0,26944.0,26737.0,26663.0,26451.0,26407.0
K,80,26189.0,27551.0,27168.0,26745.0,26840.0,26522.0,26052.0,25919.0,25719.0,25769.0,25497.0
K,81,27399.0,25271.0,26542.0,26201.0,25821.0,25856.0,25551.0,25141.0,24997.0,24784.0,24796.0
