sex,alder,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033
K,0,25310.0,27237.0,27123.0,26724.0,26911.0,26476.0,26278.0,26020.0,25814.0,25776.0,25696.0
K,1,28037.0,25502.0,27419.0,27205.0,26816.0,26985.0,26563.0,26353.0,26127.0,25900.0,25844.0
K,2,26820.0,28241.0,25725.0,27503.0,27284.0,26888.0,27074.0,26649.0,26433.0,26203.0,26004.0
K,3,27466.0,27042.0,28423.0,25824.0,27586.0,27370.0,26971.0,27142.0,26739.0,26497.0,26293.0
K,4,27692.0,27677.0,27254.0,28518.0,25915.0,27668.0,27442.0,27070.0,27225.0,26826.0,26590.0
K,5,28546.0,27915.0,27890.0,27345.0,28623.0,26017.0,27777.0,27539.0,27160.0,27301.0,26909.0
K,6,29714.0,28769.0,28162.0,28008.0,27437.0,28711.0,26111.0,27866.0,27639.0,27258.0,27391.0
K,7,29958.0,29929.0,28986.0,28256.0,28105.0,27536.0,28815.0,26206.0,27960.0,27733.0,27356.0
K,8,30221.0,30196.0,30144.0,29092.0,28353.0,28195.0,27629.0,28909.0,26304.0,28062.0,27833.0
K,9,30613.0,30440.0,30441.0,30243.0,29185.0,28444.0,28292.0,27710.0,29019.0,26397.0,28167.0
K,10,31377.0,30858.0,30692.0,30558.0,30359.0,29280.0,28568.0,28386.0,27799.0,29120.0,26496.0
K,11,31526.0,31629.0,31082.0,30805.0,30671.0,30448.0,29375.0,28659.0,28468.0,27888.0,29221.0
K,12,32628.0,31777.0,31875.0,31176.0,30916.0,30791.0,30559.0,29480.0,28758.0,28598.0,27980.0
K,13,33044.0,32889.0,32021.0,31989.0,31268.0,31039.0,30890.0,30680.0,29582.0,28854.0,28694.0
K,14,32594.0,33271.0,33108.0,32137.0,32093.0,31363.0,31145.0,30993.0,30792.0,29681.0,28960.0
K,15,31915.0,32815.0,33510.0,33204.0,32232.0,32193.0,31475.0,31245.0,31095.0,30890.0,29790.0
K,16,32102.0,32141.0,33081.0,33614.0,33313.0,32346.0,32318.0,31576.0,31356.0,31200.0,30994.0
K,17,31505.0,32319.0,32354.0,33214.0,33725.0,33421.0,32446.0,32411.0,31701.0,31464.0,31305.0
K,18,31573.0,31761.0,32566.0,32447.0,33304.0,33834.0,33530.0,32530.0,32514.0,31811.0,31562.0
K,19,31441.0,31837.0,31978.0,32682.0,32565.0,33426.0,33934.0,33641.0,32653.0,32641.0,31905.0
