sex,alder,pop_2023,pop_2074,pop_2075,pop_2076,pop_2077,pop_2078,pop_2079,pop_2080,pop_2081,pop_2082,pop_2083
K,21,24355.0,24269.0,24180.0,23860.0,23767.0,23324.0,23427.0,23015.0,22975.0,22865.0,22691.0
K,22,24648.0,24436.0,24340.0,24253.0,23922.0,23842.0,23385.0,23477.0,23075.0,23036.0,22930.0
K,23,24979.0,24710.0,24497.0,24399.0,24341.0,23967.0,23895.0,23453.0,23539.0,23125.0,23099.0
K,24,25361.0,25043.0,24769.0,24566.0,24448.0,24403.0,24036.0,23969.0,23517.0,23588.0,23179.0
K,25,25478.0,25436.0,25134.0,24826.0,24640.0,24519.0,24465.0,24100.0,24031.0,23579.0,23649.0
K,26,26177.0,25555.0,25508.0,25214.0,24895.0,24721.0,24567.0,24538.0,24169.0,24098.0,23656.0
K,27,26338.0,26253.0,25621.0,25594.0,25279.0,24984.0,24803.0,24640.0,24605.0,24228.0,24155.0
K,28,26484.0,26421.0,26311.0,25699.0,25654.0,25370.0,25056.0,24877.0,24718.0,24682.0,24302.0
K,29,26756.0,26562.0,26484.0,26380.0,25770.0,25719.0,25442.0,25132.0,24958.0,24797.0,24735.0
K,30,27049.0,26834.0,26649.0,26562.0,26458.0,25859.0,25785.0,25513.0,25203.0,25026.0,24876.0
K,31,27070.0,27140.0,26904.0,26722.0,26651.0,26533.0,25927.0,25851.0,25582.0,25276.0,25095.0
K,32,27670.0,27155.0,27224.0,26982.0,26788.0,26731.0,26611.0,26013.0,25912.0,25656.0,25336.0
K,33,27733.0,27760.0,27237.0,27298.0,27066.0,26882.0,26804.0,26696.0,26086.0,25984.0,25725.0
K,34,27872.0,27815.0,27833.0,27309.0,27381.0,27150.0,26947.0,26878.0,26760.0,26166.0,26062.0
K,35,28392.0,27957.0,27898.0,27910.0,27382.0,27442.0,27243.0,27024.0,26948.0,26828.0,26252.0
K,36,28308.0,28457.0,28045.0,27988.0,27985.0,27447.0,27508.0,27317.0,27100.0,27026.0,26905.0
K,37,28469.0,28376.0,28525.0,28134.0,28068.0,28057.0,27514.0,27579.0,27382.0,27172.0,27088.0
K,38,28681.0,28535.0,28448.0,28598.0,28216.0,28139.0,28116.0,27590.0,27645.0,27444.0,27240.0
K,39,28891.0,28763.0,28598.0,28521.0,28664.0,28288.0,28207.0,28183.0,27660.0,27711.0,27522.0
K,40,29078.0,28968.0,28831.0,28666.0,28582.0,28741.0,28364.0,28268.0,28260.0,27730.0,27775.0
K,41,29328.0,29138.0,29027.0,28920.0,28739.0,28637.0,28808.0,28431.0,28326.0,28326.0,27781.0
K,42,29547.0,29421.0,29215.0,29106.0,28988.0,28805.0,28705.0,28874.0,28491.0,28396.0,28385.0
K,43,29699.0,29619.0,29510.0,29280.0,29175.0,29056.0,28859.0,28774.0,28947.0,28558.0,28449.0
K,44,29963.0,29781.0,29704.0,29569.0,29335.0,29235.0,29121.0,28932.0,28850.0,29012.0,28625.0
K,45,30458.0,30029.0,29844.0,29778.0,29652.0,29403.0,29311.0,29189.0,28992.0,28907.0,29079.0
K,46,30934.0,30528.0,30097.0,29926.0,29837.0,29734.0,29477.0,29366.0,29249.0,29069.0,28958.0
K,47,30897.0,31002.0,30605.0,30172.0,29997.0,29916.0,29809.0,29541.0,29439.0,29324.0,29135.0
K,48,31411.0,30971.0,31067.0,30663.0,30230.0,30058.0,29990.0,29882.0,29599.0,29503.0,29379.0
K,49,31795.0,31481.0,31031.0,31142.0,30723.0,30291.0,30129.0,30056.0,29938.0,29657.0,29570.0
K,50,30232.0,31874.0,31557.0,31097.0,31209.0,30794.0,30377.0,30215.0,30136.0,30002.0,29736.0
K,51,32860.0,30308.0,31945.0,31636.0,31159.0,31275.0,30857.0,30440.0,30293.0,30198.0,30069.0
K,52,31663.0,32930.0,30396.0,32011.0,31703.0,31235.0,31332.0,30932.0,30520.0,30358.0,30277.0
K,53,32430.0,31734.0,32994.0,30471.0,32106.0,31783.0,31321.0,31413.0,31009.0,30578.0,30429.0
K,54,32571.0,32509.0,31803.0,33071.0,30544.0,32167.0,31855.0,31388.0,31480.0,31085.0,30648.0
K,55,33413.0,32648.0,32583.0,31871.0,33148.0,30607.0,32222.0,31926.0,31437.0,31547.0,31150.0
K,56,34616.0,33481.0,32709.0,32658.0,31941.0,33215.0,30681.0,32296.0,31987.0,31488.0,31613.0
K,57,34979.0,34685.0,33551.0,32785.0,32724.0,32001.0,33275.0,30740.0,32377.0,32056.0,31565.0
K,58,35282.0,35058.0,34759.0,33617.0,32869.0,32799.0,32063.0,33340.0,30808.0,32460.0,32124.0
K,59,35655.0,35343.0,35126.0,34841.0,33670.0,32938.0,32866.0,32134.0,33398.0,30868.0,32531.0
K,60,36419.0,35723.0,35411.0,35195.0,34896.0,33739.0,32998.0,32915.0,32167.0,33440.0,30925.0
K,61,36511.0,36482.0,35790.0,35466.0,35256.0,34949.0,33796.0,33062.0,32977.0,32215.0,33484.0
K,62,37638.0,36575.0,36536.0,35849.0,35518.0,35321.0,35012.0,33849.0,33107.0,33026.0,32266.0
K,63,37940.0,37684.0,36646.0,36596.0,35908.0,35574.0,35374.0,35074.0,33899.0,33176.0,33079.0
K,64,37654.0,38011.0,37738.0,36716.0,36654.0,35971.0,35627.0,35432.0,35126.0,33964.0,33229.0
K,65,36694.0,37533.0,37907.0,37617.0,36591.0,36549.0,35849.0,35499.0,35316.0,35012.0,33855.0
K,66,36735.0,36586.0,37419.0,37781.0,37506.0,36477.0,36441.0,35734.0,35391.0,35213.0,34929.0
K,67,35992.0,36624.0,36468.0,37314.0,37660.0,37413.0,36375.0,36334.0,35630.0,35272.0,35113.0
K,68,35857.0,35875.0,36505.0,36367.0,37190.0,37554.0,37288.0,36258.0,36227.0,35492.0,35154.0
K,69,35511.0,35729.0,35745.0,36375.0,36258.0,37099.0,37444.0,37179.0,36143.0,36111.0,35364.0
K,70,34908.0,35204.0,35442.0,35506.0,36057.0,35982.0,36815.0,37142.0,36866.0,35843.0,35857.0
K,71,34927.0,34636.0,34909.0,35178.0,35233.0,35757.0,35687.0,36514.0,36845.0,36558.0,35539.0
K,72,35772.0,34658.0,34367.0,34614.0,34901.0,34972.0,35448.0,35417.0,36249.0,36549.0,36293.0
K,73,35711.0,35474.0,34374.0,34098.0,34335.0,34610.0,34698.0,35159.0,35131.0,35952.0,36254.0
K,74,35512.0,35398.0,35197.0,34106.0,33839.0,34035.0,34363.0,34454.0,34901.0,34840.0,35642.0
K,75,35571.0,34857.0,34802.0,34604.0,33522.0,33239.0,33422.0,33755.0,33826.0,34287.0,34256.0
K,76,36099.0,34947.0,34221.0,34201.0,34001.0,32949.0,32633.0,32826.0,33209.0,33251.0,33696.0
K,77,35563.0,35430.0,34330.0,33674.0,33627.0,33401.0,32379.0,32092.0,32261.0,32658.0,32671.0
K,78,35269.0,34934.0,34800.0,33747.0,33087.0,33035.0,32850.0,31807.0,31515.0,31690.0,32114.0
K,79,34911.0,34637.0,34301.0,34145.0,33169.0,32517.0,32497.0,32328.0,31226.0,30953.0,31148.0
K,80,34021.0,33625.0,33447.0,33059.0,32871.0,31985.0,31323.0,31437.0,31173.0,30181.0,29814.0
K,81,33515.0,32749.0,32410.0,32233.0,31901.0,31754.0,30848.0,30201.0,30271.0,30128.0,29062.0
K,82,32457.0,32282.0,31550.0,31259.0,31059.0,30801.0,30617.0,29795.0,29103.0,29276.0,29024.0
K,83,30746.0,31237.0,31125.0,30377.0,30195.0,29969.0,29699.0,29545.0,28768.0,28033.0,28170.0
K,84,29215.0,29587.0,30085.0,29996.0,29298.0,29075.0,28914.0,28675.0,28552.0,27802.0,27031.0
K,85,26025.0,27057.0,27424.0,27975.0,27845.0,27278.0,26927.0,26864.0,26619.0,26585.0,25834.0
K,86,23668.0,24089.0,25158.0,25401.0,26035.0,25804.0,25319.0,25006.0,24913.0,24708.0,24670.0
K,87,21415.0,21988.0,22359.0,23338.0,23620.0,24225.0,23953.0,23535.0,23217.0,23112.0,22917.0
K,88,19492.0,19796.0,20367.0,20757.0,21701.0,22012.0,22538.0,22171.0,21904.0,21615.0,21588.0
K,89,17472.0,18076.0,18382.0,18917.0,19293.0,20193.0,20451.0,20947.0,20637.0,20350.0,20062.0
K,90,17532.0,17476.0,18084.0,18391.0,18922.0,19302.0,20204.0,20454.0,20952.0,20649.0,20358.0
K,91,12733.0,13142.0,13062.0,13510.0,13741.0,14127.0,14433.0,15117.0,15319.0,15699.0,15500.0
K,92,9497.0,9568.0,9864.0,9871.0,10069.0,10319.0,10584.0,10756.0,11327.0,11489.0,11713.0
K,93,6968.0,7163.0,7183.0,7379.0,7425.0,7557.0,7788.0,7910.0,8128.0,8497.0,8655.0
K,94,5106.0,5267.0,5418.0,5405.0,5550.0,5590.0,5673.0,5797.0,5886.0,6121.0,6308.0
K,95,3733.0,3812.0,3982.0,4041.0,4060.0,4186.0,4203.0,4260.0,4290.0,4374.0,4574.0
K,96,2817.0,2849.0,2824.0,3025.0,3016.0,3021.0,3132.0,3161.0,3145.0,3196.0,3296.0
K,97,2215.0,2112.0,2104.0,2093.0,2283.0,2319.0,2256.0,2364.0,2363.0,2319.0,2378.0
K,98,1673.0,1658.0,1569.0,1574.0,1599.0,1699.0,1704.0,1707.0,1779.0,1759.0,1741.0
K,99,1208.0,1271.0,1286.0,1159.0,1177.0,1205.0,1268.0,1270.0,1312.0,1342.0,1312.0
K,100,895.0,886.0,962.0,988.0,842.0,882.0,892.0,972.0,968.0,980.0,1002.0
K,101,350.0,354.0,348.0,392.0,393.0,324.0,353.0,342.0,372.0,377.0,360.0
K,102,139.0,132.0,130.0,136.0,156.0,147.0,104.0,121.0,115.0,141.0,136.0
K,103,49.0,51.0,44.0,54.0,48.0,70.0,62.0,45.0,52.0,42.0,41.0
K,104,21.0,18.0,15.0,12.0,23.0,17.0,22.0,22.0,18.0,19.0,21.0
K,105,4.0,7.0,6.0,9.0,5.0,6.0,6.0,11.0,9.0,6.0,7.0
K,106,3.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0
K,107,,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,3.0,
K,108,,,1.0,,1.0,1.0,1.0,,,1.0,2.0
K,109,,,,,,,,,,,
M,0,20176.0,20216.0,20087.0,19866.0,19628.0,19536.0,19375.0,19046.0,19220.0,19033.0,18776.0
M,1,20401.0,20228.0,20266.0,20139.0,19912.0,19690.0,19585.0,19422.0,19091.0,19251.0,19082.0
M,2,20559.0,20459.0,20295.0,20315.0,20180.0,19972.0,19745.0,19645.0,19476.0,19138.0,19294.0
M,3,20751.0,20608.0,20519.0,20357.0,20362.0,20234.0,20024.0,19795.0,19696.0,19525.0,19188.0
M,4,21100.0,20812.0,20657.0,20574.0,20398.0,20412.0,20289.0,20076.0,19840.0,19742.0,19563.0
M,5,21020.0,21156.0,20868.0,20717.0,20637.0,20468.0,20457.0,20355.0,20144.0,19906.0,19793.0
M,6,21200.0,21082.0,21208.0,20929.0,20771.0,20698.0,20517.0,20513.0,20413.0,20196.0,19960.0
M,7,21331.0,21262.0,21133.0,21261.0,20980.0,20830.0,20756.0,20581.0,20574.0,20467.0,20245.0
M,8,21564.0,21390.0,21305.0,21188.0,21313.0,21032.0,20887.0,20817.0,20643.0,20630.0,20516.0
M,9,21715.0,21639.0,21448.0,21362.0,21249.0,21379.0,21097.0,20963.0,20876.0,20705.0,20690.0
M,10,22073.0,21778.0,21709.0,21507.0,21423.0,21317.0,21441.0,21160.0,21018.0,20941.0,20762.0
M,11,22034.0,22149.0,21849.0,21768.0,21569.0,21477.0,21383.0,21508.0,21217.0,21076.0,20999.0
M,12,22138.0,22080.0,22214.0,21917.0,21825.0,21629.0,21544.0,21441.0,21573.0,21274.0,21142.0
M,13,22401.0,22214.0,22134.0,22279.0,21991.0,21887.0,21686.0,21592.0,21510.0,21640.0,21335.0
M,14,22764.0,22471.0,22282.0,22194.0,22336.0,22064.0,21937.0,21749.0,21644.0,21562.0,21710.0
M,15,22979.0,22833.0,22544.0,22356.0,22268.0,22400.0,22117.0,21991.0,21817.0,21701.0,21606.0
M,16,23267.0,23032.0,22884.0,22609.0,22426.0,22331.0,22461.0,22184.0,22060.0,21859.0,21770.0
M,17,23321.0,23333.0,23118.0,22942.0,22670.0,22489.0,22401.0,22516.0,22239.0,22118.0,21922.0
M,18,23682.0,23373.0,23405.0,23177.0,23010.0,22744.0,22554.0,22457.0,22578.0,22317.0,22181.0
M,19,23791.0,23759.0,23443.0,23476.0,23232.0,23065.0,22819.0,22628.0,22516.0,22635.0,22376.0
M,20,24061.0,23869.0,23837.0,23505.0,23536.0,23298.0,23140.0,22882.0,22690.0,22560.0,22702.0
M,21,24438.0,24130.0,23936.0,23917.0,23587.0,23603.0,23367.0,23201.0,22937.0,22757.0,22619.0
M,22,24792.0,24501.0,24197.0,23999.0,23977.0,23649.0,23669.0,23440.0,23260.0,22992.0,22825.0
M,23,24941.0,24852.0,24577.0,24251.0,24059.0,24040.0,23708.0,23721.0,23490.0,23312.0,23059.0
M,24,25494.0,25009.0,24943.0,24650.0,24315.0,24127.0,24112.0,23779.0,23777.0,23562.0,23357.0
M,25,25818.0,25588.0,25078.0,25024.0,24714.0,24391.0,24196.0,24167.0,23844.0,23842.0,23631.0
M,26,26061.0,25882.0,25676.0,25139.0,25097.0,24788.0,24458.0,24259.0,24239.0,23918.0,23905.0
M,27,26288.0,26138.0,25948.0,25755.0,25202.0,25173.0,24852.0,24520.0,24319.0,24310.0,24000.0
M,28,26630.0,26361.0,26207.0,26022.0,25837.0,25267.0,25245.0,24916.0,24602.0,24392.0,24387.0
M,29,26987.0,26692.0,26436.0,26286.0,26093.0,25921.0,25326.0,25322.0,24990.0,24655.0,24476.0
M,30,27261.0,27068.0,26780.0,26508.0,26357.0,26175.0,25997.0,25403.0,25397.0,25056.0,24735.0
M,31,27653.0,27341.0,27167.0,26875.0,26588.0,26431.0,26252.0,26070.0,25479.0,25473.0,25116.0
M,32,27568.0,27736.0,27420.0,27249.0,26956.0,26670.0,26510.0,26320.0,26141.0,25533.0,25534.0
M,33,27832.0,27657.0,27808.0,27499.0,27333.0,27040.0,26754.0,26565.0,26400.0,26203.0,25604.0
M,34,27962.0,27923.0,27741.0,27871.0,27577.0,27402.0,27123.0,26831.0,26637.0,26464.0,26258.0
M,35,27937.0,28046.0,27994.0,27822.0,27950.0,27662.0,27460.0,27182.0,26894.0,26707.0,26527.0
M,36,28198.0,28005.0,28118.0,28079.0,27891.0,28020.0,27725.0,27523.0,27254.0,26974.0,26783.0
M,37,28491.0,28275.0,28084.0,28194.0,28158.0,27966.0,28098.0,27807.0,27590.0,27326.0,27042.0
M,38,28559.0,28552.0,28352.0,28161.0,28273.0,28223.0,28043.0,28183.0,27894.0,27647.0,27383.0
M,39,28873.0,28621.0,28628.0,28412.0,28242.0,28338.0,28293.0,28122.0,28259.0,27975.0,27714.0
M,40,28894.0,28941.0,28685.0,28688.0,28487.0,28300.0,28390.0,28376.0,28188.0,28326.0,28037.0
M,41,29192.0,28958.0,29007.0,28755.0,28764.0,28545.0,28368.0,28449.0,28435.0,28250.0,28388.0
M,42,29590.0,29269.0,29056.0,29076.0,28826.0,28826.0,28612.0,28437.0,28516.0,28509.0,28318.0
M,43,29950.0,29653.0,29347.0,29137.0,29132.0,28881.0,28904.0,28675.0,28500.0,28580.0,28570.0
M,44,30232.0,30038.0,29709.0,29417.0,29211.0,29197.0,28952.0,28981.0,28745.0,28567.0,28651.0
M,45,30402.0,30298.0,30104.0,29778.0,29479.0,29289.0,29258.0,29015.0,29034.0,28818.0,28631.0
M,46,30672.0,30477.0,30368.0,30166.0,29843.0,29547.0,29348.0,29319.0,29087.0,29107.0,28886.0
M,47,31069.0,30737.0,30543.0,30443.0,30251.0,29919.0,29625.0,29408.0,29388.0,29142.0,29174.0
M,48,31374.0,31130.0,30803.0,30619.0,30510.0,30318.0,29975.0,29682.0,29470.0,29449.0,29190.0
M,49,31615.0,31442.0,31201.0,30868.0,30708.0,30573.0,30371.0,30052.0,29755.0,29548.0,29499.0
M,50,31575.0,31691.0,31516.0,31259.0,30951.0,30750.0,30659.0,30423.0,30111.0,29833.0,29633.0
M,51,34225.0,31653.0,31764.0,31593.0,31328.0,31017.0,30835.0,30717.0,30495.0,30157.0,29914.0
M,52,32812.0,34300.0,31742.0,31837.0,31666.0,31412.0,31077.0,30903.0,30777.0,30571.0,30215.0
M,53,33914.0,32885.0,34373.0,31811.0,31907.0,31740.0,31474.0,31130.0,30961.0,30851.0,30629.0
M,54,34350.0,34001.0,32944.0,34430.0,31883.0,31985.0,31806.0,31530.0,31198.0,31045.0,30913.0
M,55,35159.0,34422.0,34065.0,33006.0,34499.0,31947.0,32064.0,31871.0,31595.0,31271.0,31105.0
M,56,36781.0,35230.0,34492.0,34125.0,33077.0,34565.0,32020.0,32140.0,31934.0,31668.0,31352.0
M,57,36738.0,36845.0,35308.0,34565.0,34182.0,33157.0,34629.0,32086.0,32210.0,31990.0,31725.0
M,58,36995.0,36821.0,36903.0,35373.0,34630.0,34245.0,33227.0,34698.0,32147.0,32275.0,32061.0
M,59,36843.0,37078.0,36890.0,36985.0,35440.0,34708.0,34300.0,33283.0,34758.0,32212.0,32353.0
M,60,38000.0,36918.0,37129.0,36953.0,37041.0,35487.0,34765.0,34345.0,33344.0,34814.0,32262.0
M,61,38535.0,38056.0,36973.0,37184.0,37009.0,37087.0,35538.0,34819.0,34394.0,33404.0,34870.0
M,62,39335.0,38587.0,38106.0,37028.0,37245.0,37077.0,37133.0,35587.0,34876.0,34438.0,33441.0
M,63,40069.0,39389.0,38643.0,38164.0,37081.0,37296.0,37130.0,37193.0,35648.0,34919.0,34493.0
M,64,39713.0,40111.0,39451.0,38704.0,38205.0,37132.0,37367.0,37169.0,37243.0,35708.0,34976.0
M,65,38484.0,39608.0,40005.0,39322.0,38557.0,38090.0,37000.0,37272.0,37060.0,37093.0,35601.0
M,66,38346.0,38350.0,39462.0,39868.0,39228.0,38424.0,37990.0,36899.0,37139.0,36943.0,37008.0
M,67,37304.0,38238.0,38210.0,39352.0,39768.0,39108.0,38328.0,37870.0,36803.0,37011.0,36800.0
M,68,37627.0,37156.0,38132.0,38083.0,39228.0,39624.0,38976.0,38204.0,37745.0,36665.0,36891.0
M,69,36884.0,37496.0,37022.0,38007.0,37967.0,39074.0,39492.0,38862.0,38102.0,37586.0,36561.0
M,70,35914.0,36561.0,37184.0,36735.0,37726.0,37614.0,38783.0,39149.0,38554.0,37772.0,37293.0
M,71,36747.0,35656.0,36288.0,36911.0,36465.0,37425.0,37323.0,38474.0,38882.0,38260.0,37497.0
M,72,38112.0,36444.0,35372.0,35998.0,36600.0,36153.0,37113.0,37025.0,38185.0,38567.0,37926.0
M,73,37946.0,37787.0,36119.0,35088.0,35685.0,36271.0,35861.0,36795.0,36704.0,37874.0,38232.0
M,74,37441.0,37666.0,37499.0,35846.0,34803.0,35414.0,36013.0,35569.0,36514.0,36412.0,37594.0
M,75,37620.0,36826.0,36936.0,36927.0,35257.0,34263.0,34803.0,35437.0,34994.0,35923.0,35736.0
M,76,37721.0,36967.0,36173.0,36304.0,36274.0,34672.0,33682.0,34169.0,34831.0,34388.0,35295.0
M,77,37258.0,37066.0,36294.0,35564.0,35676.0,35686.0,34096.0,33128.0,33625.0,34193.0,33847.0
M,78,36467.0,36602.0,36425.0,35676.0,34966.0,35074.0,35087.0,33516.0,32550.0,33049.0,33617.0
M,79,36395.0,35853.0,35940.0,35754.0,35055.0,34394.0,34490.0,34503.0,32935.0,31961.0,32472.0
M,80,35910.0,35060.0,34535.0,34641.0,34489.0,33748.0,33163.0,33257.0,33384.0,31763.0,30836.0
M,81,34690.0,34616.0,33821.0,33333.0,33341.0,33243.0,32531.0,32011.0,32081.0,32169.0,30670.0
M,82,33403.0,33442.0,33340.0,32587.0,32138.0,32137.0,32121.0,31327.0,30866.0,30978.0,31007.0
M,83,31699.0,32178.0,32236.0,32127.0,31413.0,31006.0,30947.0,30993.0,30194.0,29764.0,29845.0
M,84,30273.0,30504.0,30999.0,31113.0,31008.0,30284.0,29975.0,29876.0,29921.0,29084.0,28682.0
M,85,26763.0,28104.0,28415.0,28757.0,28869.0,28859.0,28134.0,27783.0,27646.0,27809.0,27093.0
M,86,24627.0,24844.0,26083.0,26419.0,26745.0,26851.0,26872.0,26142.0,25802.0,25721.0,25848.0
M,87,22371.0,22928.0,23065.0,24200.0,24552.0,24795.0,25012.0,25069.0,24319.0,23944.0,23853.0
M,88,20092.0,20708.0,21273.0,21351.0,22524.0,22811.0,23054.0,23201.0,23229.0,22595.0,22215.0
M,89,18524.0,18575.0,19192.0,19757.0,19829.0,21020.0,21216.0,21445.0,21623.0,21621.0,20970.0
M,90,18426.0,18530.0,18588.0,19202.0,19764.0,19839.0,21023.0,21219.0,21450.0,21630.0,21626.0
M,91,13160.0,13801.0,13940.0,13935.0,14453.0,14890.0,14917.0,15885.0,15987.0,16179.0,16349.0
M,92,9997.0,9828.0,10266.0,10403.0,10400.0,10764.0,11187.0,11187.0,11979.0,12009.0,12246.0
M,93,7134.0,7493.0,7391.0,7665.0,7840.0,7830.0,8138.0,8431.0,8366.0,8999.0,8938.0
M,94,5322.0,5316.0,5626.0,5612.0,5759.0,5861.0,5941.0,6209.0,6370.0,6313.0,6833.0
M,95,3801.0,4027.0,4034.0,4258.0,4302.0,4317.0,4377.0,4409.0,4617.0,4799.0,4726.0
M,96,2837.0,2891.0,3036.0,3018.0,3203.0,3265.0,3205.0,3292.0,3359.0,3511.0,3603.0
M,97,2140.0,2088.0,2135.0,2279.0,2275.0,2412.0,2454.0,2402.0,2441.0,2510.0,2591.0
M,98,1659.0,1595.0,1579.0,1618.0,1708.0,1706.0,1819.0,1844.0,1830.0,1819.0,1863.0
M,99,1218.0,1285.0,1223.0,1179.0,1194.0,1268.0,1275.0,1370.0,1368.0,1385.0,1379.0
M,100,977.0,916.0,971.0,928.0,868.0,900.0,942.0,917.0,1023.0,1037.0,1038.0
M,101,343.0,341.0,338.0,346.0,333.0,309.0,335.0,338.0,337.0,343.0,382.0
M,102,130.0,141.0,130.0,127.0,133.0,130.0,114.0,137.0,129.0,124.0,146.0
M,103,49.0,46.0,56.0,41.0,43.0,52.0,53.0,43.0,50.0,47.0,50.0
M,104,18.0,17.0,18.0,19.0,17.0,15.0,16.0,16.0,14.0,23.0,15.0
M,105,7.0,4.0,3.0,6.0,6.0,8.0,4.0,6.0,9.0,2.0,8.0
M,106,4.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0
M,107,,2.0,1.0,1.0,,2.0,,1.0,,2.0,1.0
M,108,,,,1.0,,,1.0,,,,
M,109,,,,,,,,,,,
