sex,alder,pop_2023,pop_2064,pop_2065,pop_2066,pop_2067,pop_2068,pop_2069,pop_2070,pop_2071,pop_2072,pop_2073
K,52,36901.0,35880.0,35874.0,35112.0,34761.0,34565.0,34326.0,33187.0,32415.0,32366.0,31663.0
K,53,37296.0,36984.0,35951.0,35958.0,35197.0,34842.0,34654.0,34390.0,33282.0,32502.0,32430.0
K,54,36980.0,37380.0,37053.0,36044.0,36024.0,35278.0,34931.0,34748.0,34477.0,33345.0,32571.0
K,55,36151.0,37058.0,37451.0,37136.0,36119.0,36085.0,35359.0,35018.0,34834.0,34541.0,33413.0
K,56,36435.0,36234.0,37132.0,37526.0,37202.0,36195.0,36155.0,35442.0,35103.0,34900.0,34616.0
K,57,35897.0,36513.0,36302.0,37210.0,37592.0,37284.0,36257.0,36237.0,35518.0,35188.0,34979.0
K,58,35887.0,35969.0,36602.0,36385.0,37288.0,37660.0,37368.0,36326.0,36293.0,35581.0,35282.0
K,59,35740.0,35965.0,36050.0,36671.0,36463.0,37354.0,37722.0,37435.0,36405.0,36362.0,35655.0
K,60,35529.0,35805.0,36034.0,36122.0,36734.0,36532.0,37409.0,37772.0,37506.0,36464.0,36419.0
K,61,35884.0,35586.0,35870.0,36098.0,36161.0,36798.0,36612.0,37469.0,37825.0,37572.0,36511.0
K,62,37183.0,35947.0,35663.0,35951.0,36170.0,36222.0,36853.0,36684.0,37531.0,37872.0,37638.0
K,63,37441.0,37250.0,36043.0,35719.0,36013.0,36248.0,36281.0,36917.0,36749.0,37580.0,37940.0
K,64,37643.0,37513.0,37313.0,36115.0,35781.0,36068.0,36325.0,36333.0,36980.0,36813.0,37654.0
K,65,38371.0,37507.0,37364.0,37172.0,36002.0,35663.0,35944.0,36197.0,36222.0,36866.0,36694.0
K,66,39579.0,38229.0,37366.0,37238.0,37045.0,35896.0,35542.0,35839.0,36070.0,36119.0,36735.0
K,67,39472.0,39433.0,38097.0,37231.0,37128.0,36926.0,35772.0,35413.0,35717.0,35969.0,35992.0
K,68,39763.0,39311.0,39307.0,37960.0,37115.0,37002.0,36800.0,35647.0,35304.0,35607.0,35857.0
K,69,40109.0,39595.0,39150.0,39179.0,37834.0,36990.0,36885.0,36686.0,35542.0,35198.0,35511.0
K,70,40314.0,39740.0,39281.0,38805.0,38825.0,37505.0,36669.0,36562.0,36362.0,35220.0,34908.0
K,71,40770.0,39927.0,39356.0,38921.0,38448.0,38452.0,37214.0,36360.0,36283.0,36065.0,34927.0
K,72,40927.0,40396.0,39519.0,38983.0,38586.0,38098.0,38141.0,36889.0,36028.0,35980.0,35772.0
K,73,39899.0,40555.0,40046.0,39151.0,38621.0,38274.0,37788.0,37821.0,36565.0,35747.0,35711.0
K,74,39282.0,39502.0,40162.0,39708.0,38790.0,38287.0,37974.0,37490.0,37497.0,36258.0,35512.0
K,75,37060.0,38452.0,38741.0,39310.0,38901.0,38077.0,37575.0,37244.0,36774.0,36797.0,35571.0
K,76,35812.0,36278.0,37665.0,37977.0,38545.0,38187.0,37344.0,36885.0,36539.0,36137.0,36099.0
K,77,34391.0,35103.0,35491.0,36928.0,37242.0,37803.0,37456.0,36705.0,36222.0,35920.0,35563.0
K,78,33193.0,33708.0,34408.0,34832.0,36206.0,36504.0,37093.0,36743.0,35989.0,35528.0,35269.0
K,79,31961.0,32545.0,33060.0,33708.0,34178.0,35533.0,35839.0,36389.0,36109.0,35340.0,34911.0
K,80,30696.0,30514.0,31181.0,31708.0,32377.0,32891.0,34157.0,34409.0,35010.0,34785.0,34021.0
K,81,29038.0,29396.0,29265.0,29971.0,30499.0,31082.0,31638.0,32829.0,33179.0,33692.0,33515.0
K,82,27480.0,27878.0,28152.0,28050.0,28815.0,29274.0,29837.0,30390.0,31545.0,31897.0,32457.0
K,83,25898.0,26427.0,26772.0,27021.0,26952.0,27648.0,28077.0,28690.0,29202.0,30358.0,30746.0
K,84,24377.0,24793.0,25382.0,25635.0,25950.0,25863.0,26589.0,27011.0,27574.0,28155.0,29215.0
K,85,21629.0,22339.0,22783.0,23320.0,23560.0,24030.0,23856.0,24609.0,24979.0,25534.0,26025.0
K,86,20083.0,19799.0,20533.0,20993.0,21437.0,21724.0,22182.0,22038.0,22742.0,23174.0,23668.0
K,87,18827.0,18415.0,18223.0,18848.0,19363.0,19785.0,20028.0,20488.0,20425.0,21027.0,21415.0
K,88,17508.0,17306.0,16994.0,16804.0,17334.0,17790.0,18235.0,18400.0,18994.0,18856.0,19492.0
K,89,15707.0,16095.0,15890.0,15652.0,15410.0,15945.0,16431.0,16849.0,16979.0,17527.0,17472.0
K,90,16011.0,15711.0,16103.0,15903.0,15658.0,15417.0,15951.0,16440.0,16859.0,16988.0,17532.0
K,91,11953.0,12072.0,11819.0,12126.0,12008.0,11787.0,11603.0,12023.0,12333.0,12637.0,12733.0
K,92,8716.0,9005.0,9093.0,8878.0,9100.0,8979.0,8816.0,8691.0,9014.0,9272.0,9497.0
K,93,6531.0,6525.0,6702.0,6840.0,6654.0,6892.0,6720.0,6596.0,6546.0,6813.0,6968.0
K,94,4694.0,4908.0,4932.0,5074.0,5169.0,4977.0,5232.0,5081.0,4970.0,5006.0,5106.0
K,95,3307.0,3545.0,3703.0,3729.0,3812.0,3893.0,3739.0,3942.0,3899.0,3731.0,3733.0
K,96,2400.0,2495.0,2640.0,2805.0,2794.0,2821.0,2834.0,2831.0,2946.0,2939.0,2817.0
K,97,1830.0,1830.0,1870.0,1996.0,2084.0,2099.0,2127.0,2099.0,2088.0,2185.0,2215.0
K,98,1292.0,1397.0,1405.0,1463.0,1537.0,1613.0,1582.0,1650.0,1620.0,1583.0,1673.0
K,99,883.0,985.0,1041.0,1051.0,1100.0,1160.0,1233.0,1197.0,1250.0,1202.0,1208.0
K,100,665.0,663.0,740.0,799.0,776.0,817.0,864.0,940.0,911.0,926.0,895.0
K,101,236.0,239.0,249.0,278.0,313.0,312.0,329.0,343.0,367.0,353.0,350.0
K,102,92.0,90.0,98.0,79.0,101.0,109.0,113.0,118.0,132.0,126.0,139.0
K,103,34.0,35.0,39.0,43.0,32.0,41.0,41.0,50.0,40.0,50.0,49.0
K,104,13.0,14.0,15.0,18.0,13.0,12.0,18.0,15.0,17.0,10.0,21.0
K,105,5.0,7.0,7.0,7.0,10.0,4.0,6.0,4.0,4.0,7.0,4.0
K,106,2.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,,,3.0
K,107,2.0,,1.0,1.0,1.0,,3.0,1.0,,,
K,108,1.0,,,,,1.0,,2.0,,,
K,109,,,,,,,,,,,
M,0,21376.0,21197.0,21071.0,20899.0,20829.0,20740.0,20858.0,20582.0,20441.0,20338.0,20176.0
M,1,21410.0,21435.0,21251.0,21134.0,20962.0,20883.0,20812.0,20913.0,20639.0,20513.0,20401.0
M,2,21514.0,21469.0,21494.0,21300.0,21198.0,21020.0,20944.0,20863.0,20995.0,20688.0,20559.0
M,3,21780.0,21569.0,21535.0,21568.0,21364.0,21253.0,21093.0,21006.0,20911.0,21040.0,20751.0
M,4,22118.0,21828.0,21636.0,21589.0,21646.0,21420.0,21311.0,21148.0,21068.0,20973.0,21100.0
M,5,22232.0,22171.0,21893.0,21701.0,21676.0,21720.0,21493.0,21378.0,21214.0,21138.0,21020.0
M,6,22506.0,22314.0,22230.0,21951.0,21766.0,21739.0,21793.0,21548.0,21448.0,21270.0,21200.0
M,7,22594.0,22600.0,22395.0,22307.0,22008.0,21824.0,21799.0,21871.0,21600.0,21513.0,21331.0
M,8,22995.0,22659.0,22676.0,22460.0,22377.0,22074.0,21885.0,21871.0,21946.0,21662.0,21564.0
M,9,23066.0,23064.0,22740.0,22751.0,22530.0,22442.0,22137.0,21943.0,21934.0,21995.0,21715.0
M,10,23337.0,23145.0,23141.0,22819.0,22833.0,22602.0,22496.0,22204.0,22007.0,21980.0,22073.0
M,11,23728.0,23411.0,23215.0,23221.0,22896.0,22912.0,22675.0,22558.0,22271.0,22069.0,22034.0
M,12,24048.0,23790.0,23480.0,23309.0,23294.0,22962.0,22977.0,22739.0,22620.0,22345.0,22138.0
M,13,24258.0,24133.0,23868.0,23559.0,23381.0,23367.0,23044.0,23054.0,22810.0,22702.0,22401.0
M,14,24796.0,24335.0,24201.0,23945.0,23641.0,23444.0,23421.0,23121.0,23132.0,22887.0,22764.0
M,15,25091.0,24869.0,24402.0,24264.0,24018.0,23730.0,23508.0,23495.0,23186.0,23195.0,22979.0
M,16,25362.0,25173.0,24944.0,24473.0,24340.0,24098.0,23799.0,23589.0,23552.0,23248.0,23267.0
M,17,25522.0,25440.0,25236.0,25026.0,24539.0,24425.0,24175.0,23860.0,23658.0,23628.0,23321.0
M,18,25912.0,25615.0,25516.0,25312.0,25104.0,24596.0,24512.0,24237.0,23924.0,23721.0,23682.0
M,19,26241.0,25983.0,25692.0,25594.0,25402.0,25168.0,24663.0,24568.0,24300.0,23998.0,23791.0
M,20,26473.0,26312.0,26063.0,25771.0,25661.0,25472.0,25227.0,24754.0,24644.0,24356.0,24061.0
M,21,26888.0,26553.0,26392.0,26136.0,25840.0,25735.0,25554.0,25293.0,24813.0,24720.0,24438.0
M,22,26792.0,26963.0,26639.0,26472.0,26212.0,25912.0,25798.0,25615.0,25359.0,24866.0,24792.0
M,23,26974.0,26870.0,27033.0,26716.0,26541.0,26283.0,25979.0,25858.0,25683.0,25423.0,24941.0
M,24,27139.0,27048.0,26934.0,27129.0,26792.0,26606.0,26334.0,26045.0,25920.0,25735.0,25494.0
M,25,27130.0,27230.0,27135.0,27011.0,27215.0,26874.0,26684.0,26412.0,26122.0,25988.0,25818.0
M,26,27410.0,27212.0,27298.0,27216.0,27082.0,27297.0,26951.0,26756.0,26492.0,26203.0,26061.0
M,27,27652.0,27490.0,27305.0,27377.0,27303.0,27165.0,27371.0,27035.0,26834.0,26562.0,26288.0
M,28,27742.0,27732.0,27569.0,27393.0,27481.0,27408.0,27246.0,27441.0,27114.0,26911.0,26630.0
M,29,28030.0,27837.0,27825.0,27653.0,27467.0,27564.0,27483.0,27320.0,27515.0,27182.0,26987.0
M,30,28050.0,28132.0,27923.0,27911.0,27726.0,27561.0,27639.0,27570.0,27408.0,27582.0,27261.0
M,31,28363.0,28148.0,28203.0,27998.0,28004.0,27820.0,27662.0,27718.0,27652.0,27484.0,27653.0
M,32,28790.0,28442.0,28230.0,28305.0,28078.0,28082.0,27896.0,27739.0,27781.0,27744.0,27568.0
M,33,29148.0,28872.0,28541.0,28312.0,28389.0,28168.0,28177.0,27975.0,27822.0,27878.0,27832.0
M,34,29444.0,29240.0,28958.0,28632.0,28397.0,28478.0,28235.0,28272.0,28041.0,27882.0,27962.0
M,35,29652.0,29537.0,29336.0,29045.0,28722.0,28478.0,28543.0,28318.0,28336.0,28111.0,27937.0
M,36,29892.0,29729.0,29626.0,29412.0,29133.0,28799.0,28560.0,28624.0,28417.0,28410.0,28198.0
M,37,30317.0,29985.0,29820.0,29703.0,29483.0,29209.0,28874.0,28651.0,28714.0,28490.0,28491.0
M,38,30580.0,30396.0,30061.0,29892.0,29786.0,29552.0,29285.0,28958.0,28730.0,28793.0,28559.0
M,39,30820.0,30652.0,30471.0,30146.0,29964.0,29862.0,29635.0,29372.0,29048.0,28810.0,28873.0
M,40,30802.0,30906.0,30746.0,30555.0,30228.0,30041.0,29925.0,29717.0,29445.0,29117.0,28894.0
M,41,33427.0,30892.0,30992.0,30810.0,30627.0,30302.0,30131.0,30005.0,29789.0,29518.0,29192.0
M,42,32018.0,33519.0,30978.0,31059.0,30872.0,30711.0,30384.0,30193.0,30092.0,29869.0,29590.0
M,43,33134.0,32099.0,33605.0,31055.0,31143.0,30963.0,30786.0,30457.0,30267.0,30168.0,29950.0
M,44,33588.0,33224.0,32191.0,33689.0,31130.0,31230.0,31050.0,30864.0,30529.0,30328.0,30232.0
M,45,34354.0,33669.0,33296.0,32268.0,33756.0,31207.0,31314.0,31143.0,30931.0,30611.0,30402.0
M,46,36025.0,34431.0,33741.0,33362.0,32342.0,33828.0,31300.0,31390.0,31225.0,30991.0,30672.0
M,47,35903.0,36106.0,34507.0,33830.0,33431.0,32420.0,33897.0,31351.0,31461.0,31295.0,31069.0
M,48,36173.0,35994.0,36184.0,34596.0,33897.0,33512.0,32510.0,33968.0,31431.0,31547.0,31374.0
M,49,36077.0,36273.0,36083.0,36252.0,34680.0,33974.0,33588.0,32583.0,34044.0,31508.0,31615.0
M,50,37267.0,36162.0,36368.0,36173.0,36333.0,34758.0,34051.0,33666.0,32661.0,34129.0,31575.0
M,51,37768.0,37331.0,36228.0,36440.0,36253.0,36413.0,34843.0,34125.0,33739.0,32743.0,34225.0
M,52,38604.0,37844.0,37411.0,36312.0,36522.0,36329.0,36489.0,34932.0,34203.0,33829.0,32812.0
M,53,39345.0,38704.0,37933.0,37495.0,36394.0,36593.0,36405.0,36563.0,35010.0,34280.0,33914.0
M,54,39049.0,39420.0,38797.0,38004.0,37567.0,36475.0,36692.0,36503.0,36634.0,35084.0,34350.0
M,55,38016.0,39104.0,39512.0,38872.0,38091.0,37630.0,36542.0,36770.0,36581.0,36717.0,35159.0
M,56,38115.0,38084.0,39169.0,39585.0,38949.0,38168.0,37721.0,36614.0,36840.0,36662.0,36781.0
M,57,37148.0,38186.0,38177.0,39262.0,39672.0,39024.0,38258.0,37794.0,36680.0,36917.0,36738.0
M,58,37729.0,37230.0,38251.0,38251.0,39333.0,39757.0,39097.0,38332.0,37862.0,36755.0,36995.0
M,59,37172.0,37810.0,37315.0,38320.0,38326.0,39403.0,39834.0,39170.0,38416.0,37932.0,36843.0
M,60,36563.0,37245.0,37882.0,37381.0,38391.0,38369.0,39478.0,39882.0,39224.0,38474.0,38000.0
M,61,37772.0,36638.0,37298.0,37951.0,37449.0,38450.0,38429.0,39533.0,39948.0,39287.0,38535.0
M,62,39643.0,37836.0,36706.0,37357.0,38018.0,37509.0,38507.0,38494.0,39587.0,40016.0,39335.0
M,63,39866.0,39708.0,37898.0,36759.0,37414.0,38082.0,37569.0,38567.0,38565.0,39650.0,40069.0
M,64,39746.0,39931.0,39770.0,37961.0,36842.0,37478.0,38151.0,37636.0,38625.0,38618.0,39713.0
M,65,40578.0,39599.0,39775.0,39642.0,37864.0,36680.0,37335.0,38029.0,37522.0,38461.0,38484.0
M,66,41415.0,40412.0,39467.0,39613.0,39515.0,37710.0,36551.0,37224.0,37898.0,37441.0,38346.0
M,67,41426.0,41250.0,40277.0,39303.0,39494.0,39352.0,37587.0,36408.0,37132.0,37773.0,37304.0
M,68,41272.0,41263.0,41075.0,40131.0,39170.0,39364.0,39218.0,37464.0,36321.0,37008.0,37627.0
M,69,41724.0,41100.0,41122.0,40901.0,40013.0,39040.0,39239.0,39103.0,37347.0,36220.0,36884.0
M,70,42357.0,41368.0,40677.0,40736.0,40552.0,39632.0,38664.0,38884.0,38769.0,37047.0,35914.0
M,71,42311.0,41986.0,40976.0,40329.0,40361.0,40186.0,39297.0,38346.0,38563.0,38442.0,36747.0
M,72,42200.0,41936.0,41638.0,40590.0,39948.0,40007.0,39832.0,39007.0,38023.0,38245.0,38112.0
M,73,41173.0,41811.0,41559.0,41267.0,40215.0,39594.0,39666.0,39487.0,38687.0,37727.0,37946.0
M,74,40551.0,40792.0,41398.0,41194.0,40901.0,39901.0,39256.0,39339.0,39151.0,38333.0,37441.0
M,75,38037.0,39748.0,39900.0,40554.0,40386.0,40120.0,39159.0,38522.0,38590.0,38459.0,37620.0
M,76,37367.0,37279.0,38954.0,39097.0,39743.0,39587.0,39372.0,38410.0,37816.0,37890.0,37721.0
M,77,35943.0,36622.0,36527.0,38211.0,38354.0,38978.0,38824.0,38684.0,37728.0,37123.0,37258.0
M,78,34420.0,35259.0,35842.0,35807.0,37464.0,37674.0,38215.0,38125.0,38013.0,37071.0,36467.0
M,79,33876.0,33726.0,34585.0,35154.0,35110.0,36773.0,36940.0,37481.0,37402.0,37321.0,36395.0
M,80,32355.0,32428.0,32400.0,33149.0,33733.0,33728.0,35334.0,35498.0,36060.0,36026.0,35910.0
M,81,29717.0,31021.0,31078.0,31062.0,31744.0,32433.0,32423.0,33960.0,34169.0,34723.0,34690.0
M,82,28991.0,28477.0,29768.0,29827.0,29801.0,30532.0,31220.0,31182.0,32610.0,32933.0,33403.0
M,83,26888.0,27809.0,27309.0,28594.0,28569.0,28615.0,29340.0,30027.0,30046.0,31350.0,31699.0
M,84,25574.0,25807.0,26688.0,26252.0,27440.0,27448.0,27490.0,28191.0,28875.0,28919.0,30273.0
M,85,22777.0,23510.0,23697.0,24582.0,24143.0,25216.0,25323.0,25308.0,26046.0,26652.0,26763.0
M,86,20807.0,20818.0,21573.0,21756.0,22689.0,22269.0,23251.0,23438.0,23429.0,24118.0,24627.0
M,87,19525.0,19149.0,19086.0,19871.0,20026.0,20904.0,20506.0,21468.0,21582.0,21667.0,22371.0
M,88,18007.0,17941.0,17558.0,17489.0,18316.0,18447.0,19344.0,19013.0,19904.0,19991.0,20092.0
M,89,16409.0,16502.0,16484.0,16128.0,16111.0,16804.0,17048.0,17920.0,17540.0,18418.0,18524.0
M,90,16718.0,16415.0,16507.0,16490.0,16134.0,16124.0,16814.0,17054.0,17928.0,17546.0,18426.0
M,91,12317.0,12521.0,12315.0,12336.0,12348.0,12081.0,12029.0,12621.0,12780.0,13432.0,13160.0
M,92,8914.0,9211.0,9355.0,9201.0,9180.0,9211.0,9021.0,8926.0,9389.0,9496.0,9997.0
M,93,6576.0,6626.0,6839.0,6939.0,6894.0,6902.0,6919.0,6743.0,6721.0,7039.0,7134.0
M,94,4817.0,4952.0,5011.0,5111.0,5168.0,5135.0,5195.0,5176.0,5060.0,5031.0,5322.0
M,95,3443.0,3597.0,3746.0,3779.0,3847.0,3919.0,3896.0,3919.0,3889.0,3831.0,3801.0
M,96,2630.0,2556.0,2648.0,2795.0,2823.0,2867.0,2969.0,2885.0,2917.0,2894.0,2837.0
M,97,1871.0,1948.0,1910.0,1967.0,2074.0,2120.0,2175.0,2244.0,2129.0,2189.0,2140.0
M,98,1331.0,1414.0,1498.0,1428.0,1533.0,1578.0,1608.0,1646.0,1675.0,1604.0,1659.0
M,99,955.0,1008.0,1079.0,1118.0,1109.0,1163.0,1194.0,1222.0,1266.0,1294.0,1218.0
M,100,677.0,704.0,752.0,791.0,845.0,826.0,872.0,885.0,904.0,936.0,977.0
M,101,224.0,253.0,248.0,285.0,288.0,302.0,289.0,306.0,321.0,323.0,343.0
M,102,88.0,92.0,105.0,101.0,109.0,108.0,118.0,117.0,120.0,134.0,130.0
M,103,25.0,33.0,32.0,43.0,36.0,40.0,40.0,41.0,45.0,53.0,49.0
M,104,13.0,13.0,13.0,13.0,17.0,14.0,16.0,12.0,18.0,14.0,18.0
M,105,1.0,3.0,7.0,4.0,5.0,8.0,5.0,8.0,2.0,10.0,7.0
M,106,,1.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,1.0,4.0
M,107,,,,,1.0,,1.0,,,1.0,
M,108,,,,,,1.0,,,,,
M,109,,,,,,,,,,,
